"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00942476438089048,0.0100747481312967,0.0100747481312967,0.0123496912577186,0.0172245693857654,0.0272993175170621,0.0428989275268118
"0.05",0.0493987650308742,0.0526486837829054,0.054273643158921,0.0604484887877803,0.0737731556711082,0.0994475138121547,0.142996425089373
"0.1",0.0994475138121547,0.103347416314592,0.110172245693858,0.122196945076373,0.143646408839779,0.191745206369841,0.254468638284043
"0.2",0.199545011374716,0.205069873253169,0.211569710757231,0.233019174520637,0.261618459538512,0.340916477088073,0.429964250893728
"0.3",0.299642508937277,0.307442313942151,0.317517062073448,0.340266493337667,0.381540461488463,0.482937926551836,0.594410139746506
"0.4",0.399415014624634,0.408839779005525,0.418264543386415,0.447513812154696,0.504712382190445,0.622684432889178,0.739031524211895
"0.5",0.499512512187195,0.510562235944101,0.521936951576211,0.552811179720507,0.614884627884303,0.734806629834254,0.860578485537862
"0.6",0.599610009749756,0.611634709132272,0.625284367890803,0.657783555411115,0.720506987325317,0.844978875528112,0.97497562560936
"0.7",0.699382515437114,0.71140721481963,0.723756906077348,0.765030874228144,0.823529411764706,0.953526161845954,1
"0.8",0.799480012999675,0.814754631134222,0.826779330516737,0.865128371790705,0.929476763080923,1,1
"0.9",0.899577510562236,0.910302242443939,0.922326941826454,0.960675983100422,1,1,1
"1",0.999675008124797,1,1,1,1,1,1
