SNP,Chromosome,Position,DF,t Value,std Error,effect
PstI.TP506588,1,   80675,114,1.66186520954264,0.0315887235808841,0.0416572048714458
PstI.TP863331,1,  161269,114,-1.1303172008369,0.0315887235808841,-0.00944183900215242
NsiI.TP611047,1,  185165,114,0.626556524949362,0.0315887235808841,0.00797505157391021
PstI.TP271714,1,  262844,114,0.647776115725055,0.0315887235808841,0.00588884124674394
PstI.TP424788,1,  263370,114,-1.35574532178009,0.0315887235808841,-0.0203469782405412
PstI.TP931820,1,  284314,114,0.939813246002434,0.0315887235808841,0.013488026458644
NsiI.TP148773,1,  285352,114,-1.29333692171725,0.0315887235808841,-0.00994431823190756
PstI.TP1106845,1,  416796,114,0.34772113786749,0.0315887235808841,0.00590224170282032
PstI.TP425356,1,  569039,114,0.96142410005178,0.0315887235808841,0.00992277434354006
PstI.TP999740,1,  569491,114,0.951672848859595,0.0315887235808841,0.00797665118168602
PstI.TP1152021,1,  865447,114,0.758058044256167,0.0315887235808841,0.0100685476297574
PstI.TP716618,1,  918921,114,0.0529305456544841,0.0315887235808841,0.000713284354536634
PstI.TP1246584,1, 1015480,114,-0.0277358320210128,0.0315887235808841,-0.000155011256890839
PstI.TP354591,1, 1050082,114,-0.509332507692828,0.0315887235808841,-0.00320597117874376
PstI.TP856852,1, 1153760,114,-1.58918539367194,0.0315887235808841,-0.0151569338143137
PstI.TP775725,1, 1175417,114,0.438736268106959,0.0315887235808841,0.00411365010171383
PstI.TP329515,1, 1537490,114,1.55425238505157,0.0315887235808841,0.0094637185349495
PstI.TP929619,1, 1952038,114,-0.965988968258981,0.0315887235808841,-0.011432576848061
PstI.TP417865,1, 2030761,114,0.83813864305919,0.0315887235808841,0.0069384023135363
PstI.TP885267,1, 2084430,114,0.328177430307111,0.0315887235808841,0.00389237005809595
PstI.TP1294018,1, 2280325,114,-0.196159428603392,0.0315887235808841,-0.00200943967760718
PstI.TP56795,1, 2315051,114,-1.05384100392867,0.0315887235808841,-0.0218390115951663
PstI.TP966432,1, 2596832,114,0.470881093625971,0.0315887235808841,0.00603334958535962
PstI.TP441536,1, 2816855,114,1.24664402534674,0.0315887235808841,0.00608112498160387
PstI.TP1085601,1, 2820903,114,0.528540613731741,0.0315887235808841,0.00566458124650657
PstI.TP525202,1, 2884119,114,-0.687386234074597,0.0315887235808841,-0.00647572441227101
PstI.TP1268585,1, 2988383,114,-2.31764660276761,0.0315887235808841,-0.0200591144007534
PstI.TP849876,1, 3050119,114,-0.0836040234636009,0.0315887235808841,-0.000745500935893491
PstI.TP209693,1, 3305106,114,0.675689083407955,0.0315887235808841,0.00773070845845134
PstI.TP626124,1, 3342723,114,-0.455396579178371,0.0315887235808841,-0.006312179974977
PstI.TP1059573,1, 3357749,114,1.34102991328271,0.0315887235808841,0.0122225535819062
NsiI.TP504485,1, 3381640,114,0.762150693030475,0.0315887235808841,0.00965341797179421
PstI.TP1243055,1, 3389055,114,-0.234326812566049,0.0315887235808841,-0.00308813342414727
PstI.TP1244443,1, 3397749,114,0.492759494648346,0.0315887235808841,0.00385304518001557
PstI.TP1199997,1, 3471828,114,1.00873709295793,0.0315887235808841,0.0177149293734521
PstI.TP757375,1, 3471897,114,-1.1757735576983,0.0315887235808841,-0.0150122529255591
PstI.TP726521,1, 3535515,114,0.15336622353814,0.0315887235808841,0.00171041076576842
PstI.TP374511,1, 3576636,114,0.751062642719968,0.0315887235808841,0.00593935566194655
PstI.TP1267977,1, 3576713,114,1.24863321501,0.0315887235808841,0.0106317679475926
PstI.TP1155202,1, 3620639,114,-0.930884280887703,0.0315887235808841,-0.012108120548942
PstI.TP961085,1, 3705536,114,0.177561205748403,0.0315887235808841,0.000933091411348969
PstI.TP21889,1, 3705780,114,-1.30196103261666,0.0315887235808841,-0.00829093217863212
PstI.TP1053336,1, 3955998,114,-0.268169387031106,0.0315887235808841,-0.00268774154007859
PstI.TP891020,1, 4033768,114,0.515452013357081,0.0315887235808841,0.00491974930109388
PstI.TP629259,1, 4276027,114,-2.58830532833102,0.0315887235808841,-0.015327167860501
PstI.TP629254,1, 4276045,114,-1.18612967182586,0.0315887235808841,-0.0179657529204441
PstI.TP140451,1, 4460094,114,0.900635717237197,0.0315887235808841,0.00713876634327335
NsiI.TP39399,1, 4465777,114,0.376466867389576,0.0315887235808841,0.0030822449538652
PstI.TP403850,1, 4535788,114,0.205017048024055,0.0315887235808841,0.00324017447565111
NsiI.TP468762,1, 4620729,114,1.4526613698311,0.0315887235808841,0.0143467821062583
PstI.TP307588,1, 4762662,114,-0.984892131118213,0.0315887235808841,-0.00992151049292275
PstI.TP920636,1, 4777048,114,-0.746512326558114,0.0315887235808841,-0.0070443855339693
PstI.TP947391,1, 4891496,114,2.29098125933036,0.0315887235808841,0.0325334891813922
PstI.TP683907,1, 4900973,114,2.2595283093813,0.0315887235808841,0.0168719602502457
PstI.TP402429,1, 4990016,114,0.355673880768958,0.0315887235808841,0.0034463160012268
PstI.TP1126882,1, 5115206,114,-0.548450096053742,0.0315887235808841,-0.00750487944806455
PstI.TP684655,1, 5379329,114,0.598850804930998,0.0315887235808841,0.00351226634235573
NsiI.TP367540,1, 5460609,114,0.0549109594101612,0.0315887235808841,0.000971605708182111
PstI.TP9547,1, 5534818,114,0.768238331811774,0.0315887235808841,0.00494498220575607
PstI.TP476949,1, 5536792,114,2.52047818238604,0.0315887235808841,0.0119793051388372
PstI.TP291849,1, 5571398,114,0.71985471885493,0.0315887235808841,0.0048798883173723
PstI.TP677745,1, 5751851,114,-1.62453204986368,0.0315887235808841,-0.0106672302020974
PstI.TP356699,1, 5752437,114,-1.21788078600871,0.0315887235808841,-0.0184274323629847
PstI.TP705967,1, 5858828,114,0.525451158769001,0.0315887235808841,0.00514017158531227
PstI.TP1252197,1, 5912854,114,1.09840082183015,0.0315887235808841,0.00880450891425608
PstI.TP116123,1, 5967108,114,0.837189881346081,0.0315887235808841,0.00889414641490379
PstI.TP804275,1, 5979740,114,-0.380350041404949,0.0315887235808841,-0.00477790773470127
PstI.TP523933,1, 6018181,114,-0.050713435949143,0.0315887235808841,-0.000286417962518916
PstI.TP722242,1, 6187691,114,-1.65553397444569,0.0315887235808841,-0.0271300814786486
NsiI.TP488601,1, 6409370,114,-0.102859079468605,0.0315887235808841,-0.0005576227125552
PstI.TP1015835,1, 6514843,114,2.44116683226329,0.0315887235808841,0.0179600645157003
PstI.TP547229,1, 6574881,114,0.776500389930499,0.0315887235808841,0.00695594508834274
PstI.TP1129801,1, 6608649,114,0.494463110943714,0.0315887235808841,0.00297394519111772
PstI.TP272307,1, 6679965,114,0.0603402683854775,0.0315887235808841,0.000394146835638445
PstI.TP841428,1, 6731433,114,-0.196766329171685,0.0315887235808841,-0.00414884414976196
PstI.TP1245357,1, 6748280,114,0.0939428491812282,0.0315887235808841,0.00094023050178243
PstI.TP1136661,1, 6752030,114,-0.69954238612353,0.0315887235808841,-0.0113033960672363
PstI.TP444825,1, 6930877,114,-0.72119796073089,0.0315887235808841,-0.0100299264986819
PstI.TP572285,1, 6947477,114,-0.616431132416068,0.0315887235808841,-0.0104749548622431
NsiI.TP800074,1, 6979429,114,-1.12670528860502,0.0315887235808841,-0.0162575562756849
PstI.TP806450,1, 7007771,114,1.65224924419139,0.0315887235808841,0.0104465684520117
PstI.TP443586,1, 7215893,114,0.0219676457434985,0.0315887235808841,0.000115474712376759
PstI.TP488378,1, 7260223,114,1.39602066341642,0.0315887235808841,0.0354927866014247
NsiI.TP375218,1, 7321465,114,-0.67474117552057,0.0315887235808841,-0.00572136329287734
PstI.TP451905,1, 7339832,114,0.406843146106867,0.0315887235808841,0.00395502778546584
PstI.TP712786,1, 7449325,114,1.0459936980499,0.0315887235808841,0.00897878978661674
PstI.TP1137764,1, 7486769,114,0.176938843975586,0.0315887235808841,0.00188619677272195
PstI.TP1173447,1, 7571007,114,1.65004751443283,0.0315887235808841,0.0166268756905417
PstI.TP614866,1, 7824409,114,-1.09506878651775,0.0315887235808841,-0.0167978673603754
PstI.TP973605,1, 7933170,114,1.51484348074132,0.0315887235808841,0.0141307717096983
PstI.TP972953,1, 7984963,114,-1.76397372841843,0.0315887235808841,-0.00928617436216674
PstI.TP36329,1, 8029204,114,0.0553772150448757,0.0315887235808841,0.000745471059493241
NsiI.TP273737,1, 8121676,114,-1.54197641235716,0.0315887235808841,-0.027570649033101
PstI.TP308053,1, 8330660,114,-2.39906631670227,0.0315887235808841,-0.0210327564653138
PstI.TP424566,1, 8533790,114,-0.899527513271266,0.0315887235808841,-0.00699327662450527
PstI.TP983141,1, 8569458,114,0.11193044277178,0.0315887235808841,0.00191929436651858
PstI.TP426455,1, 8609159,114,-0.968706486541147,0.0315887235808841,-0.00724145367285506
PstI.TP302093,1, 8923298,114,0.634739053130872,0.0315887235808841,0.0058841690211108
PstI.TP461927,1, 9014162,114,-0.97047825925453,0.0315887235808841,-0.00962232020893236
PstI.TP443245,1, 9039678,114,0.107591031914683,0.0315887235808841,0.00115188075068513
PstI.TP542649,1, 9116308,114,-0.542856956689584,0.0315887235808841,-0.00622934519456418
PstI.TP550784,1, 9140137,114,0.948050547096713,0.0315887235808841,0.012201400524775
PstI.TP581769,1, 9144035,114,0.0780136854958468,0.0315887235808841,0.00102828334388477
PstI.TP745827,1, 9270379,114,0.574454081020926,0.0315887235808841,0.00560016233966781
PstI.TP456141,1, 9284445,114,-0.417905213342254,0.0315887235808841,-0.0041788705173082
PstI.TP107393,1, 9287566,114,1.22750506068879,0.0315887235808841,0.0120249343318147
PstI.TP974726,1, 9504539,114,0.72667145038995,0.0315887235808841,0.00653159166878789
PstI.TP701371,1, 9558859,114,0.132257187001681,0.0315887235808841,0.00145790271994527
PstI.TP1174311,1, 9559149,114,1.29992279804742,0.0315887235808841,0.00863180557373766
PstI.TP390724,1, 9756005,114,1.15140714988758,0.0315887235808841,0.00950508691384158
PstI.TP377612,1, 9851429,114,-0.670257262087155,0.0315887235808841,-0.00433364889666003
PstI.TP377610,1, 9851445,114,-1.50143012932693,0.0315887235808841,-0.0157341753710143
PstI.TP1001875,1, 9929490,114,0.446280861281345,0.0315887235808841,0.00775376465397438
PstI.TP120265,1, 9929566,114,-1.07904055334297,0.0315887235808841,-0.0090298599300396
PstI.TP145867,1, 9990979,114,-0.318799711863936,0.0315887235808841,-0.0075320916972148
PstI.TP498398,1,10010021,114,0.68670249681881,0.0315887235808841,0.00651151284527077
PstI.TP1106149,1,10181736,114,0.0819264017445067,0.0315887235808841,0.000559653742990388
PstI.TP593918,1,10465079,114,1.30393682158047,0.0315887235808841,0.0135942911892973
NsiI.TP360999,1,10465743,114,-1.88967543600836,0.0315887235808841,-0.021245355674161
PstI.TP323026,1,10477035,114,-0.426261366825628,0.0315887235808841,-0.00726804199144659
PstI.TP91211,1,10530796,114,0.268933494047906,0.0315887235808841,0.00192843187631971
PstI.TP488889,1,10576905,114,-0.256602965990311,0.0315887235808841,-0.00232572529619457
PstI.TP948493,1,10639570,114,0.808728106736416,0.0315887235808841,0.00800764306278751
PstI.TP980214,1,10687788,114,-0.316000630290521,0.0315887235808841,-0.00191944552381805
PstI.TP667320,1,10965394,114,-1.04784555450268,0.0315887235808841,-0.0169322317738662
PstI.TP869093,1,11187262,114,0.699671798428704,0.0315887235808841,0.00508637808281974
PstI.TP835148,1,11456164,114,-0.774414772037158,0.0315887235808841,-0.00719405093799719
PstI.TP1045636,1,11697258,114,1.11643816923278,0.0315887235808841,0.00821951622530209
PstI.TP319571,1,11815150,114,-1.27402586351867,0.0315887235808841,-0.00759443498779354
PstI.TP1288084,1,11935767,114,-0.117252754926859,0.0315887235808841,-0.000920170837076868
PstI.TP939213,1,11990855,114,-1.57722665781863,0.0315887235808841,-0.0234058932063257
PstI.TP301133,1,12137712,114,-1.06825409316211,0.0315887235808841,-0.0180761277690696
NsiI.TP690036,1,12138480,114,1.18023535119241,0.0315887235808841,0.0171590490473709
PstI.TP308387,1,12249163,114,-0.120845090390388,0.0315887235808841,-0.000716607776302731
PstI.TP401102,1,12714512,114,-0.468525094630436,0.0315887235808841,-0.00573725057355337
PstI.TP419952,1,13194145,114,-2.15820569360734,0.0315887235808841,-0.0285335626793527
PstI.TP770895,1,13263569,114,2.31313991715619,0.0315887235808841,0.0201408833986018
PstI.TP726878,1,13263594,114,-0.0376692690656201,0.0315887235808841,-0.000291368239148104
NsiI.TP146220,1,13426299,114,0.413818706117286,0.0315887235808841,0.0038271550352984
