Name,Chromosome,Position,P.value,maf,effect
NsiI.TP620354,1,2563,0.192637231,0.030480551,-0.093635765
PstI.TP453248,1,3988,0.637714144,0.078584884,0.023805133
GFSSContig17137_1860,1,35412,0.909541211,0.047852285,-0.009769108
GFSSContig17137_940,1,36536,0.737964674,0.052287582,-0.027827924
PstI.TP1112203,1,63590,0.222721341,0.446396647,0.032509572
PstI.TP506588,1,80675,0.664582359,0.454910063,-0.012144736
PstI.TP989644,1,80828,0.103079208,0.097338005,-0.088940592
PstI.TP312105,1,81356,0.890549039,0.344025241,-0.004529056
NsiI.TP481742,1,154583,0.656466048,0.04254126,0.044602061
PstI.TP863331,1,161269,0.388116118,0.280106167,0.029209631
NsiI.TP71772,1,180079,0.816911672,0.036114412,-0.023479934
NsiI.TP611047,1,185165,0.907066779,0.343332056,-0.003665835
NsiI.TP611046,1,185173,0.054931613,0.362920876,0.051403788
PstI.TP1169914,1,194807,0.890795065,0.44028312,0.00388948
NsiI.TP96063,1,195779,0.974360075,0.337966386,0.001041549
NsiI.TP521153,1,258294,0.938704109,0.284843041,-0.002229002
PstI.TP271714,1,262844,0.292584795,0.248082732,-0.051867059
PstI.TP424788,1,263370,0.66148153,0.386389476,0.013481158
PstI.TP811380,1,281841,0.550696063,0.303650351,0.016252075
PstI.TP931820,1,284314,0.6959912,0.15276705,0.014201818
NsiI.TP426085,1,284999,0.862944598,0.410201429,-0.005512313
NsiI.TP148773,1,285352,0.626138145,0.238064638,0.017566766
NsiI.TP148774,1,285397,0.853674368,0.360032562,0.006963371
PstI.TP301730,1,298129,0.145805583,0.486648129,-0.048143621
PstI.TP710662,1,335281,0.336288393,0.065659704,-0.051224384
NsiI.TP579900,1,335878,0.777860433,0.044794646,-0.025382828
NsiI.TP443857,1,339059,0.855671942,0.043745471,-0.016515279
PstI.TP1043924,1,365760,0.186061266,0.13804002,-0.049862502
PstI.TP1043926,1,365816,0.121348694,0.209482749,-0.057259215
NsiI.TP414280,1,378096,0.643173062,0.181811266,0.014386336
NsiI.TP807695,1,389941,0.037234078,0.159489371,-0.089220307
NsiI.TP687955,1,398596,0.973945307,0.468016231,0.000926744
PstI.TP948856,1,403321,0.17574974,0.472040932,-0.036995732
PstI.TP1037554,1,403777,0.805687629,0.048102885,0.021178502
NsiI.TP122940,1,430012,0.15476778,0.165447763,0.054347632
NsiI.TP703893,1,450123,0.375885936,0.221632674,0.027222844
