SNP,Chromosome,Position,P.value,maf,effect
PstI.TP947391,1, 4891496,0.00143492137430774,NA,0.288032577497628
PstI.TP1278278,1, 9821711,0.00526534561179491,NA,-0.0922510005628704
PstI.TP21552,1,26847368,0.00707869012082353,NA,0.520158128124859
PstI.TP457393,1,60097068,1.13334854483582e-05,NA,-0.195117169006903
NsiI.TP323224,1,74770262,0.00533921877699445,NA,-0.307612973101024
PstI.TP576366,2,  375350,0.00514949333685702,NA,0.295600248175266
PstI.TP360841,2, 2832783,0.00017015849617957,NA,0.162331095673786
PstI.TP18098,2,23769344,3.28283793829227e-05,NA,0.261083492094122
PstI.TP548709,2,61335066,0.00725760653453381,NA,0.160593992969601
PstI.TP710432,2,62555401,0.00872192858147846,NA,0.290316078892461
NsiI.TP436966,3,  208286,4.87609747168177e-05,NA,0.262569892408979
NsiI.TP45036,3,  389776,0.00128647576967324,NA,-0.37216507136764
NsiI.TP502976,3, 7719502,0.00217013582828975,NA,-0.390326840281878
PstI.TP1064081,3, 9621573,0.000428563245309317,NA,-0.181082740868906
PstI.TP853014,3,11408141,0.00950421855766314,NA,0.189530057861391
PstI.TP533617,3,54614431,0.000687429077610532,NA,0.14845817411567
PstI.TP105605,3,54845915,0.00553750472451196,NA,-0.269714069408169
PstI.TP75872,3,55474631,0.00540050017660231,NA,-0.295234262077473
PstI.TP1022061,3,61377198,0.00269121375765098,NA,0.148234208661867
PstI.TP798238,3,73087364,0.00361060228136423,NA,-0.181184598122476
PstI.TP1169104,4,19508414,0.000729704520063352,NA,0.125568532256762
PstI.TP982139,4,41445278,0.00346024919155964,NA,0.249726375811973
PstI.TP168720,4,64338756,0.00292006909743295,NA,0.336023845835051
PstI.TP857720,4,67675201,0.00367562827613153,NA,-0.276601474558702
PstI.TP743824,4,68341653,0.00160924352491051,NA,-0.258914199860947
PstI.TP979536,5, 2060722,0.000946200236643084,NA,-0.320018369930472
PstI.TP901855,6,42551665,0.00886313058841245,NA,-0.245405690288417
NsiI.TP825138,6,43278106,0.005090166042964,NA,-0.110407038971611
PstI.TP580644,6,47793342,0.00587410950417656,NA,-0.143831463771917
PstI.TP788586,6,57442567,0.00401504164516359,NA,0.185221707980249
NsiI.TP503474,7,60458156,0.00532388594859548,NA,0.296974286192428
PstI.TP41777,9, 2504371,0.00594523590618576,NA,-0.452642753130969
PstI.TP1057124,9, 9148132,0.00757000004050839,NA,-0.113214844075186
PstI.TP84106,9,11066353,4.59903122633741e-05,NA,-0.608165566998608
PstI.TP636509,10,  765968,0.00713599052641255,NA,0.277570504303071
PstI.TP284290,10, 1529382,0.00577309584223448,NA,-0.285749122815007
PstI.TP933601,10, 1659429,0.00466536195039851,NA,0.233594038186121
PstI.TP51516,10, 8861492,0.00519148265523164,NA,-0.262699666600182
PstI.TP912656,10,41352942,0.00964955393213781,NA,0.542890231052542
PstI.TP459896,11,    3510,0.00452118838473506,NA,0.248997605814635
PstI.TP533375,11,    3989,0.00324613281752041,NA,-0.218719697392392
NsiI.TP551839,11,   15945,4.90612991817029e-05,NA,-0.155508261268816
NsiI.TP570294,11,   16176,0.00211171073797916,NA,0.271009674031291
