SNP,Chromosome,Position,P.value,maf,effect
PstI.TP928135,1, 5502147,0.00437283624449676,NA,-0.188991260506866
PstI.TP547229,1, 6574881,0.00211796021078091,NA,-0.196854176027023
PstI.TP994295,1,15000089,8.85514881711195e-08,NA,-0.229711382848263
PstI.TP1074331,1,21885836,0.00906221442773402,NA,-0.12135010706252
NsiI.TP214519,1,71815536,0.000101331055767124,NA,0.124760410852981
PstI.TP553319,1,77643893,0.00833061794169212,NA,-0.0942052862831155
PstI.TP803259,1,78564283,0.00934404523270572,NA,0.252645982057177
PstI.TP1200270,2,13518060,0.00159295562547367,NA,-0.160647538605183
PstI.TP706479,2,14264983,0.00159927716026235,NA,-0.145358521888211
PstI.TP938200,2,54569410,0.000863991798503911,NA,-0.103743294525277
PstI.TP89679,2,62129277,1.23670043981944e-05,NA,0.376755129456395
PstI.TP735032,3, 9654444,0.00936886639626878,NA,-0.189517062592719
PstI.TP1230172,3,50775530,0.000191297821975533,NA,-0.244212812290243
PstI.TP523998,3,66128752,0.00745513685947888,NA,-0.207790422169618
PstI.TP852474,3,66325325,5.53502219972291e-06,NA,-0.201106401892119
PstI.TP388798,4,34703211,0.00265925172108958,NA,0.159883140852097
PstI.TP113896,6,40079998,0.00289084931503285,NA,0.103257229546511
PstI.TP1185472,6,45032097,1.48355074737504e-05,NA,0.201236534652047
PstI.TP1266869,6,48545495,0.00520560326212917,NA,0.104080513778075
NsiI.TP652621,6,56522972,0.00146238436238069,NA,-0.187474380443248
PstI.TP642933,6,57096182,0.00425279385231235,NA,-0.0835783275217168
PstI.TP356253,8, 3819223,0.00875589694965795,NA,-0.159856250438778
PstI.TP49251,8,52811353,0.00138860023141913,NA,-0.131150677442019
PstI.TP876546,9,44646384,0.00157012615836865,NA,-0.181503645007219
PstI.TP1155086,9,50004653,0.0054809026891463,NA,0.104694412838946
PstI.TP14467,10, 3103147,0.00228336993061954,NA,-0.188191294720803
PstI.TP88428,11,     740,0.00598627316901908,NA,-0.116065183546098
PstI.TP366392,11,    2894,0.00715268209146356,NA,-0.0941689629151607
PstI.TP879786,11,    6143,0.00231689671449464,NA,-0.132328254498478
PstI.TP1201445,11,    8486,0.00154226467947136,NA,0.0891031796326712
NsiI.TP506280,11,   15342,0.0013769716206022,NA,-0.137793225975395
