SNP,Chromosome,Position,P.value,effect,maf,nobs
PstI.TP506588,1,80675,0.11745534237471,NA,0.0133928571428571,112
PstI.TP863331,1,161269,0.358313643343157,NA,0.0714285714285714,112
PstI.TP424788,1,263370,0.2601573611245,NA,0.0223214285714286,112
PstI.TP931820,1,284314,0.287447426826395,NA,0.03125,112
NsiI.TP148773,1,285352,0.169140224117032,NA,0.133928571428571,112
PstI.TP1106845,1,416796,0.607902685192305,NA,0.0133928571428571,112
PstI.TP999740,1,569491,0.170535342918748,NA,0.09375,112
PstI.TP1152021,1,865447,0.837574431332418,NA,0.03125,112
PstI.TP716618,1,918921,0.667488353333426,NA,0.0267857142857143,112
PstI.TP1246584,1,1015480,0.662903899887353,NA,0.424107142857143,112
PstI.TP354591,1,1050082,0.457369601400364,NA,0.321428571428571,112
PstI.TP856852,1,1153760,0.0949775906731447,NA,0.178571428571429,112
PstI.TP775725,1,1175417,0.563110246445447,NA,0.0580357142857143,112
NsiI.TP72077,1,1422420,0.46874411199524,NA,0.03125,112
PstI.TP929619,1,1952038,0.413926036640234,NA,0.0267857142857143,112
PstI.TP417865,1,2030761,0.711215931059408,NA,0.366071428571429,112
PstI.TP885267,1,2084430,0.579459100425252,NA,0.0758928571428571,112
PstI.TP56795,1,2315051,0.287198949644034,NA,0.0133928571428571,112
PstI.TP966432,1,2596832,0.734821179159694,NA,0.0357142857142857,112
PstI.TP441536,1,2816855,0.21387318323437,NA,0.379464285714286,112
PstI.TP1085601,1,2820903,0.496035235979987,NA,0.0535714285714286,112
PstI.TP525202,1,2884119,0.552652470624031,NA,0.0714285714285714,112
PstI.TP1268585,1,2988383,0.00955170551802391,NA,0.379464285714286,112
PstI.TP59735,1,3027630,0.784827578971159,NA,0.0089285714285714,112
PstI.TP849876,1,3050119,0.564498107106112,NA,0.0982142857142857,112
PstI.TP209693,1,3305106,0.65725835047087,NA,0.0401785714285714,112
PstI.TP626124,1,3342723,0.570419620439409,NA,0.0580357142857143,112
PstI.TP1059573,1,3357749,0.119561442040551,NA,0.15625,112
NsiI.TP504485,1,3381640,0.813225358948441,NA,0.0446428571428571,112
PstI.TP1244443,1,3397749,0.729904976886877,NA,0.142857142857143,112
PstI.TP1199997,1,3471828,0.160843175928465,NA,0.0178571428571429,112
PstI.TP757375,1,3471897,0.175808227537666,NA,0.03125,112
PstI.TP726521,1,3535515,0.915788818728778,NA,0.0714285714285714,112
PstI.TP374511,1,3576636,0.745786270154011,NA,0.129464285714286,112
PstI.TP1267977,1,3576713,0.301763395006854,NA,0.116071428571429,112
PstI.TP1155202,1,3620639,0.345904044657734,NA,0.0446428571428571,112
PstI.TP961085,1,3705536,0.986689564451719,NA,0.357142857142857,112
PstI.TP21889,1,3705780,0.253525048866301,NA,0.227678571428571,112
PstI.TP1053336,1,3955998,0.701398071237287,NA,0.0758928571428571,112
NsiI.TP403662,1,3957731,0.570497415073528,NA,0.102678571428571,112
PstI.TP891020,1,4033768,0.595346270718741,NA,0.0669642857142857,112
PstI.TP629259,1,4276027,0.0136194111280564,NA,0.383928571428571,112
PstI.TP629254,1,4276045,0.0829576462063088,NA,0.0267857142857143,112
PstI.TP140451,1,4460094,0.667142987892553,NA,0.209821428571429,112
PstI.TP403850,1,4535788,0.837940481811461,NA,0.0178571428571429,112
NsiI.TP468762,1,4620729,0.26717374143242,NA,0.0803571428571429,112
PstI.TP307588,1,4762662,0.201515890316764,NA,0.0625,112
PstI.TP920636,1,4777048,0.484133892690072,NA,0.107142857142857,112
PstI.TP947391,1,4891496,0.0756571223546071,NA,0.0357142857142857,112
PstI.TP683907,1,4900973,0.0809650389194634,NA,0.178571428571429,112
