SNP,Chromosome,Position,P.value,effect,SNP,maf,nobs
PstI.TP506588,1,80675,0.020284492587693,0.0279940422599594,PstI.TP506588,0.0171232876712329,146
PstI.TP863331,1,161269,0.443883448070328,-0.00468347439859589,PstI.TP863331,0.0547945205479452,146
PstI.TP424788,1,263370,0.476363383757767,-0.00742116243403972,PstI.TP424788,0.023972602739726,146
PstI.TP931820,1,284314,0.244297262921266,0.00996011516545112,PstI.TP931820,0.0273972602739726,146
NsiI.TP148773,1,285352,0.514684964928595,-0.00305091625792926,NsiI.TP148773,0.123287671232877,146
PstI.TP1106845,1,416796,0.995865894841864,7.73717510482697e-05,PstI.TP1106845,0.0102739726027397,146
PstI.TP999740,1,569491,0.260627770590577,0.00598489429275966,PstI.TP999740,0.0856164383561644,146
PstI.TP1152021,1,865447,0.25015448676292,0.00984751929778247,PstI.TP1152021,0.023972602739726,146
PstI.TP716618,1,918921,0.867324004750114,-0.00172511815901609,PstI.TP716618,0.0205479452054795,146
PstI.TP1246584,1,1015480,0.965422866922794,-0.000132468948319065,PstI.TP1246584,0.410958904109589,146
PstI.TP354591,1,1050082,0.887827634625312,0.00061957772838635,PstI.TP354591,0.328767123287671,146
PstI.TP856852,1,1153760,0.994421402743889,3.51645797644642e-05,PstI.TP856852,0.171232876712329,146
PstI.TP775725,1,1175417,0.504035234133385,0.00450994719479088,PstI.TP775725,0.0582191780821918,146
NsiI.TP72077,1,1422420,0.415986321763127,0.00626815674062449,NsiI.TP72077,0.0376712328767124,146
PstI.TP929619,1,1952038,0.743917442458953,-0.00327952813696288,PstI.TP929619,0.0273972602739726,146
PstI.TP417865,1,2030761,0.216454216339406,0.00575092421911603,PstI.TP417865,0.366438356164384,146
PstI.TP885267,1,2084430,0.361180051367578,0.00537393254242461,PstI.TP885267,0.0616438356164384,146
PstI.TP56795,1,2315051,0.199944296930557,-0.0163071271804561,PstI.TP56795,0.0102739726027398,146
PstI.TP966432,1,2596832,0.671325605276619,0.00367065012253201,PstI.TP966432,0.041095890410959,146
PstI.TP441536,1,2816855,0.431783083420517,0.0023238934337579,PstI.TP441536,0.386986301369863,146
PstI.TP1085601,1,2820903,0.508104457202505,0.00462928261332888,PstI.TP1085601,0.0547945205479452,146
PstI.TP525202,1,2884119,0.704017122049085,-0.00214184882732542,PstI.TP525202,0.0684931506849316,146
PstI.TP1268585,1,2988383,0.0323339308173039,-0.00982091728610029,PstI.TP1268585,0.376712328767123,146
PstI.TP59735,1,3027630,0.620360919781571,-0.00825341878837724,PstI.TP59735,0.0102739726027398,146
PstI.TP849876,1,3050119,0.616987722572258,0.00239864251440273,PstI.TP849876,0.0924657534246575,146
PstI.TP209693,1,3305106,0.659845790201639,0.00359901525887798,PstI.TP209693,0.0376712328767124,146
PstI.TP626124,1,3342723,0.196701537878658,-0.00827439984584145,PstI.TP626124,0.0445205479452055,146
PstI.TP1059573,1,3357749,0.99186023258487,5.29981456656621e-05,PstI.TP1059573,0.147260273972603,146
NsiI.TP504485,1,3381640,0.567169048633928,0.00438598493523606,NsiI.TP504485,0.0376712328767123,146
PstI.TP1244443,1,3397749,0.904688341736171,0.000622297119523101,PstI.TP1244443,0.157534246575342,146
PstI.TP1199997,1,3471828,0.264703416827676,0.0124893653592812,PstI.TP1199997,0.0136986301369863,146
PstI.TP757375,1,3471897,0.0834333072765375,-0.0143135102767809,PstI.TP757375,0.0308219178082192,146
PstI.TP726521,1,3535515,0.342115274734293,0.00571503849682255,PstI.TP726521,0.0582191780821918,146
PstI.TP374511,1,3576636,0.175654721736466,0.00522203023286266,PstI.TP374511,0.116438356164384,146
PstI.TP1267977,1,3576713,0.793891398137655,0.00141406378242793,PstI.TP1267977,0.11986301369863,146
PstI.TP1155202,1,3620639,0.330151124908899,-0.00717484975672679,PstI.TP1155202,0.0445205479452054,146
PstI.TP961085,1,3705536,0.379492138712106,0.0028778001232474,PstI.TP961085,0.383561643835616,146
PstI.TP21889,1,3705780,0.485898791815452,-0.00258628357822646,PstI.TP21889,0.229452054794521,146
PstI.TP1053336,1,3955998,0.929332790359773,-0.000468512211550511,PstI.TP1053336,0.0719178082191781,146
NsiI.TP403662,1,3957731,0.622421291034061,-0.0021633169784857,NsiI.TP403662,0.116438356164384,146
PstI.TP891020,1,4033768,0.414769152249402,0.00474865479333018,PstI.TP891020,0.0719178082191781,146
PstI.TP629259,1,4276027,0.00951037501234621,-0.00719313232684506,PstI.TP629259,0.356164383561644,146
PstI.TP629254,1,4276045,0.0578888262135769,-0.0167192211126463,PstI.TP629254,0.0273972602739726,146
PstI.TP140451,1,4460094,0.427095152108215,0.00343512624195401,PstI.TP140451,0.202054794520548,146
PstI.TP403850,1,4535788,0.589632966033067,0.00637780143091533,PstI.TP403850,0.0171232876712328,146
NsiI.TP468762,1,4620729,0.172045478177387,0.00713965021901364,NsiI.TP468762,0.0684931506849316,146
PstI.TP307588,1,4762662,0.0909686064849736,-0.00950471840175171,PstI.TP307588,0.0616438356164384,146
PstI.TP920636,1,4777048,0.0468095394694279,-0.00957566787342513,PstI.TP920636,0.116438356164384,146
PstI.TP947391,1,4891496,0.00260243508677119,0.0196555623084653,PstI.TP947391,0.0308219178082192,146
PstI.TP683907,1,4900973,0.0884173018956059,0.0064175008569524,PstI.TP683907,0.184931506849315,146
PstI.TP402429,1,4990016,0.848999913687265,0.00125942822561095,PstI.TP402429,0.0856164383561644,146
PstI.TP1126882,1,5115206,0.242534581391512,-0.0107440829162853,PstI.TP1126882,0.0342465753424658,146
PstI.TP684655,1,5379329,0.613182435039144,0.00165325542221419,PstI.TP684655,0.366438356164384,146
NsiI.TP556033,1,5459542,0.220127834201662,-0.00463819804794359,NsiI.TP556033,0.160958904109589,146
NsiI.TP367540,1,5460609,0.202817193789612,0.0141050200972896,NsiI.TP367540,0.0171232876712328,146
PstI.TP928135,1,5502147,0.568416574251198,-0.00429765139004363,PstI.TP928135,0.0410958904109589,146
PstI.TP476949,1,5536792,0.0383584284791207,0.00502121027249194,PstI.TP476949,0.445205479452055,146
PstI.TP677745,1,5751851,0.0883776107372333,-0.00503356573033498,PstI.TP677745,0.191780821917808,146
PstI.TP739422,1,5776555,0.227027956495814,0.026511502243762,PstI.TP739422,0.0102739726027397,146
PstI.TP705967,1,5858828,0.0839333211196673,0.00853101331067448,PstI.TP705967,0.0856164383561644,146
PstI.TP1252197,1,5912854,0.645680450150582,0.002662159177523,PstI.TP1252197,0.0719178082191781,146
PstI.TP116123,1,5967108,0.15533032005608,0.00858787092477581,PstI.TP116123,0.0479452054794521,146
PstI.TP804275,1,5979740,0.99003119808621,0.000133535150341133,PstI.TP804275,0.023972602739726,146
PstI.TP523933,1,6018181,0.464559650841369,0.00226300407299392,PstI.TP523933,0.284246575342466,146
PstI.TP722242,1,6187691,0.864370919763049,0.0021386362490171,PstI.TP722242,0.023972602739726,146
NsiI.TP488601,1,6409370,0.934198834819176,0.000277066908702686,NsiI.TP488601,0.318493150684932,146
PstI.TP1015835,1,6514843,0.279807180639053,0.00462976635657636,PstI.TP1015835,0.184931506849315,146
PstI.TP547229,1,6574881,0.820110482917989,0.00163206190001788,PstI.TP547229,0.047945205479452,146
PstI.TP272307,1,6679965,0.524483539153122,0.00233173073108138,PstI.TP272307,0.26027397260274,146
PstI.TP841428,1,6731433,0.962164316345354,0.000701062517223685,PstI.TP841428,0.0136986301369863,146
PstI.TP1136661,1,6752030,0.293651330764386,-0.00973925521772574,PstI.TP1136661,0.0273972602739726,146
PstI.TP444825,1,6930877,0.196701537878658,-0.00827439984584145,PstI.TP444825,0.0479452054794521,146
NsiI.TP350497,1,6933742,0.490791225172015,-0.0092064846019016,NsiI.TP350497,0.0136986301369863,146
NsiI.TP800074,1,6979429,0.48664610216577,0.00582298727477864,NsiI.TP800074,0.0513698630136986,146
PstI.TP806450,1,7007771,0.784629971262598,0.000765287048630963,PstI.TP806450,0.452054794520548,146
PstI.TP443586,1,7215893,0.92424203544878,0.000317234215667279,PstI.TP443586,0.349315068493151,146
PstI.TP488378,1,7260223,0.0235328343235188,0.0238215388748875,PstI.TP488378,0.0171232876712329,146
NsiI.TP375218,1,7321465,0.302599323459542,-0.00492179123878767,NsiI.TP375218,0.13013698630137,146
PstI.TP712786,1,7449325,0.201516163604262,0.0068544377287526,PstI.TP712786,0.0787671232876712,146
PstI.TP1173447,1,7571007,0.720954853828845,-0.00198930811785951,PstI.TP1173447,0.0958904109589041,146
PstI.TP614866,1,7824409,0.598708300754923,-0.00449130256985843,PstI.TP614866,0.0376712328767124,146
PstI.TP973605,1,7933170,0.261471586194361,0.00575084630912779,PstI.TP973605,0.0821917808219178,146
PstI.TP972953,1,7984963,0.106135174749471,-0.00449977350416202,PstI.TP972953,0.428082191780822,146
PstI.TP36329,1,8029204,0.327007333500685,-0.00914075186144349,PstI.TP36329,0.0273972602739726,146
PstI.TP308053,1,8330660,0.0352934085248544,-0.00836318312436865,PstI.TP308053,0.0924657534246575,146
PstI.TP424566,1,8533790,0.334787422525522,-0.0039952523505848,PstI.TP424566,0.136986301369863,146
PstI.TP302093,1,8923298,0.913743658202182,0.000652282099474544,PstI.TP302093,0.0787671232876712,146
PstI.TP461927,1,9014162,0.712041598879485,0.00199075808741862,PstI.TP461927,0.113013698630137,146
PstI.TP443245,1,9039678,0.404732105277149,-0.00436854807194739,PstI.TP443245,0.0821917808219178,146
PstI.TP550784,1,9140137,0.883079939209066,0.00133311100607867,PstI.TP550784,0.0342465753424658,146
PstI.TP581769,1,9144035,0.933672336266831,0.00076475080070644,PstI.TP581769,0.0376712328767124,146
PstI.TP745827,1,9270379,0.776380559521865,0.00172269077013824,PstI.TP745827,0.0787671232876712,146
PstI.TP456141,1,9284445,0.774433295190386,-0.00187878897977203,PstI.TP456141,0.0513698630136986,146
PstI.TP974726,1,9504539,0.985769346554574,-0.000112538669348891,PstI.TP974726,0.0684931506849316,146
NsiI.TP134750,1,9511955,0.0062617690798714,0.0192541283734501,NsiI.TP134750,0.0547945205479452,146
PstI.TP701371,1,9558859,0.56054849283617,-0.00363114536018751,PstI.TP701371,0.0582191780821918,146
PstI.TP336334,1,9630139,0.411447247103132,-0.00261753628662363,PstI.TP336334,0.267123287671233,146
PstI.TP390724,1,9756005,0.981557217656193,0.00013965408735273,PstI.TP390724,0.113013698630137,146
PstI.TP258967,1,9761381,0.611467043758461,0.0084503148518371,PstI.TP258967,0.0171232876712329,146
PstI.TP1278278,1,9821711,0.0157173393439887,-0.00666005503089725,PstI.TP1278278,0.287671232876712,146
PstI.TP377612,1,9851429,0.817982024939692,-0.000923598212972217,PstI.TP377612,0.212328767123288,146
PstI.TP377610,1,9851445,0.0609933930984158,-0.00972389031748374,PstI.TP377610,0.0616438356164384,146
PstI.TP1001875,1,9929490,0.914622819632828,0.00135996756955989,PstI.TP1001875,0.0136986301369863,146
PstI.TP120265,1,9929566,0.73292011998265,-0.00177287256739081,PstI.TP120265,0.0753424657534246,146
PstI.TP145867,1,9990979,0.432261802455883,-0.0103915116977155,PstI.TP145867,0.0136986301369864,146
PstI.TP498398,1,10010021,0.5561127081913,0.0033526629943977,PstI.TP498398,0.0753424657534246,146
PstI.TP1106149,1,10181736,0.830781996809526,-0.00101729121259659,PstI.TP1106149,0.171232876712329,146
PstI.TP593918,1,10465079,0.806037088970777,-0.00178664140865095,PstI.TP593918,0.0376712328767124,146
NsiI.TP360999,1,10465743,0.0574668899679203,-0.00869453826589609,NsiI.TP360999,0.0719178082191781,146
PstI.TP323026,1,10477035,0.262836910906465,-0.0144067723370851,PstI.TP323026,0.0102739726027398,146
PstI.TP91211,1,10530796,0.210395225639218,0.00508560276185785,PstI.TP91211,0.167808219178082,146
PstI.TP488889,1,10576905,0.678301890928436,0.00228169338795052,PstI.TP488889,0.0856164383561644,146
PstI.TP948493,1,10639570,0.140070638361407,0.00968300927784544,PstI.TP948493,0.0547945205479452,146
PstI.TP980214,1,10687788,0.580526254722676,0.00170835042531387,PstI.TP980214,0.407534246575342,146
PstI.TP667320,1,10965394,0.508885585703784,-0.00692125214074602,PstI.TP667320,0.023972602739726,146
PstI.TP869093,1,11187262,0.453305625861553,0.00276038774701261,PstI.TP869093,0.191780821917808,146
PstI.TP835148,1,11456164,0.834971983566674,0.00123131260235529,PstI.TP835148,0.089041095890411,146
PstI.TP319571,1,11815150,0.604224978325445,-0.00174785788397672,PstI.TP319571,0.270547945205479,146
PstI.TP1288084,1,11935767,0.8177968234814,-0.00105080521424633,PstI.TP1288084,0.14041095890411,146
PstI.TP939213,1,11990855,0.0059152427922717,-0.0217549162500048,PstI.TP939213,0.0308219178082192,146
PstI.TP301133,1,12137712,0.738126400723235,0.0040676735868198,PstI.TP301133,0.0136986301369863,146
PstI.TP181460,1,12172878,0.773295900897471,0.00133816349750915,PstI.TP181460,0.154109589041096,146
PstI.TP308387,1,12249163,0.775157683360479,0.000964624282205913,PstI.TP308387,0.332191780821918,146
PstI.TP419952,1,13194145,0.00944175724853953,-0.0158687607667148,PstI.TP419952,0.0376712328767124,146
PstI.TP770895,1,13263569,0.00572161101933971,0.0116614942693875,PstI.TP770895,0.147260273972603,146
PstI.TP726878,1,13263594,0.725799538672073,-0.00178357465988998,PstI.TP726878,0.147260273972603,146
PstI.TP775845,1,13537099,0.97881439173915,-0.000282824500992481,PstI.TP775845,0.023972602739726,146
NsiI.TP819777,1,14025316,0.594177742672063,-0.00179269026609077,NsiI.TP819777,0.191780821917808,146
PstI.TP473065,1,14979768,0.918198181371907,-0.000321607192017472,PstI.TP473065,0.304794520547945,146
PstI.TP994295,1,15000089,0.506362887631531,0.00277748961392518,PstI.TP994295,0.267123287671233,146
NsiI.TP258606,1,15160092,0.541147501962917,-0.00236906462757368,NsiI.TP258606,0.150684931506849,146
PstI.TP745600,1,15174350,0.326380622067722,0.011104175194135,PstI.TP745600,0.0136986301369864,146
PstI.TP37494,1,15597809,0.533044415652657,-0.00838873901315455,PstI.TP37494,0.023972602739726,146
PstI.TP364469,1,15807512,0.268392916840087,-0.00475128185191296,PstI.TP364469,0.089041095890411,146
PstI.TP548596,1,16432580,0.518253279116255,0.00754480634396835,PstI.TP548596,0.0205479452054795,146
