SNP,Chromosome,Position,P.value,maf,effect
PstI.TP841428,1, 6731433,0.000917931696432742,NA,0.222454346325833
PstI.TP488378,1, 7260223,0.00625593068212757,NA,0.298208553017115
PstI.TP424566,1, 8533790,0.000795259334419254,NA,0.0633145896524294
PstI.TP974726,1, 9504539,0.00409908182960005,NA,0.074692471824451
PstI.TP120265,1, 9929566,0.000140876845973985,NA,0.0817848231108312
PstI.TP37494,1,15597809,0.000184630924118503,NA,0.219568981134883
PstI.TP510832,1,18167351,0.00691357371651093,NA,-0.0787123340294024
PstI.TP298371,1,19099334,0.00246613046773017,NA,0.0620928144429276
PstI.TP579186,1,19637965,0.00058935457857966,NA,0.141009472642593
PstI.TP176880,1,28241729,3.52450157158577e-05,NA,-0.183147720789815
PstI.TP807213,1,57183105,7.51391712039552e-05,NA,0.0277331755514845
PstI.TP1040444,1,61649660,0.00180420950575946,NA,0.115512734846932
PstI.TP483846,1,61901448,3.24522438453087e-09,NA,-0.326533087449799
PstI.TP209249,1,67863639,0.00103069694761714,NA,0.0793592297803254
NsiI.TP361622,1,69534233,0.00260829511545519,NA,-0.119333855345863
PstI.TP921276,1,70382591,0.000205220913860728,NA,0.116126288832759
PstI.TP494387,1,70689700,0.00381025698120338,NA,-0.128101343620527
PstI.TP1212724,1,72123046,3.0100204632119e-05,NA,-0.346528184930794
PstI.TP848433,1,72949385,0.00331310887765526,NA,0.158332309393305
PstI.TP1032632,1,74402757,0.00396881838474383,NA,0.184740503961758
PstI.TP217199,1,78396312,0.00335299929401157,NA,0.0932345774577135
PstI.TP1221179,1,78509132,0.000310523763646074,NA,-0.0787821196864416
PstI.TP593279,1,78992355,0.00156836200525425,NA,-0.149306919586197
PstI.TP851463,1,80479917,7.62136862037726e-05,NA,-0.214728728551227
PstI.TP460897,2, 2074034,0.00171896694743707,NA,-0.214693506994346
PstI.TP739775,2, 3917222,8.65309175636669e-07,NA,0.446201112445202
PstI.TP725918,2, 8160952,0.00404950403283223,NA,0.190845011869881
PstI.TP139749,2,13559614,0.000561014960883557,NA,-0.0495196947412484
PstI.TP802029,2,14358830,0.00611144853651289,NA,-0.102469489416132
PstI.TP1277536,2,23996480,0.00876656878887663,NA,-0.0720553135255339
PstI.TP941898,2,39949345,4.95695583958027e-33,NA,0.650653674790194
PstI.TP883579,2,47758114,0.000654341967964094,NA,-0.214062382924865
PstI.TP1179516,2,57731330,0.00113952758526606,NA,0.172518411766782
PstI.TP930435,2,59600248,0.00271290366495976,NA,-0.186065657449739
PstI.TP873911,2,65476325,0.000654736402985419,NA,0.0839389626775484
NsiI.TP583360,2,66047191,1.30617783129686e-62,NA,1.5746515353247
PstI.TP1062801,2,66168895,0.0045630529503344,NA,-0.312278371701655
PstI.TP541274,2,66633323,3.0100204602374e-05,NA,0.346528184961894
PstI.TP521787,2,70479993,0.00607960759295005,NA,-0.0663626473549149
PstI.TP927956,3,  304752,0.00456305295132746,NA,0.312278371688179
PstI.TP269152,3,  390266,0.00834936971830967,NA,0.0999724985139657
PstI.TP1030217,3, 1141809,0.00171046290764898,NA,0.0512423266915702
PstI.TP1184603,3, 2835614,0.000929205467256618,NA,0.0633115682428709
PstI.TP747067,3, 4707934,0.00445999446698636,NA,-0.176847618764135
PstI.TP1206934,3, 6141050,0.00198717742481797,NA,-0.065992695224471
PstI.TP1153192,3, 6746550,1.5728523402874e-08,NA,-0.315826359849189
