"","Name","Chromosome","Position","TFN.","FNMain","FNsmall","HD_1","FD_1","HD_50.","FD_50.","HW_1","FW_1","HW_50","FW_50","GHW_1","GFW_1","GHW_50","GFW_50","HM_1","FM_1","HM_50","FM_50","fprind","fprinW","fprinGW","fprinM"
"2796","PstI.TP506588",1,80675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3781","PstI.TP863331",1,161269,0.316468677692854,0.254855000750317,0.2369268326046,0.785007376044558,0.707130494291658,0.690036487307996,0.682025274490589,0.781374346095545,0.679986774612878,0.683610528808534,0.675985727530305,0.704890130587865,0.641627980125648,0.706849320901571,0.627159170622905,0.641822516702696,0.678279291055024,0.68239817969014,0.831473468226516,0.69102271671611,0.68080814812741,0.680971699310128,0.665339505238031
"732","NsiI.TP611047",1,185165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2152","PstI.TP271714",1,262844,0.895231420352943,0.889178344187521,1.16056046777211,0.236896629193098,0.22732747239112,0.229350476288742,0.261238145948373,0.230769108205534,0.216376408874861,0.20141106073413,0.268842409609635,0.162134018455256,0.222679147972126,0.229321626412885,0.26705949202453,0.116081229157074,0.272523483927929,0.168392293890264,0.251442681569341,0.247794645189766,0.245159347162868,0.235246827518358,0.152666814021099
"2601","PstI.TP424788",1,263370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3991","PstI.TP931820",1,284314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","NsiI.TP148773",1,285352,0.546087087220311,0.33713518683068,0.106008541324051,0.829515479576764,0.822926358936092,0.77846711026708,0.790254544881902,0.831780988864336,0.730460653687532,0.696371476142917,0.778484293483417,0.868723783178367,0.749540906666346,0.771402329940616,0.700216517431829,0.782402008371414,0.876054557796856,0.71896690973609,0.97778627137696,0.790298743372326,0.752206993560168,0.760936002207905,0.808301245551473
"703","NsiI.TP579900",1,335878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2603","PstI.TP425356",1,569039,0.0016888340734402,0.321358419673494,0.11302589355087,0.642574327037104,0.609144177968576,0.67824815099564,0.704528118284075,0.636244459385958,0.608172126315091,0.658262199117621,0.73499385008481,0.685655715450168,0.612166863201248,0.701398579333709,0.775621676828186,0.67485388354976,0.463880712238477,0.599311870388175,0.885952443859268,0.689859366195238,0.707282033664229,0.719879429000353,0.64442781343676
"4184","PstI.TP999740",1,569491,0.251349659260979,0.340190109448852,0.488163341725852,0.645192460291962,0.657468648601942,0.575880709975065,0.517599106383716,0.66497322571776,0.618162849472167,0.606092621527085,0.508830790193952,0.722447013892098,0.630466242922818,0.566441696456173,0.519496759281118,0.630078943133311,0.697470840693325,0.491336557872633,0.490435534314415,0.549929678921725,0.544415913482351,0.572994164428099,0.628419787637141
"940","NsiI.TP802651",1,754114,0.129814932431904,0.145511940733078,0.296423743743149,0.225739953935111,0.262539394499472,0.269792565359365,0.286516633101024,0.225904239269955,0.254135694189102,0.318445602725226,0.274122910854546,0.2219556108958,0.207149743555291,0.307726939758126,0.200631826281833,0.16850213169181,0.384612979625232,0.500028073424095,0.394228791226148,0.277212928223907,0.287612138697428,0.259959826113771,0.23836570039168
"707","NsiI.TP585976",1,829048,0.431322285900061,0.67448858776177,0.0598291575411343,0.157862601069296,0.125228364708688,0.176392493831475,0.160782148073816,0.11563287692919,0.140300240461563,0.162403038457683,0.148031316100551,0.108324537337309,0.248022978960161,0.136291879538794,0.0821757462315438,0.194718762510138,0.161968885699806,0.0758036331183516,0.030876120762924,0.164849607022982,0.152615863037565,0.126787920763392,0.174240156280297
"1396","PstI.TP1152021",1,865447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3328","PstI.TP716618",1,918921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1640","PstI.TP1246584",1,1015480,0.971986509194066,0.73145500485018,0.963000369849549,0.026817910999941,0.033175160934855,0.00452558304832595,0.0152611791806796,0.0341448863394716,0.0474930506259203,0.0199106798989594,0.0247797721979651,0.0209257418570148,0.0186586350315558,0.00413891646773351,0.0760949844097996,0.0805616705510971,0.0222530869990858,0.0402528432550036,0.0921382910339965,0.0126881167316767,0.0106235844365231,0.0225768017014401,0.0674131018027178
"2410","PstI.TP354591",1,1050082,0.690599699621723,0.447167506077052,0.457873679089182,0.0358412192383246,0.0570857177826184,0.0178847026472174,0.0358605779159435,0.0551712574893204,0.068549378260525,0.0424944037458228,0.061090663098479,0.072121802472121,0.0688158688229687,0.00106741137540665,0.0865182372034176,0.0105816662636582,0.0433077495165016,0.125868827765394,0.112071705090693,0.0304898114918809,0.0552290101329034,0.0366612099102528,0.0148515855679515
"3763","PstI.TP856852",1,1153760,0.992961269576512,0.46730109914091,0.218024339714932,1.01203664327138,1.08522102442721,0.809445693965186,0.862134190991242,0.98462441183665,1.06733493947036,0.800696870636328,0.850907016494289,0.973481133186464,1.03899744777437,0.785390114829271,0.869990099865098,0.920540481376361,0.928214668531632,0.744298502529686,0.778775941768682,0.86049655250674,0.841533495840687,0.851185502457802,0.908918827057047
"1017","PstI.TP1010387",1,1174408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3498","PstI.TP775725",1,1175417,0.101101579327074,0.675199713092936,0.0942439233172978,0.29520380095381,0.3194841711256,0.173605486869358,0.205184221503528,0.285911375851857,0.361630457879989,0.173545320060836,0.237467909712989,0.256652171161438,0.329600307361233,0.167178456749946,0.267134053478605,0.340203896011964,0.504596044605525,0.16484743373805,0.209553286564657,0.202191829186272,0.218943503130642,0.21642948834174,0.34434532049233
"843","NsiI.TP72077",1,1422420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1780","PstI.TP13650",1,1521127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2324","PstI.TP329515",1,1537490,0.221962304943974,0.0742891672100604,0.176244091613177,0.835850872216286,0.838571085835216,0.782893723096262,0.742216430487195,0.836769095235575,0.871567860044931,0.799015218775457,0.773049943588472,0.815332257926544,0.821520003371324,0.669370895008316,0.743462732177479,0.955761174181369,0.941113073563257,0.998820822616759,0.569387753001412,0.765624177760607,0.785240865519548,0.719366630587786,0.946091146576282
"1086","PstI.TP1031399",1,1661159,0.0471869033097464,0.052679424770622,0.593127359640001,1.74434844339721,1.72901821609698,1.50487152636797,1.48069838692666,1.78627557304869,1.70309093825343,1.47597835985862,1.44412708384729,1.90506597103838,1.57738114040887,1.5100334827267,1.47754171500901,1.71977334527989,1.24103524710803,1.44423938051488,1.34937316390952,1.51334319593247,1.46597286706255,1.54822082507228,1.60668876825559
"933","NsiI.TP796534",1,1682668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3983","PstI.TP929619",1,1952038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2582","PstI.TP417865",1,2030761,0.346800431088242,0.43280567985113,0.39590705595162,0.245917477995676,0.207559602383498,0.288033040205336,0.23352234238552,0.264611018349319,0.21116570622072,0.307285822010008,0.226839582011573,0.239953195408342,0.259576611620267,0.274109861499513,0.146494405794767,0.293768095240454,0.23466190260001,0.41101859790482,0.170090913966061,0.251870460785282,0.252543806741924,0.231032382410453,0.288650671993495
"793","NsiI.TP666080",1,2031570,0.96415388491941,1.98974735075429,1.20023070221417,0.893361473637952,0.844750381592934,0.860108456402913,0.829536669134425,0.934828043745245,0.887162331386453,0.906702809621499,0.820293007472922,1.03548135972769,0.918562775554963,0.956210925110945,0.795638893687421,1.26598841677036,0.993500661199464,1.09149736130448,0.938916990059353,0.844648814072048,0.851857812038847,0.916327087404368,1.19768555292375
"3852","PstI.TP885267",1,2084430,0.232073927840684,0.0692860510691011,0.285024952694012,0.227806536980889,0.240438133882609,0.256334015354417,0.21388236139532,0.218905703198629,0.240122040555836,0.229858616453574,0.21032862009971,0.226448425096413,0.324530249294113,0.263246428798232,0.180500829996843,0.24218126012117,0.1540639198118,0.182562651562881,0.321081286324139,0.230794486111468,0.217647716737384,0.240565309729826,0.225217083055975
