"","ID","Method","Trait.name","SNP","Chromosome","Position","P.value"
"1",1,"GLM","Lg","PstI.TP268120",1,58685595,0.00000636289592608785
"2",2,"GLM","Lg","PstI.TP1045708",1,69041513,0.00000758618270261465
"3",3,"GLM","Lg","NsiI.TP790039",10,43096238,0.0000000888291496520145
"4",4,"GLM","Lg","PstI.TP485067",10,46676286,0.00000829630215375119
"5",5,"GLM","Lg","PstI.TP49353",10,55083551,0.00000871138383456419
"6",6,"GLM","Lg","NsiI.TP521066",10,56914882,0.00000376683389106325
"7",7,"GLM","Lg","PstI.TP81008",11,677,0.00000000733721606701685
"8",8,"GLM","Lg","PstI.TP100020",11,817,0.000000807410264795543
"9",9,"GLM","Lg","PstI.TP118720",11,980,0.000000372306255983873
"10",10,"GLM","Lg","PstI.TP139915",11,1160,0.00000726070039795044
"11",11,"GLM","Lg","PstI.TP186444",11,1527,0.0000000000590342837826542
"12",12,"GLM","Lg","PstI.TP198603",11,1615,0.00000361908263208709
"13",13,"GLM","Lg","PstI.TP280351",11,2258,0.00000290876667630268
"14",14,"GLM","Lg","PstI.TP381085",11,2985,0.00000525599211900074
"15",15,"GLM","Lg","PstI.TP488963",11,3705,0.0000000087227339031403
"16",16,"GLM","Lg","PstI.TP522119",11,3902,0.000000000000434334086345624
"17",17,"GLM","Lg","PstI.TP709060",11,4917,0.0000000554095288778079
"18",18,"GLM","Lg","PstI.TP849262",11,5889,0.00000192445134238595
"19",19,"GLM","Lg","PstI.TP937446",11,6559,0.00000270279114494317
"20",20,"GLM","Lg","PstI.TP967303",11,6716,0.00000483618497617244
"21",21,"GLM","Lg","PstI.TP996826",11,6920,0.0000077853878872017
"22",22,"GLM","Lg","PstI.TP1027760",11,7147,0.000000674501383755774
"23",23,"GLM","Lg","PstI.TP1033004",11,7177,0.00000705892617438768
"24",24,"GLM","Lg","PstI.TP1176715",11,8291,0.00000165643632848804
"25",25,"GLM","Lg","PstI.TP1180478",11,8320,0.00000122936819107012
"26",26,"GLM","Lg","NsiI.TP56527",11,9790,0.00000000112231606891587
"27",27,"GLM","Lg","NsiI.TP59114",11,9826,0.000000208425736731578
"28",28,"GLM","Lg","NsiI.TP124257",11,10493,0.0000000328610583250812
"29",29,"GLM","Lg","NsiI.TP147878",11,10746,0.00000742586359835279
"30",30,"GLM","Lg","NsiI.TP397080",11,13499,0.00000000658701110077376
"31",31,"GLM","Lg","NsiI.TP401109",11,13532,0.000000223317844007198
"32",32,"GLM","Lg","NsiI.TP424973",11,13922,0.00000881379479254971
"33",33,"GLM","Lg","NsiI.TP436166",11,14170,0.00000854868128867727
"34",34,"GLM","Lg","NsiI.TP443949",11,14366,0.00000217045565923239
"35",35,"GLM","Lg","NsiI.TP450780",11,14472,0.000000207056446877624
"36",36,"GLM","Lg","NsiI.TP589453",11,16452,0.00000513675991407685
"37",37,"GLM","Lg","NsiI.TP630333",11,16949,0.0000000396705568945703
"38",38,"GLM","Lg","NsiI.TP671017",11,17378,0.00000246489484119627
"39",39,"GLM","Lg","NsiI.TP675711",11,17444,0.00000151661880736443
"40",40,"GLM","Lg","NsiI.TP708836",11,17857,0.000000000573278257630544
"41",41,"GLM","Lg","NsiI.TP710713",11,17884,0.0000006511061174267
"42",42,"GLM","Lg","NsiI.TP771870",11,18640,0.00000571002971363992
"43",43,"GLM","Lg","NsiI.TP829149",11,19303,0.00000784305053429846
"44",44,"GLM","Lg","PstI.TP571203",2,749077,0.00000147550448699499
"45",45,"GLM","Lg","NsiI.TP750600",2,56869336,0.00000349401825622133
"46",46,"GLM","Lg","PstI.TP1129605",2,60533982,0.00000574050086140303
"47",47,"GLM","Lg","PstI.TP200848",2,69223364,0.0000000428344428772067
"48",48,"GLM","Lg","NsiI.TP297190",2,69347483,0.0000000921878596479093
"49",49,"GLM","Lg","PstI.TP103361",2,74859736,0.000000871093941239414
"50",50,"GLM","Lg","GFSSContig14716_1047",2,75444144,0.0000000993258983661376
"51",51,"GLM","Lg","PstI.TP1264005",3,2578488,0.00000101195806021948
"52",52,"GLM","Lg","PstI.TP790301",3,55460621,0.00000993109364167994
"53",53,"GLM","Lg","NsiI.TP453333",3,58281964,0.00000303883635791033
"54",54,"GLM","Lg","PstI.TP5232",3,72451142,0.00000338064295465855
"55",55,"GLM","Lg","NsiI.TP465470",4,5007205,0.00000690608597432854
"56",56,"GLM","Lg","PstI.TP105120",4,11122087,0.000000210314637425378
"57",57,"GLM","Lg","NsiI.TP379289",4,56401529,0.00000455508291217047
"58",58,"GLM","Lg","PstI.TP969702",4,58874917,0.000000199975931579472
"59",59,"GLM","Lg","PstI.TP140632",4,62818821,0.0000090247161732051
"60",60,"GLM","Lg","PstI.TP1091010",4,63784704,0.000000195928501974699
"61",61,"GLM","Lg","PstI.TP450151",4,64705272,0.00000522092698632368
"62",62,"GLM","Lg","PstI.TP209776",4,68630234,0.0000057008153212263
"63",63,"GLM","Lg","NsiI.TP339003",5,3276964,0.000000442787554873143
"64",64,"GLM","Lg","PstI.TP842047",6,369900,0.00000272293590212728
"65",65,"GLM","Lg","NsiI.TP95031",6,54950661,0.000000122540181969902
"66",66,"GLM","Lg","NsiI.TP352047",7,5611318,0.0000012395609992721
"67",67,"GLM","Lg","NsiI.TP193811",7,59357559,0.00000106056655155951
"68",68,"GLM","Lg","PstI.TP175766",7,62320486,0.000000102771797955685
"69",69,"GLM","Lg","NsiI.TP621902",7,62903684,0.00000671641664197374
"70",70,"GLM","Lg","PstI.TP767870",7,63639615,0.00000000500872732061314
"71",71,"GLM","Lg","NsiI.TP411968",7,64913125,0.000000676060328515409
"72",72,"GLM","Lg","NsiI.TP420187",8,45512433,0.00000228837431541062
"73",73,"GLM","Lg","NsiI.TP423749",8,52745949,0.00000410874002690947
"74",74,"GLM","Lg","NsiI.TP423888",9,7279333,0.000000186814812995648
"75",75,"MLM","Lg","PstI.TP81008",11,677,0.0000000677914868490522
"76",76,"MLM","Lg","PstI.TP186444",11,1527,0.00000000798965221399826
"77",77,"MLM","Lg","PstI.TP413792",11,3203,0.0000016736514191673
"78",78,"MLM","Lg","PstI.TP488963",11,3705,0.00000115830792362576
"79",79,"MLM","Lg","PstI.TP522119",11,3902,0.000000000015752868867176
"80",80,"MLM","Lg","PstI.TP877080",11,6119,0.0000021581274076903
"81",81,"MLM","Lg","NsiI.TP56527",11,9790,0.0000000561017543818628
"82",82,"MLM","Lg","NsiI.TP59114",11,9826,0.000000918458793525207
"83",83,"MLM","Lg","NsiI.TP397080",11,13499,0.000000110897403398595
"84",84,"MLM","Lg","NsiI.TP630333",11,16949,0.00000175446351665437
"85",85,"MLM","Lg","NsiI.TP708836",11,17857,0.00000003870151763765
"86",86,"MLM","Lg","NsiI.TP771175",11,18628,0.00000157509149272526
"87",87,"MLM","Lg","PstI.TP200848",2,69223364,0.00000219408463565231
"88",88,"MLM","Lg","GFSSContig14716_1047",2,75444144,0.00000174416273238642
"89",89,"MLM","Lg","PstI.TP105120",4,11122087,0.00000227977162612422
"90",90,"MLM","Lg","PstI.TP969702",4,58874917,0.00000204353068297565
"91",91,"MLM","Lg","NsiI.TP95031",6,54950661,0.0000023298432354113
"92",92,"MLM","Lg","PstI.TP175766",7,62320486,0.0000023213668530682
"93",93,"MLM","Lg","PstI.TP767870",7,63639615,0.000000299562353333718
"94",94,"MLM","Lg","NsiI.TP423888",9,7279333,0.00000121854055417224
"95",95,"CMLM","Lg","PstI.TP81008",11,677,0.0000000677914868490522
"96",96,"CMLM","Lg","PstI.TP186444",11,1527,0.00000000798965221399826
"97",97,"CMLM","Lg","PstI.TP413792",11,3203,0.0000016736514191673
"98",98,"CMLM","Lg","PstI.TP488963",11,3705,0.00000115830792362576
"99",99,"CMLM","Lg","PstI.TP522119",11,3902,0.000000000015752868867176
"100",100,"CMLM","Lg","PstI.TP877080",11,6119,0.0000021581274076903
"101",101,"CMLM","Lg","NsiI.TP56527",11,9790,0.0000000561017543818628
"102",102,"CMLM","Lg","NsiI.TP59114",11,9826,0.000000918458793525207
"103",103,"CMLM","Lg","NsiI.TP397080",11,13499,0.000000110897403398595
"104",104,"CMLM","Lg","NsiI.TP630333",11,16949,0.00000175446351665437
"105",105,"CMLM","Lg","NsiI.TP708836",11,17857,0.00000003870151763765
"106",106,"CMLM","Lg","NsiI.TP771175",11,18628,0.00000157509149272526
"107",107,"CMLM","Lg","PstI.TP200848",2,69223364,0.00000219408463565231
"108",108,"CMLM","Lg","GFSSContig14716_1047",2,75444144,0.00000174416273238642
"109",109,"CMLM","Lg","PstI.TP105120",4,11122087,0.00000227977162612422
"110",110,"CMLM","Lg","PstI.TP969702",4,58874917,0.00000204353068297565
"111",111,"CMLM","Lg","NsiI.TP95031",6,54950661,0.0000023298432354113
"112",112,"CMLM","Lg","PstI.TP175766",7,62320486,0.0000023213668530682
"113",113,"CMLM","Lg","PstI.TP767870",7,63639615,0.000000299562353333718
"114",114,"CMLM","Lg","NsiI.TP423888",9,7279333,0.00000121854055417224
"115",115,"SUPER","Lg","PstI.TP706227",1,6336683,0.0000000000250653862247152
"116",116,"SUPER","Lg","NsiI.TP717159",1,21610202,0.00000000105771271177655
"117",117,"SUPER","Lg","NsiI.TP641784",1,75379851,0.000000000779556910920936
"118",118,"SUPER","Lg","NsiI.TP560502",1,75823863,0.000000000288061641246251
"119",119,"SUPER","Lg","NsiI.TP193091",1,77956626,0.000000000977289122765226
"120",120,"SUPER","Lg","PstI.TP852620",10,6797132,0.0000000000104386854959821
"121",121,"SUPER","Lg","NsiI.TP521066",10,56914882,0.00000000000000791513633369904
"122",122,"SUPER","Lg","PstI.TP86865",11,732,0.00000000000052045855795932
"123",123,"SUPER","Lg","PstI.TP99018",11,812,0.0000000000000184573408834484
"124",124,"SUPER","Lg","PstI.TP118720",11,980,0.0000000000000566005081894016
"125",125,"SUPER","Lg","PstI.TP186444",11,1527,0.00000000000000000000162880883586671
"126",126,"SUPER","Lg","PstI.TP189102",11,1542,0.000000000692138741965934
"127",127,"SUPER","Lg","PstI.TP198603",11,1615,0.00000000000387520627010273
"128",128,"SUPER","Lg","PstI.TP273013",11,2218,0.00000000048565701671444
"129",129,"SUPER","Lg","PstI.TP381085",11,2985,0.00000000000000026545985774812
"130",130,"SUPER","Lg","PstI.TP522119",11,3902,0.00000000000000000000000127243173528444
"131",131,"SUPER","Lg","PstI.TP624372",11,4381,0.000000000000139306970238913
"132",132,"SUPER","Lg","PstI.TP735528",11,5072,0.000000000000284569011732213
"133",133,"SUPER","Lg","PstI.TP791664",11,5479,0.0000000000000454228479085601
"134",134,"SUPER","Lg","PstI.TP834553",11,5778,0.00000000000145349527499967
"135",135,"SUPER","Lg","PstI.TP927154",11,6490,0.00000000000048230238372316
"136",136,"SUPER","Lg","PstI.TP967303",11,6716,0.000000000668011052937058
"137",137,"SUPER","Lg","PstI.TP996826",11,6920,0.00000000000000126955035442887
"138",138,"SUPER","Lg","PstI.TP1107629",11,7755,0.000000000809818074413707
"139",139,"SUPER","Lg","PstI.TP1176715",11,8291,0.0000000000000000840033908732509
"140",140,"SUPER","Lg","PstI.TP1180478",11,8320,0.000000000000000000170060517285019
"141",141,"SUPER","Lg","NsiI.TP56527",11,9790,0.00000000000000000347036602094179
"142",142,"SUPER","Lg","NsiI.TP59114",11,9826,0.0000000000000000000249721661453044
"143",143,"SUPER","Lg","NsiI.TP72613",11,9972,0.000000000128428586411987
"144",144,"SUPER","Lg","NsiI.TP147878",11,10746,0.00000000000000163873146179198
"145",145,"SUPER","Lg","NsiI.TP234877",11,11766,0.000000000000290686681504478
"146",146,"SUPER","Lg","NsiI.TP397080",11,13499,0.0000000000000000672657975710746
"147",147,"SUPER","Lg","NsiI.TP401109",11,13532,0.0000000000173278810108249
"148",148,"SUPER","Lg","NsiI.TP433871",11,14125,0.000000000000395013553857493
