"","ID","Method","Trait.name","SNP","Chromosome","Position","P.value"
"1",1,"GLM","Lg","NsiI.TP790039",10,43096238,0.0000000888291496520145
"2",2,"GLM","Lg","NsiI.TP521066",10,56914882,0.00000376683389106325
"3",3,"GLM","Lg","PstI.TP81008",11,677,0.00000000733721606701685
"4",4,"GLM","Lg","PstI.TP100020",11,817,0.000000807410264795543
"5",5,"GLM","Lg","PstI.TP118720",11,980,0.000000372306255983873
"6",6,"GLM","Lg","PstI.TP186444",11,1527,0.0000000000590342837826542
"7",7,"GLM","Lg","PstI.TP198603",11,1615,0.00000361908263208709
"8",8,"GLM","Lg","PstI.TP280351",11,2258,0.00000290876667630268
"9",9,"GLM","Lg","PstI.TP488963",11,3705,0.0000000087227339031403
"10",10,"GLM","Lg","PstI.TP522119",11,3902,0.000000000000434334086345624
"11",11,"GLM","Lg","PstI.TP709060",11,4917,0.0000000554095288778079
"12",12,"GLM","Lg","PstI.TP849262",11,5889,0.00000192445134238595
"13",13,"GLM","Lg","PstI.TP937446",11,6559,0.00000270279114494317
"14",14,"GLM","Lg","PstI.TP967303",11,6716,0.00000483618497617244
"15",15,"GLM","Lg","PstI.TP1027760",11,7147,0.000000674501383755774
"16",16,"GLM","Lg","PstI.TP1176715",11,8291,0.00000165643632848804
"17",17,"GLM","Lg","PstI.TP1180478",11,8320,0.00000122936819107012
"18",18,"GLM","Lg","NsiI.TP56527",11,9790,0.00000000112231606891587
"19",19,"GLM","Lg","NsiI.TP59114",11,9826,0.000000208425736731578
"20",20,"GLM","Lg","NsiI.TP124257",11,10493,0.0000000328610583250812
"21",21,"GLM","Lg","NsiI.TP397080",11,13499,0.00000000658701110077376
"22",22,"GLM","Lg","NsiI.TP401109",11,13532,0.000000223317844007198
"23",23,"GLM","Lg","NsiI.TP443949",11,14366,0.00000217045565923239
"24",24,"GLM","Lg","NsiI.TP450780",11,14472,0.000000207056446877624
"25",25,"GLM","Lg","NsiI.TP630333",11,16949,0.0000000396705568945703
"26",26,"GLM","Lg","NsiI.TP671017",11,17378,0.00000246489484119627
"27",27,"GLM","Lg","NsiI.TP675711",11,17444,0.00000151661880736443
"28",28,"GLM","Lg","NsiI.TP708836",11,17857,0.000000000573278257630544
"29",29,"GLM","Lg","NsiI.TP710713",11,17884,0.0000006511061174267
"30",30,"GLM","Lg","PstI.TP571203",2,749077,0.00000147550448699499
"31",31,"GLM","Lg","NsiI.TP750600",2,56869336,0.00000349401825622133
"32",32,"GLM","Lg","PstI.TP200848",2,69223364,0.0000000428344428772067
"33",33,"GLM","Lg","NsiI.TP297190",2,69347483,0.0000000921878596479093
"34",34,"GLM","Lg","PstI.TP103361",2,74859736,0.000000871093941239414
"35",35,"GLM","Lg","GFSSContig14716_1047",2,75444144,0.0000000993258983661376
"36",36,"GLM","Lg","PstI.TP1264005",3,2578488,0.00000101195806021948
"37",37,"GLM","Lg","NsiI.TP453333",3,58281964,0.00000303883635791033
"38",38,"GLM","Lg","PstI.TP5232",3,72451142,0.00000338064295465855
"39",39,"GLM","Lg","PstI.TP105120",4,11122087,0.000000210314637425378
"40",40,"GLM","Lg","NsiI.TP379289",4,56401529,0.00000455508291217047
"41",41,"GLM","Lg","PstI.TP969702",4,58874917,0.000000199975931579472
