SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
PstI.TP506588,1,   80675,0.0955350460625167,0.0133928571428571,112,0.226770102274347,0.246462302018657,0.966970166849404,0.0842414940626323
PstI.TP863331,1,  161269,0.250189798655549,0.0714285714285714,112,0.226770102274347,0.236078906062348,0.966970166849404,-0.0198688189857339
PstI.TP424788,1,  263370,0.211567537550544,0.0223214285714286,112,0.226770102274347,0.237769432373174,0.966970166849404,-0.0382173097979686
PstI.TP931820,1,  284314,0.248463121122456,0.03125,112,0.226770102274347,0.236147477031953,0.966970166849404,0.0343994808437763
NsiI.TP148773,1,  285352,0.259594576139236,0.133928571428571,112,0.226770102274347,0.23571546522015,0.966970166849404,-0.0175981521438671
PstI.TP1106845,1,  416796,0.600505273987991,0.0133928571428571,112,0.226770102274347,0.228691535570457,0.982194932883127,0.0183502015589199
PstI.TP999740,1,  569491,0.100412430802752,0.09375,112,0.226770102274347,0.245891453040337,0.966970166849404,0.0293973283071318
PstI.TP1152021,1,  865447,0.48159319656113,0.03125,112,0.226770102274347,0.23024361503396,0.966970166849404,0.0189262424091827
PstI.TP716618,1,  918921,0.900951122575853,0.0267857142857143,112,0.226770102274347,0.226878507325347,0.995981531897269,0.0036203231607967
PstI.TP1246584,1, 1015480,0.792325266160672,0.424107142857143,112,0.226770102274347,0.227255361172887,0.993734426463494,-0.00298941988919767
PstI.TP354591,1, 1050082,0.57348909353737,0.321428571428571,112,0.226770102274347,0.228990760507974,0.981644468714707,-0.00724421672664141
PstI.TP856852,1, 1153760,0.0701479847524344,0.178571428571429,112,0.226770102274347,0.250066525954745,0.966970166849404,-0.0352394042627745
PstI.TP775725,1, 1175417,0.35272286520791,0.0580357142857143,112,0.226770102274347,0.232837513943449,0.966970166849404,0.0178870270953176
NsiI.TP72077,1, 1422420,0.342531027490082,0.03125,112,0.226770102274347,0.233100628376786,0.966970166849404,0.0238575748594151
PstI.TP929619,1, 1952038,0.55588327720316,0.0267857142857143,112,0.226770102274347,0.229201351392493,0.978018304109783,-0.015024905541605
PstI.TP417865,1, 2030761,0.589274659070765,0.366071428571429,112,0.226770102274347,0.228812516636063,0.981644468714707,0.00927256788165347
PstI.TP885267,1, 2084430,0.549269077884556,0.0758928571428571,112,0.226770102274347,0.229283811198037,0.977314458082517,0.0148564933465957
PstI.TP56795,1, 2315051,0.621237841146602,0.0133928571428571,112,0.226770102274347,0.22848038366643,0.989470828183582,-0.0205120900968
PstI.TP966432,1, 2596832,0.913547928621509,0.0357142857142857,112,0.226770102274347,0.226852584169495,0.995981531897269,-0.00283186242149983
PstI.TP441536,1, 2816855,0.232027590972991,0.379464285714286,112,0.226770102274347,0.236831065896427,0.966970166849404,0.0121747593559258
PstI.TP1085601,1, 2820903,0.536202559689591,0.0535714285714286,112,0.226770102274347,0.229452292989205,0.973161507634255,0.0133556161253156
PstI.TP525202,1, 2884119,0.849294175070448,0.0714285714285714,112,0.226770102274347,0.227022814175369,0.995981531897269,-0.00368759993429054
PstI.TP1268585,1, 2988383,0.0400626471296133,0.379464285714286,112,0.226770102274347,0.25684196289758,0.966970166849404,-0.0365834303037094
PstI.TP59735,1, 3027630,0.772194012754233,0.0089285714285714,112,0.226770102274347,0.227356836765536,0.993734426463494,-0.0153983493877668
PstI.TP849876,1, 3050119,0.976244901809272,0.0982142857142857,112,0.226770102274347,0.226776307010847,1,-0.00053672722836729
PstI.TP209693,1, 3305106,0.526580230170737,0.0401785714285714,112,0.226770102274347,0.229581253817882,0.966970166849404,0.0155088773042972
PstI.TP626124,1, 3342723,0.300593506238439,0.0580357142857143,112,0.226770102274347,0.234305409678788,0.966970166849404,-0.0304964351052654
PstI.TP1059573,1, 3357749,0.273822851643287,0.15625,112,0.226770102274347,0.23519585260725,0.966970166849404,0.020320265475709
NsiI.TP504485,1, 3381640,0.657953836497031,0.0446428571428571,112,0.226770102274347,0.228143023490633,0.991840858002987,0.0114913471884473
PstI.TP1244443,1, 3397749,0.542091397040719,0.142857142857143,112,0.226770102274347,0.229375430674404,0.9750884388181,0.00964116564224618
PstI.TP1199997,1, 3471828,0.162812153591817,0.0178571428571429,112,0.226770102274347,0.240523004628791,0.966970166849404,0.0501036899660387
PstI.TP757375,1, 3471897,0.0686228685481257,0.03125,112,0.226770102274347,0.250326886649915,0.966970166849404,-0.0478872152324866
PstI.TP726521,1, 3535515,0.762366757495144,0.0714285714285714,112,0.226770102274347,0.227410176862004,0.993734426463494,0.00691436123919425
PstI.TP374511,1, 3576636,0.953462317185767,0.129464285714286,112,0.226770102274347,0.226793935826042,0.996846051059867,-0.000961310177654454
