SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,effect
PstI.TP245404,1,79960134,1.90295106302269e-05,0.155172413793103,106,NA,NA,NA
PstI.TP85647,10,60886778,4.87286616290497e-05,0.0560344827586207,106,NA,NA,NA
PstI.TP1107519,9, 3315165,7.48890953501503e-05,0.0431034482758621,106,NA,NA,NA
PstI.TP351433,11,    2768,7.5623249778793e-05,0.0560344827586207,106,NA,NA,NA
PstI.TP1169104,4,19508414,0.000231310115470079,0.34051724137931,106,NA,NA,NA
PstI.TP532535,10,53161445,0.000276638444951275,0.405172413793103,106,NA,NA,NA
PstI.TP798238,3,73087364,0.000395051357633148,0.25,106,NA,NA,NA
PstI.TP9255,11,      64,0.000408188806374191,0.107758620689655,106,NA,NA,NA
NsiI.TP560012,11,   16067,0.000489896144235761,0.28448275862069,106,NA,NA,NA
PstI.TP29613,3,56968925,0.000586403523338314,0.176724137931034,106,NA,NA,NA
NsiI.TP210953,1,17586467,0.000657344721779064,0.0474137931034483,106,NA,NA,NA
NsiI.TP622507,11,   16837,0.000703336984431775,0.0689655172413793,106,NA,NA,NA
PstI.TP744473,3,61669976,0.000900675040207269,0.0818965517241379,106,NA,NA,NA
PstI.TP352846,1,71717994,0.000911135412729408,0.280172413793103,106,NA,NA,NA
PstI.TP1064534,3, 1870807,0.000952544703016011,0.0732758620689655,106,NA,NA,NA
PstI.TP1186531,5, 1575450,0.00107968709136711,0.0603448275862069,106,NA,NA,NA
PstI.TP1104589,9,56629291,0.00110285774134155,0.241379310344828,106,NA,NA,NA
PstI.TP831823,10,52577215,0.00118158980512721,0.0905172413793104,106,NA,NA,NA
PstI.TP377200,1,56910407,0.00118895068183871,0.280172413793103,106,NA,NA,NA
PstI.TP924658,1,65264909,0.00122305983950878,0.185344827586207,106,NA,NA,NA
NsiI.TP199138,11,   11340,0.00143732713580343,0.0517241379310345,106,NA,NA,NA
PstI.TP205765,8,46363312,0.00161913613710088,0.0560344827586207,106,NA,NA,NA
PstI.TP897375,11,    6255,0.0016340143961856,0.0646551724137931,106,NA,NA,NA
PstI.TP269566,3,63644939,0.00164038096277922,0.297413793103448,106,NA,NA,NA
PstI.TP265375,1,21509659,0.00173108518620857,0.142241379310345,106,NA,NA,NA
PstI.TP999288,11,    6941,0.00180974549974578,0.0474137931034483,106,NA,NA,NA
PstI.TP18693,4, 3373673,0.00188795057914741,0.0603448275862069,106,NA,NA,NA
PstI.TP681637,2,72313757,0.00197455010974022,0.176724137931034,106,NA,NA,NA
NsiI.TP545621,10,43191875,0.00199702747216018,0.0603448275862069,106,NA,NA,NA
PstI.TP334931,2,51848838,0.00208353141521382,0.133620689655172,106,NA,NA,NA
PstI.TP710730,2,65757843,0.00208588464392554,0.0431034482758621,106,NA,NA,NA
PstI.TP139749,2,13559614,0.00226655520936086,0.275862068965517,106,NA,NA,NA
PstI.TP908250,10, 1283043,0.00232984601574161,0.392241379310345,106,NA,NA,NA
PstI.TP230539,6,60169420,0.00239709805279186,0.301724137931034,106,NA,NA,NA
PstI.TP733771,11,    5061,0.00255947782040426,0.0775862068965517,106,NA,NA,NA
PstI.TP772632,2,65920887,0.00258457895202614,0.181034482758621,106,NA,NA,NA
PstI.TP242731,3,28459042,0.00259627394422188,0.0775862068965517,106,NA,NA,NA
PstI.TP270940,5,68495452,0.00265857246241959,0.362068965517241,106,NA,NA,NA
PstI.TP323188,11,    2560,0.00269804613645108,0.267241379310345,106,NA,NA,NA
PstI.TP639463,6,60717357,0.0027280920143867,0.172413793103448,106,NA,NA,NA
PstI.TP195822,7,60945564,0.0028281766126412,0.241379310344828,106,NA,NA,NA
PstI.TP933353,3,24835175,0.00288271961660153,0.0258620689655172,106,NA,NA,NA
PstI.TP737962,11,    5096,0.00296995580821961,0.418103448275862,106,NA,NA,NA
NsiI.TP551839,11,   15945,0.00302681367426713,0.314655172413793,106,NA,NA,NA
PstI.TP174000,11,    1429,0.00308046597992975,0.107758620689655,106,NA,NA,NA
PstI.TP1230532,11,    8671,0.00312010923227567,0.168103448275862,106,NA,NA,NA
PstI.TP1000873,7,57426488,0.00315118715265166,0.0560344827586207,106,NA,NA,NA
PstI.TP350552,11,    2761,0.00320638386750859,0.0560344827586207,106,NA,NA,NA
PstI.TP845869,2, 9862801,0.0032687386106286,0.0646551724137931,106,NA,NA,NA
PstI.TP429929,11,    3315,0.00333112429089886,0.0991379310344828,106,NA,NA,NA
NsiI.TP262182,7,38847042,0.00333686212878432,0.181034482758621,106,NA,NA,NA
NsiI.TP557652,10,55121411,0.00336108967925042,0.185344827586207,106,NA,NA,NA
PstI.TP350262,8, 2905616,0.00340039536858291,0.478448275862069,106,NA,NA,NA
PstI.TP1125574,8,50631722,0.00348712615549212,0.0474137931034483,106,NA,NA,NA
PstI.TP815225,6,49235314,0.00368177733499013,0.0258620689655172,106,NA,NA,NA
PstI.TP945656,8,20338622,0.00378788861806728,0.137931034482759,106,NA,NA,NA
PstI.TP762971,11,    5268,0.00380232351683472,0.0689655172413793,106,NA,NA,NA
NsiI.TP726942,11,   18063,0.00406593225978057,0.349137931034483,106,NA,NA,NA
PstI.TP1124649,11,    7892,0.00412536164112704,0.0818965517241379,106,NA,NA,NA
PstI.TP996918,11,    6924,0.00414447061637919,0.0689655172413793,106,NA,NA,NA
NsiI.TP57283,6,49505312,0.0042147286585317,0.125,106,NA,NA,NA
PstI.TP632941,2,59755581,0.00450108020642585,0.258620689655172,106,NA,NA,NA
PstI.TP303248,11,    2396,0.00464520091376137,0.206896551724138,106,NA,NA,NA
PstI.TP1136661,1, 6752030,0.00465496257630702,0.0258620689655172,106,NA,NA,NA
NsiI.TP533643,3,  471619,0.00475321663352871,0.0431034482758621,106,NA,NA,NA
NsiI.TP45036,3,  389776,0.0047532166335645,0.0431034482758621,106,NA,NA,NA
PstI.TP1234552,10,60231357,0.00515053262337157,0.241379310344828,106,NA,NA,NA
PstI.TP1097010,2,19533020,0.00515390841737839,0.120689655172414,106,NA,NA,NA
PstI.TP961110,1,65184135,0.00516607021768046,0.150862068965517,106,NA,NA,NA
PstI.TP1088043,1,73790447,0.00524871263958474,0.0517241379310345,106,NA,NA,NA
PstI.TP876794,1,65066495,0.00536475658204019,0.0431034482758621,106,NA,NA,NA
PstI.TP33111,4,60575085,0.00537515911023827,0.0172413793103449,106,NA,NA,NA
NsiI.TP113422,10,43190461,0.00548746991989359,0.0646551724137931,106,NA,NA,NA
PstI.TP1057124,9, 9148132,0.00554281270574215,0.383620689655172,106,NA,NA,NA
PstI.TP249296,2,57415075,0.0057165159791771,0.137931034482759,106,NA,NA,NA
PstI.TP745087,3,71534823,0.00585393260908715,0.293103448275862,106,NA,NA,NA
PstI.TP401147,11,    3119,0.00595580728676509,0.0991379310344828,106,NA,NA,NA
NsiI.TP502976,3, 7719502,0.0059870034004474,0.0387931034482759,106,NA,NA,NA
PstI.TP172804,1,79485436,0.00603312767861638,0.0818965517241379,106,NA,NA,NA
PstI.TP1159423,11,    8140,0.00603367935060797,0.400862068965517,106,NA,NA,NA
PstI.TP1066472,2,73495691,0.00607592479875252,0.0862068965517241,106,NA,NA,NA
PstI.TP109054,11,     901,0.00617768192307904,0.0732758620689655,106,NA,NA,NA
PstI.TP802029,2,14358830,0.00624418458126124,0.0344827586206896,106,NA,NA,NA
PstI.TP942201,6,51864974,0.00624620653309465,0.103448275862069,106,NA,NA,NA
PstI.TP757921,1,26848011,0.00628590001304397,0.405172413793103,106,NA,NA,NA
NsiI.TP274765,6,47625849,0.00638203864206698,0.331896551724138,106,NA,NA,NA
PstI.TP1198035,9,52938506,0.0065213758110088,0.0560344827586207,106,NA,NA,NA
PstI.TP998988,3,59275358,0.00687696666601217,0.0301724137931034,106,NA,NA,NA
PstI.TP954037,7,61167285,0.00691016953492372,0.0646551724137931,106,NA,NA,NA
PstI.TP570804,4, 4364673,0.00691109395723988,0.357758620689655,106,NA,NA,NA
PstI.TP115547,3,11558444,0.00715020462901188,0.224137931034483,106,NA,NA,NA
PstI.TP356699,1, 5752437,0.00724285319576979,0.0517241379310345,106,NA,NA,NA
PstI.TP9547,1, 5534818,0.00731817201909954,0.301724137931034,106,NA,NA,NA
PstI.TP271772,7,57259256,0.00731831053813798,0.211206896551724,106,NA,NA,NA
PstI.TP703969,1,80877289,0.00732202890370056,0.116379310344828,106,NA,NA,NA
PstI.TP982139,4,41445278,0.00734472337609448,0.0732758620689655,106,NA,NA,NA
PstI.TP1231486,2,73904492,0.00754036103088119,0.258620689655172,106,NA,NA,NA
PstI.TP1071629,8,  381311,0.00754081857283941,0.193965517241379,106,NA,NA,NA
NsiI.TP66747,11,    9923,0.00759860995104376,0.0431034482758621,106,NA,NA,NA
PstI.TP1112974,6,49485124,0.0076263183412257,0.142241379310345,106,NA,NA,NA
PstI.TP437672,11,    3353,0.00791283757154916,0.0732758620689655,106,NA,NA,NA
NsiI.TP570294,11,   16176,0.00807578071777234,0.0732758620689655,106,NA,NA,NA
PstI.TP937647,11,    6560,0.00822777193910289,0.0905172413793104,106,NA,NA,NA
PstI.TP576366,2,  375350,0.00825788341928587,0.0431034482758621,106,NA,NA,NA
PstI.TP569629,6,51517308,0.00825810701795508,0.439655172413793,106,NA,NA,NA
PstI.TP532426,7,64966356,0.0082635408045319,0.469827586206897,106,NA,NA,NA
PstI.TP446782,4,63627667,0.00829710801718934,0.0646551724137931,106,NA,NA,NA
PstI.TP1282088,1,57117988,0.00849171090946913,0.107758620689655,106,NA,NA,NA
NsiI.TP501040,11,   15248,0.00853148347391709,0.0517241379310345,106,NA,NA,NA
PstI.TP8376,4,59384691,0.0085343019036496,0.193965517241379,106,NA,NA,NA
NsiI.TP282949,9, 3514826,0.00855220173554531,0.0560344827586207,106,NA,NA,NA
NsiI.TP252602,1,68982448,0.00858200798533179,0.0344827586206896,106,NA,NA,NA
NsiI.TP148773,1,  285352,0.00859525159478035,0.129310344827586,106,NA,NA,NA
NsiI.TP575618,7, 3778581,0.00873526993575299,0.0646551724137931,106,NA,NA,NA
PstI.TP442698,6,59971726,0.00879065117298924,0.392241379310345,106,NA,NA,NA
PstI.TP973605,1, 7933170,0.0088008706446844,0.0732758620689655,106,NA,NA,NA
PstI.TP320710,10,54501313,0.00886491032065419,0.133620689655172,106,NA,NA,NA
PstI.TP1019197,11,    7072,0.00909502477717335,0.0344827586206896,106,NA,NA,NA
PstI.TP770895,1,13263569,0.009173100309385,0.129310344827586,106,NA,NA,NA
PstI.TP606496,3,62018965,0.00922054005133042,0.0862068965517242,106,NA,NA,NA
PstI.TP153473,2,49922484,0.00945415391079312,0.487068965517241,106,NA,NA,NA
PstI.TP929497,2,60716322,0.00960623678838848,0.116379310344828,106,NA,NA,NA
PstI.TP1013203,4,63222160,0.00962011652874664,0.0646551724137931,106,NA,NA,NA
PstI.TP256804,4, 2309598,0.00966074550823736,0.0646551724137931,106,NA,NA,NA
NsiI.TP39895,11,    9610,0.00970166566808607,0.254310344827586,106,NA,NA,NA
NsiI.TP499934,1,76362422,0.00973642251205991,0.206896551724138,106,NA,NA,NA
PstI.TP955356,3,67880743,0.00974745084247268,0.181034482758621,106,NA,NA,NA
PstI.TP1030217,3, 1141809,0.00982110246439562,0.172413793103448,106,NA,NA,NA
PstI.TP501971,10, 8186495,0.00982501296636198,0.0646551724137931,106,NA,NA,NA
PstI.TP933601,10, 1659429,0.0098649273142919,0.0818965517241379,106,NA,NA,NA
PstI.TP1005487,3,49717109,0.00986996378572735,0.353448275862069,106,NA,NA,NA
PstI.TP985838,3,58380810,0.00987895547594366,0.0775862068965517,106,NA,NA,NA
PstI.TP673282,4,65067106,0.009891544719248,0.0732758620689655,106,NA,NA,NA
PstI.TP248498,10,57422064,0.0100836791185816,0.0172413793103449,106,NA,NA,NA
NsiI.TP435960,10,45929366,0.0102299809870864,0.0646551724137931,106,NA,NA,NA
PstI.TP673993,7,55674206,0.0104091529215697,0.267241379310345,106,NA,NA,NA
PstI.TP1226186,3, 7342289,0.0105236128829022,0.297413793103448,106,NA,NA,NA
PstI.TP457434,4,15595824,0.0105383484570489,0.0689655172413793,106,NA,NA,NA
PstI.TP217258,3, 3992070,0.0105974570445969,0.0474137931034483,106,NA,NA,NA
PstI.TP168720,4,64338756,0.0106025919308332,0.0431034482758621,106,NA,NA,NA
PstI.TP929783,1,68577350,0.0107209357656602,0.116379310344828,106,NA,NA,NA
PstI.TP338249,9, 1847859,0.010737869005658,0.021551724137931,106,NA,NA,NA
PstI.TP402269,2,27615402,0.0108166011000977,0.405172413793103,106,NA,NA,NA
PstI.TP301119,11,    2374,0.0108247706915516,0.0775862068965517,106,NA,NA,NA
PstI.TP91666,9,57446168,0.0110107769035191,0.0689655172413793,106,NA,NA,NA
PstI.TP132033,2,66024864,0.011237659819961,0.133620689655172,106,NA,NA,NA
NsiI.TP521277,1,77064058,0.0112555364764677,0.0560344827586207,106,NA,NA,NA
PstI.TP532669,4, 3498516,0.011495713988784,0.469827586206897,106,NA,NA,NA
PstI.TP314157,11,    2482,0.0116670736403444,0.198275862068966,106,NA,NA,NA
NsiI.TP521254,5,58096704,0.0116934183239594,0.0431034482758621,106,NA,NA,NA
PstI.TP629259,1, 4276027,0.0117260332222213,0.375,106,NA,NA,NA
PstI.TP669832,2,76707459,0.0122201084673596,0.146551724137931,106,NA,NA,NA
PstI.TP727385,10,53174224,0.0123090007502817,0.0431034482758621,106,NA,NA,NA
NsiI.TP337751,1,60167980,0.0123096204065683,0.405172413793103,106,NA,NA,NA
PstI.TP1002549,3,61933672,0.0126320591906007,0.34051724137931,106,NA,NA,NA
PstI.TP678255,1,67745947,0.0132770568868773,0.275862068965517,106,NA,NA,NA
