SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,effect
NsiI.TP45036,3,  389776,3.19074834044196e-05,0.0431034482758621,106,NA,NA,NA
NsiI.TP533643,3,  471619,3.19074834047332e-05,0.0431034482758621,106,NA,NA,NA
NsiI.TP502976,3, 7719502,6.34293190666881e-05,0.0387931034482759,106,NA,NA,NA
PstI.TP8376,4,59384691,8.29003241695962e-05,0.193965517241379,106,NA,NA,NA
PstI.TP217258,3, 3992070,8.64581585090901e-05,0.0474137931034483,106,NA,NA,NA
NsiI.TP57283,6,49505312,0.00012615387412831,0.125,106,NA,NA,NA
PstI.TP1057124,9, 9148132,0.000263778708240091,0.383620689655172,106,NA,NA,NA
NsiI.TP622507,11,   16837,0.000293904414278153,0.0689655172413793,106,NA,NA,NA
PstI.TP762971,11,    5268,0.000456733049714789,0.0689655172413793,106,NA,NA,NA
PstI.TP618070,8,   39449,0.000527355837145407,0.146551724137931,106,NA,NA,NA
NsiI.TP560012,11,   16067,0.000557548673653907,0.28448275862069,106,NA,NA,NA
PstI.TP1000873,7,57426488,0.000625230130566186,0.0560344827586207,106,NA,NA,NA
PstI.TP168720,4,64338756,0.000670899543234489,0.0431034482758621,106,NA,NA,NA
NsiI.TP521254,5,58096704,0.000715929145276017,0.0431034482758621,106,NA,NA,NA
PstI.TP85647,10,60886778,0.000817769313071313,0.0560344827586207,106,NA,NA,NA
PstI.TP356699,1, 5752437,0.00101006341294549,0.0517241379310345,106,NA,NA,NA
PstI.TP933353,3,24835175,0.00117747020111577,0.0258620689655172,106,NA,NA,NA
PstI.TP998988,3,59275358,0.00126030600866803,0.0301724137931034,106,NA,NA,NA
PstI.TP1234552,10,60231357,0.00133771070983045,0.241379310344828,106,NA,NA,NA
PstI.TP9255,11,      64,0.00146983726529362,0.107758620689655,106,NA,NA,NA
PstI.TP172804,1,79485436,0.00147100800196827,0.0818965517241379,106,NA,NA,NA
PstI.TP308053,1, 8330660,0.00164586161357456,0.107758620689655,106,NA,NA,NA
PstI.TP683907,1, 4900973,0.00174355579367633,0.176724137931034,106,NA,NA,NA
PstI.TP256804,4, 2309598,0.00176243467445966,0.0646551724137931,106,NA,NA,NA
PstI.TP643379,3, 5147929,0.00200448238938611,0.0603448275862069,106,NA,NA,NA
PstI.TP831823,10,52577215,0.00200922689544429,0.0905172413793104,106,NA,NA,NA
NsiI.TP193091,1,77956626,0.00208759593430067,0.258620689655172,106,NA,NA,NA
PstI.TP576366,2,  375350,0.00218808200944208,0.0431034482758621,106,NA,NA,NA
PstI.TP224318,3,56022652,0.00220214955554115,0.0431034482758621,106,NA,NA,NA
PstI.TP366456,11,    2895,0.00221669503961769,0.0646551724137931,106,NA,NA,NA
PstI.TP933601,10, 1659429,0.00222447686719524,0.0818965517241379,106,NA,NA,NA
PstI.TP163375,2,71379619,0.00239957382627453,0.0431034482758621,106,NA,NA,NA
PstI.TP845869,2, 9862801,0.00280098151133626,0.0646551724137931,106,NA,NA,NA
PstI.TP1045605,6,49825862,0.00311119740460587,0.310344827586207,106,NA,NA,NA
PstI.TP908250,10, 1283043,0.00313119051223629,0.392241379310345,106,NA,NA,NA
