Name,Chromosome,Position,P.value,maf,effect
PstI.TP863331,1,161269,0.393880526959478,0.069672131147541,-0.00639035326927478
PstI.TP425356,1,569039,0.597449129460463,0.0532786885245902,-0.00492787762256524
PstI.TP999740,1,569491,0.310774732129914,0.102459016393443,0.00712822181190787
PstI.TP1246584,1,1015480,0.220804092195458,0.459016393442623,0.00441733954701511
PstI.TP354591,1,1050082,0.216231066456039,0.315573770491803,-0.00625732775816525
PstI.TP856852,1,1153760,0.0187147862937152,0.188524590163934,-0.0163717790680643
PstI.TP417865,1,2030761,0.590678924530487,0.344262295081967,0.00352081097696939
PstI.TP885267,1,2084430,0.935647490901197,0.0942622950819673,0.000819712282309764
PstI.TP1294018,1,2280325,0.656372824009497,0.0860655737704918,0.00331763642293366
PstI.TP1268585,1,2988383,0.0496308183043679,0.364754098360656,-0.0146140278286544
PstI.TP849876,1,3050119,0.322704379927369,0.0901639344262295,0.00594500166837528
PstI.TP626124,1,3342723,0.526379682365232,0.069672131147541,-0.00672529321897952
PstI.TP1059573,1,3357749,0.548022226218566,0.155737704918033,0.00442993324496044
PstI.TP1244443,1,3397749,0.449721326497113,0.135245901639344,0.00461094218406704
PstI.TP726521,1,3535515,0.731156174262559,0.0778688524590164,0.00320563370975415
PstI.TP374511,1,3576636,0.317503732601862,0.131147540983607,0.00669751171546438
PstI.TP1267977,1,3576713,0.921890877110404,0.110655737704918,-0.000683596889685317
PstI.TP961085,1,3705536,0.596174847319904,0.397540983606557,0.00226964320235425
PstI.TP21889,1,3705780,0.624615158060729,0.217213114754098,-0.00232347062919785
PstI.TP891020,1,4033768,0.256770127642794,0.0655737704918033,0.0081731172481206
PstI.TP140451,1,4460094,0.213236171206933,0.209016393442623,0.0064823052063751
NsiI.TP39399,1,4465777,0.659255215409303,0.0901639344262295,-0.00289998580281579
NsiI.TP468762,1,4620729,0.398944824545832,0.110655737704918,0.0074920519148678
PstI.TP307588,1,4762662,0.420195560545272,0.0737704918032787,-0.00705055220306494
