SNP,Chromosome,Position ,P.value,maf,nobs,Rsquare.of.Model.without.SNP,Rsquare.of.Model.with.SNP,FDR_Adjusted_P-values,effect
NsiI.TP447144,3,63530717,2.57630309068047e-10,0.0849056603773585,103,NA,NA,7.0977150148247e-07,NA
PstI.TP626124,1, 3342723,1.50491443307659e-09,0.0660377358490566,103,NA,NA,1.08879802295957e-06,NA
PstI.TP444825,1, 6930877,1.65646773117805e-09,0.0613207547169812,103,NA,NA,1.08879802295957e-06,NA
PstI.TP156491,8,62158572,1.67985258459629e-09,0.089622641509434,103,NA,NA,1.08879802295957e-06,NA
PstI.TP75872,3,55474631,1.97603996907362e-09,0.0801886792452831,103,NA,NA,1.08879802295957e-06,NA
PstI.TP105605,3,54845915,8.08397357423284e-09,0.0849056603773585,103,NA,NA,3.71189119950191e-06,NA
PstI.TP1151255,1,77213117,1.1464557248112e-07,0.0613207547169812,103,NA,NA,3.70772982345275e-05,NA
NsiI.TP758763,1,57499558,1.42866823883595e-07,0.0566037735849056,103,NA,NA,3.70772982345275e-05,NA
PstI.TP18098,2,23769344,1.51979465624097e-07,0.0801886792452831,103,NA,NA,3.70772982345275e-05,NA
PstI.TP737962,11,    5096,1.67890739116551e-07,0.415094339622642,103,NA,NA,3.70772982345275e-05,NA
NsiI.TP730441,3,70813388,1.70062071776817e-07,0.089622641509434,103,NA,NA,3.70772982345275e-05,NA
PstI.TP136422,3,60253262,1.75178466065915e-07,0.0943396226415094,103,NA,NA,3.70772982345275e-05,NA
PstI.TP1005755,3,66200815,1.8487644666415e-07,0.0754716981132075,103,NA,NA,3.70772982345275e-05,NA
PstI.TP117081,2,45986549,1.88414582679994e-07,0.0849056603773585,103,NA,NA,3.70772982345275e-05,NA
NsiI.TP349068,3,63530177,2.26994477260462e-07,0.0849056603773585,103,NA,NA,4.16913189901715e-05,NA
PstI.TP1102757,3,60738907,3.1031627318502e-07,0.0943396226415094,103,NA,NA,4.987686012629e-05,NA
PstI.TP162371,3,69081917,3.18359341078381e-07,0.089622641509434,103,NA,NA,4.987686012629e-05,NA
PstI.TP308053,1, 8330660,3.25874222240733e-07,0.113207547169811,103,NA,NA,4.987686012629e-05,NA
PstI.TP834454,11,    5776,3.60371221418035e-07,0.0754716981132075,103,NA,NA,5.04479884526313e-05,NA
PstI.TP795667,8,  528900,3.82030469411516e-07,0.0801886792452831,103,NA,NA,5.04479884526313e-05,NA
PstI.TP919660,3,69086087,3.99316229029437e-07,0.089622641509434,103,NA,NA,5.04479884526313e-05,NA
PstI.TP745674,3,66083753,4.32756771165176e-07,0.10377358490566,103,NA,NA,5.04479884526313e-05,NA
PstI.TP1055459,3,58609425,4.48308214341393e-07,0.089622641509434,103,NA,NA,5.04479884526313e-05,NA
NsiI.TP255391,3,64648824,4.51749928773203e-07,0.0990566037735849,103,NA,NA,5.04479884526313e-05,NA
NsiI.TP555948,3,67784264,4.57785739134585e-07,0.0707547169811321,103,NA,NA,5.04479884526313e-05,NA
PstI.TP195741,3,67699319,5.5865749002735e-07,0.0990566037735849,103,NA,NA,5.7046468338352e-05,NA
NsiI.TP487417,2,22482603,5.59076096237932e-07,0.0613207547169812,103,NA,NA,5.7046468338352e-05,NA
PstI.TP459896,11,    3510,5.90217716580048e-07,0.0801886792452831,103,NA,NA,5.76985960001993e-05,NA
PstI.TP40244,11,     333,6.07353642107361e-07,0.19811320754717,103,NA,NA,5.76985960001993e-05,NA
NsiI.TP360999,1,10465743,6.53657896627647e-07,0.089622641509434,103,NA,NA,5.82097868372256e-05,NA
PstI.TP1010043,11,    7011,6.57546407281253e-07,0.0613207547169812,103,NA,NA,5.82097868372256e-05,NA
NsiI.TP491687,3,57924753,6.7612093604037e-07,0.0754716981132075,103,NA,NA,5.82097868372256e-05,NA
PstI.TP262789,3,72159095,8.63440768831165e-07,0.0801886792452831,103,NA,NA,7.03044829271829e-05,NA
PstI.TP1129352,10, 4682258,8.67641531587738e-07,0.0801886792452831,103,NA,NA,7.03044829271829e-05,NA
PstI.TP317655,3,70764880,9.59037179894377e-07,0.10377358490566,103,NA,NA,7.48392119558643e-05,NA
NsiI.TP572651,3,58366862,9.77935256047592e-07,0.0754716981132075,103,NA,NA,7.48392119558643e-05,NA
PstI.TP619787,3,65315228,1.26017419036106e-06,0.0754716981132075,103,NA,NA,9.38318890390466e-05,NA
PstI.TP533117,1,18662889,1.38854752883983e-06,0.0990566037735849,103,NA,NA,0.000100542668382541,NA
PstI.TP241352,6,60244644,1.42329004243887e-06,0.0754716981132075,103,NA,NA,0.000100542668382541,NA
PstI.TP1148558,2,62049812,1.7081142771908e-06,0.0518867924528302,103,NA,NA,0.000117646370841516,NA
NsiI.TP224257,3,67274437,1.85875155655051e-06,0.0849056603773585,103,NA,NA,0.000124899037519431,NA
PstI.TP301119,11,    2374,2.07987920185208e-06,0.0754716981132075,103,NA,NA,0.000134321903124681,NA
NsiI.TP383667,7,  419094,2.09649431374275e-06,0.089622641509434,103,NA,NA,0.000134321903124681,NA
NsiI.TP359278,6,53064783,2.20840504051965e-06,0.113207547169811,103,NA,NA,0.000138276270150719,NA
NsiI.TP383201,4,62497766,2.36230185607204e-06,0.155660377358491,103,NA,NA,0.000144625369188411,NA
PstI.TP1143724,11,    8012,2.45854246429491e-06,0.0707547169811321,103,NA,NA,0.000147245314981141,NA
PstI.TP505540,3,71068246,2.5683652075176e-06,0.0849056603773585,103,NA,NA,0.000150549918015128,NA
PstI.TP762318,2,61355207,2.82890034503389e-06,0.0660377358490566,103,NA,NA,0.000159812162131117,NA
NsiI.TP468762,1, 4620729,2.84239417220498e-06,0.089622641509434,103,NA,NA,0.000159812162131117,NA
PstI.TP885267,1, 2084430,2.90603761841134e-06,0.0801886792452831,103,NA,NA,0.000160122672774465,NA
NsiI.TP18976,3,58318774,3.05655090624084e-06,0.0943396226415094,103,NA,NA,0.000165113681307716,NA
NsiI.TP286571,11,   12304,3.17688386939822e-06,0.0754716981132075,103,NA,NA,0.00016831375115754,NA
NsiI.TP609140,6,18911509,3.44922791844284e-06,0.0849056603773585,103,NA,NA,0.000179294771986981,NA
PstI.TP629514,6,40243524,4.1389801165626e-06,0.089622641509434,103,NA,NA,0.000211164633724629,NA
PstI.TP770044,2,73737012,4.5150629631752e-06,0.207547169811321,103,NA,NA,0.00022616360842814,NA
NsiI.TP34193,6,47900218,5.43849720731715e-06,0.141509433962264,103,NA,NA,0.000267554639395692,NA
PstI.TP978811,1, 9073364,6.25828424257121e-06,0.0566037735849056,103,NA,NA,0.000302483738390942,NA
PstI.TP284290,10, 1529382,7.60197263752443e-06,0.0707547169811321,103,NA,NA,0.00036109370028241,NA
NsiI.TP727325,1, 9821700,7.87006294589682e-06,0.0613207547169812,103,NA,NA,0.000367491922304165,NA
NsiI.TP472754,4, 5966031,9.92829460664406e-06,0.0801886792452831,103,NA,NA,0.00045587419402174,NA
NsiI.TP626669,9,57473372,1.03080588338808e-05,0.235849056603774,103,NA,NA,0.000463266077472716,NA
NsiI.TP210953,1,17586467,1.0425588676337e-05,0.0518867924528302,103,NA,NA,0.000463266077472716,NA
PstI.TP1004455,3, 1576742,1.07031434014716e-05,0.0801886792452831,103,NA,NA,0.000468050159858004,NA
PstI.TP969397,6,60888114,1.12121942032032e-05,0.0849056603773585,103,NA,NA,0.000482649922341012,NA
NsiI.TP468188,4,16051806,1.20795817882527e-05,0.0660377358490566,103,NA,NA,0.000506733100258831,NA
PstI.TP377610,1, 9851445,1.21801118103214e-05,0.0754716981132075,103,NA,NA,0.000506733100258831,NA
PstI.TP542649,1, 9116308,1.24299091364639e-05,0.0707547169811321,103,NA,NA,0.000506733100258831,NA
PstI.TP88378,10, 1544377,1.25073868666427e-05,0.0707547169811321,103,NA,NA,0.000506733100258831,NA
PstI.TP1189383,4,60173881,1.29817033724125e-05,0.108490566037736,103,NA,NA,0.000514646658405405,NA
PstI.TP140016,6,57096158,1.30763216291754e-05,0.334905660377358,103,NA,NA,0.000514646658405405,NA
PstI.TP351473,3,62816493,1.49748124461388e-05,0.0707547169811321,103,NA,NA,0.000581064905480457,NA
PstI.TP487645,9,54136565,1.56618439662312e-05,0.212264150943396,103,NA,NA,0.000599283057318985,NA
PstI.TP951624,2,59246898,1.60347524135906e-05,0.0707547169811321,103,NA,NA,0.000605147163006056,NA
PstI.TP1182748,11,    8339,1.63255647946164e-05,0.14622641509434,103,NA,NA,0.000607796364988758,NA
PstI.TP956432,11,    6670,1.66552007762699e-05,0.410377358490566,103,NA,NA,0.000611801041848313,NA
PstI.TP19142,11,     155,1.71825507595531e-05,0.141509433962264,103,NA,NA,0.000622867465033801,NA
NsiI.TP388426,3,  311330,1.79592246294764e-05,0.264150943396226,103,NA,NA,0.000632350350291319,NA
PstI.TP16576,6,51508909,1.81000307861188e-05,0.0707547169811321,103,NA,NA,0.000632350350291319,NA
NsiI.TP503258,6,51868615,1.81327323677003e-05,0.202830188679245,103,NA,NA,0.000632350350291319,NA
PstI.TP1009631,1, 4625223,2.00714007013488e-05,0.0707547169811321,103,NA,NA,0.000691208861652699,NA
PstI.TP1173447,1, 7571007,2.06808782682537e-05,0.108490566037736,103,NA,NA,0.000703405180605418,NA
NsiI.TP609151,5,68282440,2.19686136787464e-05,0.089622641509434,103,NA,NA,0.000738091837621298,NA
NsiI.TP222447,6,49698622,2.28266021401355e-05,0.0943396226415094,103,NA,NA,0.000757678179470763,NA
PstI.TP51516,10, 8861492,2.54903507790666e-05,0.0660377358490566,103,NA,NA,0.000832727229490057,NA
NsiI.TP426185,3, 6645847,2.56921286775517e-05,0.155660377358491,103,NA,NA,0.000832727229490057,NA
PstI.TP1181476,5, 2299991,2.71294759967373e-05,0.240566037735849,103,NA,NA,0.000856401419190886,NA
NsiI.TP440500,9,59299455,2.73624025096902e-05,0.0613207547169812,103,NA,NA,0.000856401419190886,NA
PstI.TP443245,1, 9039678,2.75784415783146e-05,0.089622641509434,103,NA,NA,0.000856401419190886,NA
NsiI.TP350913,11,   12980,2.76659623622464e-05,0.0566037735849056,103,NA,NA,0.000856401419190886,NA
PstI.TP726521,1, 3535515,2.98833320410853e-05,0.0754716981132075,103,NA,NA,0.000913886374167301,NA
PstI.TP446073,7,10755390,3.01864464788473e-05,0.0613207547169812,103,NA,NA,0.000913886374167301,NA
PstI.TP258621,1,74361721,3.14684762099114e-05,0.0754716981132075,103,NA,NA,0.000942344043025064,NA
PstI.TP1248247,3,62346879,3.24425826996241e-05,0.0707547169811321,103,NA,NA,0.000953689412536151,NA
PstI.TP137972,6,49743515,3.30533748991836e-05,0.122641509433962,103,NA,NA,0.000953689412536151,NA
PstI.TP745785,6,45615805,3.30975223036973e-05,0.377358490566038,103,NA,NA,0.000953689412536151,NA
PstI.TP349556,9,56207028,3.35455139755442e-05,0.0613207547169812,103,NA,NA,0.000953689412536151,NA
PstI.TP1150194,1,16733554,3.35781753234144e-05,0.0660377358490566,103,NA,NA,0.000953689412536151,NA
NsiI.TP162258,1,78726606,3.40359733252599e-05,0.0518867924528302,103,NA,NA,0.000956827617460113,NA
PstI.TP998613,4,57808215,3.4811701298955e-05,0.0754716981132075,103,NA,NA,0.0009609527067872,NA
PstI.TP1277415,3,39391648,3.4880316035833e-05,0.0707547169811321,103,NA,NA,0.0009609527067872,NA
PstI.TP383939,2,56907410,3.56597226267215e-05,0.0566037735849056,103,NA,NA,0.000965575138380849,NA
PstI.TP129649,11,    1089,3.57490613846993e-05,0.136792452830189,103,NA,NA,0.000965575138380849,NA
PstI.TP89007,11,     746,3.66189942295572e-05,0.0613207547169812,103,NA,NA,0.000974505533697668,NA
PstI.TP939292,11,    6569,3.6787141743941e-05,0.457547169811321,103,NA,NA,0.000974505533697668,NA
PstI.TP508387,3,54826011,4.0557251095494e-05,0.0613207547169812,103,NA,NA,0.00106414501683891,NA
NsiI.TP214866,1,66931515,4.3076119282976e-05,0.0660377358490566,103,NA,NA,0.00111162144361451,NA
PstI.TP45420,8,59829645,4.31736822020882e-05,0.0707547169811321,103,NA,NA,0.00111162144361451,NA
PstI.TP937213,11,    6556,4.45803325423896e-05,0.471698113207547,103,NA,NA,0.00113379257468393,NA
PstI.TP998803,9,51615898,4.48578550419415e-05,0.0660377358490566,103,NA,NA,0.00113379257468393,NA
PstI.TP728315,4, 6366039,4.78295446598096e-05,0.0754716981132075,103,NA,NA,0.00119791268670705,NA
PstI.TP196680,11,    1602,4.9427749154509e-05,0.0849056603773585,103,NA,NA,0.00121824854887656,NA
PstI.TP396501,3,62733946,4.97989116441049e-05,0.0801886792452831,103,NA,NA,0.00121824854887656,NA
PstI.TP975023,2,61638010,4.99680893005633e-05,0.0943396226415094,103,NA,NA,0.00121824854887656,NA
PstI.TP961842,8,59838089,5.08614786473076e-05,0.0566037735849056,103,NA,NA,0.00122608700240836,NA
NsiI.TP530343,11,   15688,5.11796752366465e-05,0.0990566037735849,103,NA,NA,0.00122608700240836,NA
PstI.TP636509,10,  765968,5.29601655122104e-05,0.0613207547169812,103,NA,NA,0.001257803930915,NA
PstI.TP795263,6,48216537,5.4960220043632e-05,0.136792452830189,103,NA,NA,0.00129414877111287,NA
PstI.TP455545,1,75986610,5.54514925202381e-05,0.457547169811321,103,NA,NA,0.00129465137197675,NA
PstI.TP44125,7,55681656,5.67450392918991e-05,0.0660377358490566,103,NA,NA,0.00131371918696792,NA
PstI.TP884163,3,60121398,5.80519807009319e-05,0.108490566037736,103,NA,NA,0.00133277672359223,NA
PstI.TP341272,3,59500037,5.99594860752868e-05,0.089622641509434,103,NA,NA,0.00135568547678352,NA
NsiI.TP424524,11,   13911,6.05176207122897e-05,0.165094339622642,103,NA,NA,0.00135568547678352,NA
