SNP,Chromosome,Position,P.value,maf,effect
NsiI.TP76995,1, 2035657,0.00960307141205029,NA,0.00497744622767294
NsiI.TP412045,1, 2102732,0.00244430837044037,NA,0.0045287466735826
PstI.TP1137764,1, 7486769,0.00543925722654339,NA,0.00635520059225763
PstI.TP1016611,1,12066190,0.00518612913440191,NA,0.00562890441907463
GFSSContig19568_1644,1,53884459,0.00627540776469275,NA,-0.00461861178133228
NsiI.TP632002,1,70863814,3.174078888383e-15,NA,0.0193183572403115
NsiI.TP345789,1,71472888,0.00853384775166769,NA,-0.00710927245915762
NsiI.TP510696,1,73756998,0.00572024276138622,NA,0.0104160178423593
NsiI.TP422447,1,76155603,0.00643798125005782,NA,0.0059039799675706
PstI.TP638883,1,76935542,0.000757319851967157,NA,-0.0121209721415788
GFSSContig18881_588,1,77133165,0.00774314628152031,NA,-0.00686393863869703
PstI.TP1151255,1,77213117,0.00348953457596999,NA,-0.00758226712506088
PstI.TP602587,2,  568003,0.00409774470249072,NA,-0.00587460044085849
PstI.TP1219165,2, 3820233,0.00350496915034635,NA,-0.00535342881836301
PstI.TP117337,2,13824821,7.85540249511445e-06,NA,0.0121499830877072
NsiI.TP501986,2,18533135,0.00666226207309032,NA,-0.00454015431557145
NsiI.TP486065,2,54246152,6.48415725184985e-06,NA,0.0203779306054496
NsiI.TP438031,2,62133346,0.00454706716116554,NA,0.00476078662039723
NsiI.TP602190,2,69281568,7.80073039180785e-09,NA,0.0101911996346129
PstI.TP645063,2,72322091,0.00493481002050735,NA,-0.00525475299431282
PstI.TP749093,2,74477521,0.000410093784659394,NA,0.00580721626141147
PstI.TP246975,3,19673688,0.0076180812513727,NA,0.00691434333692558
PstI.TP1209805,3,63368307,0.0091234673795713,NA,0.00548398123614508
PstI.TP795416,3,71488115,0.00798055094556316,NA,0.0141546184863121
PstI.TP908813,3,71853833,0.00432208976958156,NA,0.0221618809657445
NsiI.TP50387,4, 1055492,0.003366345135132,NA,-0.00530718543717732
PstI.TP795407,4, 4101064,0.00760796253854843,NA,0.00642921214801855
PstI.TP629590,4,52879245,0.00822171386713962,NA,-0.00981590635788875
NsiI.TP527269,4,59397197,0.000339535350627359,NA,0.00615713219601948
PstI.TP802068,4,59707017,0.00949129832295256,NA,0.00591354967187108
NsiI.TP422414,4,61888068,0.00328673777169718,NA,0.00766093029345204
PstI.TP478987,5, 3153914,0.00596374113281694,NA,-0.00627774864807193
NsiI.TP586149,5,16081479,0.00858583798513391,NA,0.00528501875953495
NsiI.TP32455,6, 6026230,0.000112620664456484,NA,0.0113402321319953
NsiI.TP26791,6,47946418,0.00132035407208242,NA,0.00788491898479253
NsiI.TP634450,6,50065596,0.00525345532447872,NA,0.0207533116234591
NsiI.TP470727,6,59267751,0.00406284649334055,NA,-0.0150998770419387
NsiI.TP546343,6,59988582,0.00314550923329539,NA,-0.00924737443256152
NsiI.TP26827,7,54682777,0.00752411714668379,NA,0.00459321013142586
NsiI.TP550070,7,64164608,3.30760040713597e-06,NA,-0.00895880173997814
PstI.TP682870,9, 2146242,0.0068861384434346,NA,0.00574113416654347
NsiI.TP362226,9,51968115,0.00189019132945871,NA,-0.00511349042758236
PstI.TP1263335,9,52066045,0.00855015588312753,NA,-0.00652913569778968
