SNP,Chromosome,Position,P.value,maf,effect
NsiI.TP212267,1, 1974353,1.18285349153151e-06,NA,-0.0987560045839267
GFSSContig20018_283,1, 5572945,0.00314326264519324,NA,-0.0579024080652098
PstI.TP476157,1, 6155212,0.00761679450485834,NA,0.165609936079015
NsiI.TP237314,1, 9552373,0.00578880746770184,NA,0.208270542527178
NsiI.TP104065,1,12578208,0.000234309360937835,NA,0.0570891747091389
NsiI.TP466365,1,17489404,0.00918726608379037,NA,-0.121072235525521
PstI.TP909448,1,18163576,0.00572751379085858,NA,-0.153040043759392
PstI.TP1149053,1,60902977,0.00752978000129608,NA,-0.0805887801089534
NsiI.TP401509,1,66178010,0.00478978263119995,NA,0.196151787857543
PstI.TP114450,1,68143622,0.00676561894031619,NA,-0.0731940315128046
PstI.TP1260746,1,70070968,0.00344807355449758,NA,-0.409853028873677
PstI.TP180949,1,70527436,0.00150316349341455,NA,0.11301152924481
NsiI.TP632002,1,70863814,3.51570179672485e-16,NA,0.200540819583337
NsiI.TP59960,1,71875702,0.00306096450076311,NA,-0.412425763968131
NsiI.TP211798,1,72131324,0.00935761089393317,NA,-0.228033805010371
PstI.TP178749,1,75987001,0.00357844904934963,NA,0.408509960660328
NsiI.TP422447,1,76155603,0.000147809859650987,NA,0.0698662502101268
PstI.TP638883,1,76935542,0.00459533375088729,NA,-0.109633660340911
PstI.TP117337,2,13824821,0.000575483571379669,NA,0.0957897342589498
NsiI.TP407972,2,20899089,0.00566390507437315,NA,-0.385207540403981
PstI.TP842764,2,49079381,0.00573173096679994,NA,-0.26775740157456
NsiI.TP690065,2,53640609,0.00746906847710513,NA,-0.0893571996983589
PstI.TP268085,2,64265265,0.00147396713009511,NA,0.0573862638885667
PstI.TP1027360,2,64471256,0.000778736315067296,NA,-0.0945289657241986
PstI.TP662545,2,65075286,0.00356716749026314,NA,-0.407066814169169
PstI.TP1101453,2,74966614,0.00250855991615049,NA,-0.0764521031309853
PstI.TP1248285,3, 2715263,0.00786081948160399,NA,0.0492704571548443
PstI.TP1014621,3, 4850582,0.000331165223148467,NA,0.17771968589681
NsiI.TP694884,3, 6382094,0.00673035156914786,NA,-0.138176017073429
PstI.TP504660,3,57295611,0.00407164463138223,NA,-0.171956466253301
NsiI.TP800848,3,59007084,0.00930399063556951,NA,0.166094619778324
NsiI.TP255391,3,64648824,0.00810056639038856,NA,-0.0887699251419144
PstI.TP413531,3,67991446,0.00439114095329763,NA,0.399796575670375
PstI.TP1119191,4,   72019,0.000990421475097884,NA,-0.121507243710123
PstI.TP848855,4, 1420176,0.000408644743122764,NA,0.127305051048473
NsiI.TP396263,4,20185447,0.00491061645773185,NA,-0.192737411452874
PstI.TP1211804,4,34712354,0.00545296867091739,NA,0.19286226006592
NsiI.TP756490,4,46354437,0.00114873625196053,NA,-0.201919173284902
PstI.TP198316,4,49293313,0.0013272908922874,NA,0.205118102646434
NsiI.TP555814,4,51117245,0.00226732386948166,NA,-0.0712244808302961
PstI.TP1218307,4,56133612,0.00886387660680958,NA,-0.0436006118094447
NsiI.TP473787,4,57709868,0.00952205254445711,NA,-0.0582668711302247
PstI.TP87622,4,59482310,0.00677029195014906,NA,0.183094986002456
