SNP,Chromosome,Position,P.value,maf,effect
PstI.TP879262,1, 1711195,0.00831168595566845,NA,0.316914979819813
PstI.TP1073657,1, 1992755,0.00962747275295558,NA,-0.246096947389789
PstI.TP736503,1, 2979376,0.00829491679720051,NA,0.35582514365886
PstI.TP214969,1, 4591303,0.00520590723392056,NA,0.644148322576139
PstI.TP58802,1, 5496161,0.00480934983756253,NA,-0.33435451331066
NsiI.TP370563,1, 9097286,0.00444013344085612,NA,0.863668081705093
PstI.TP204849,1, 9884152,0.00359295886273624,NA,-0.536945886566088
PstI.TP869661,1,12608858,0.00822802875341539,NA,-1.30302455098245
PstI.TP1051083,1,13150553,0.00747035686466424,NA,-0.313590928471756
PstI.TP37494,1,15597809,0.0046456882166692,NA,0.62540692935304
NsiI.TP673534,1,19100277,0.00770660183355945,NA,0.66890023117236
GFSSContig18538_1416,1,61838562,0.00227661820549111,NA,0.914166258356928
NsiI.TP486569,1,74123229,0.00772935442531666,NA,0.53943129664961
NsiI.TP386876,1,76865112,0.000649580903268786,NA,1.0776491390488
NsiI.TP66208,1,77488848,0.00884705887561604,NA,-1.06472334532014
NsiI.TP423518,2, 2921270,0.00649732928322716,NA,-0.339084582207608
PstI.TP669878,2, 7105659,0.00874376950442938,NA,-0.413353825799917
GFSSContig19229_860,2,11550006,0.00882391457772307,NA,-0.659817698996515
NsiI.TP522658,2,29235102,0.0054028573880991,NA,0.263761352997301
NsiI.TP189008,2,63014257,0.00217318157102617,NA,0.928892367725315
PstI.TP1157209,2,67952515,0.00323554082592118,NA,-1.16337064530643
PstI.TP308882,2,70861060,0.00233426767364913,NA,0.361176448665883
NsiI.TP300576,2,73492961,0.00704063689865094,NA,-0.877003145198822
PstI.TP749093,2,74477521,0.00804426915634511,NA,-0.286263050982684
NsiI.TP467042,3,  307026,0.000271900602778547,NA,0.712814987051161
PstI.TP1111956,3, 3037451,0.00373565755412633,NA,0.356373492262623
NsiI.TP796345,3, 3481969,0.00713065906301058,NA,-0.329743254720964
PstI.TP256389,3,10043104,0.00750585693353358,NA,0.408534547622758
PstI.TP876556,3,16731447,0.00615492005104691,NA,1.58519650701403
GFSSContig10620_391,3,52780412,0.00630171861026432,NA,-0.514151639981963
PstI.TP87010,3,57244014,0.00380935009015704,NA,-0.543343513218183
NsiI.TP128678,3,69000501,5.30225002165672e-05,NA,0.505512480141171
PstI.TP388391,3,69918190,0.00677569046141085,NA,-1.03630823540644
PstI.TP77411,3,69966036,0.00195297370406585,NA,1.15801781472575
PstI.TP911826,4, 3293902,0.0083072387384372,NA,-0.625356826626335
PstI.TP1148728,4, 4899557,0.00298707941197308,NA,-1.19009792185627
NsiI.TP438283,4, 6666391,0.00756708335148787,NA,-0.781360853717962
PstI.TP949077,4, 7122037,0.00716676541234372,NA,-0.640674843492226
NsiI.TP385136,4, 9122952,0.00408426342210766,NA,0.63572106456927
NsiI.TP110486,4,52625759,0.00444258237994573,NA,-0.311948327167933
NsiI.TP632086,4,59238758,0.000103874566992628,NA,-0.417666360732094
PstI.TP1135443,4,59606529,0.00779496878190876,NA,-0.547158277909915
PstI.TP978310,4,60023803,0.00635614618410886,NA,-0.372039573874284
PstI.TP1147863,4,66334389,0.00680663558762372,NA,0.41756900766598
PstI.TP754555,4,66726283,0.000189333868768416,NA,0.395444456117504
NsiI.TP507777,4,67027562,0.00400923728314279,NA,-0.394203600342316
PstI.TP773764,5,  636301,0.00872365364611963,NA,0.297136598979212
PstI.TP1129060,5,  878667,0.0038083914519545,NA,-1.65431991576054
PstI.TP569914,5, 1262747,0.00322944507577176,NA,0.58454792832297
PstI.TP222086,5, 1973055,0.00840715062744698,NA,-0.585904501914774
PstI.TP977809,5,51809124,0.000731587948737127,NA,0.35698848887643
NsiI.TP78597,5,60894143,0.00659630236775654,NA,0.28154239341364
NsiI.TP593125,6,43878408,4.59617066170947e-06,NA,-0.579311571789807
PstI.TP351899,6,46132630,0.00134734507401055,NA,-0.327332851566691
PstI.TP684314,6,50024425,0.00533164648243618,NA,-1.19408273830157
NsiI.TP507668,6,58610975,0.00153225913203571,NA,-0.476858580239674
PstI.TP37788,7, 4234692,0.00697867614756049,NA,-0.22240721705725
