SNP,Chromosome,Position,P.value,effect,SNP,maf,nobs
PstI.TP364469,1,15807512,7.19774965385645e-06,-8.74598268159768e-05,PstI.TP364469,0.0943396226415094,106
NsiI.TP362113,11,13122,1.25034403721295e-05,-0.000224046555650984,NsiI.TP362113,0.0141509433962265,106
PstI.TP160013,6,1913467,3.15395892030098e-05,7.92729196242012e-05,PstI.TP160013,0.212264150943396,106
PstI.TP694469,2,61192392,7.04392332988052e-05,-5.54505259428982e-05,PstI.TP694469,0.287735849056604,106
NsiI.TP727162,5,15122057,0.000154419158086086,7.52666774087935e-05,NsiI.TP727162,0.160377358490566,106
NsiI.TP458362,8,56176010,0.000234257665777112,-0.000125635982760836,NsiI.TP458362,0.0330188679245284,106
PstI.TP780884,7,54360893,0.000425327861490793,7.8187473256605e-05,PstI.TP780884,0.080188679245283,106
NsiI.TP615967,11,16721,0.00042586798897895,5.28550231846274e-05,NsiI.TP615967,0.231132075471698,106
PstI.TP778721,2,72456067,0.000877633674697313,-0.000103834911892536,PstI.TP778721,0.0566037735849057,106
PstI.TP521628,11,3899,0.000892580665616297,6.18376320942553e-05,PstI.TP521628,0.188679245283019,106
PstI.TP1231486,2,73904492,0.00100173560843998,5.04969592898795e-05,PstI.TP1231486,0.264150943396226,106
PstI.TP434977,1,79165905,0.00111807388535614,7.89276874511959e-05,PstI.TP434977,0.0801886792452831,106
PstI.TP1257104,3,2916484,0.00122248035552038,4.21260351114819e-05,PstI.TP1257104,0.25,106
PstI.TP543346,2,64518197,0.00157432653211022,7.90742434631628e-05,PstI.TP543346,0.108490566037736,106
PstI.TP1002549,3,61933672,0.00189163231655033,-5.19010641905487e-05,PstI.TP1002549,0.344339622641509,106
PstI.TP126255,6,50898138,0.002596872291094,4.75336084376026e-05,PstI.TP126255,0.235849056603774,106
NsiI.TP266103,6,38025469,0.00310589999190268,-3.86014714852605e-05,NsiI.TP266103,0.424528301886792,106
NsiI.TP667820,4,62655425,0.003823094223204,5.5600772801099e-05,NsiI.TP667820,0.14622641509434,106
PstI.TP19921,11,159,0.00451254644721847,-5.45244866259153e-05,PstI.TP19921,0.216981132075472,106
PstI.TP957163,9,44644697,0.00455040327253275,-7.22454589545775e-05,PstI.TP957163,0.0849056603773585,106
PstI.TP213596,1,5408780,0.00460165187092851,-5.19772302711386e-05,PstI.TP213596,0.193396226415094,106
PstI.TP581839,11,4176,0.00474821250710066,4.93240203597881e-05,PstI.TP581839,0.169811320754717,106
PstI.TP339945,11,2686,0.00482351845899817,-0.000107373414404741,PstI.TP339945,0.0613207547169811,106
PstI.TP772842,11,5335,0.00529084695355546,4.95707349427559e-05,PstI.TP772842,0.165094339622642,106
PstI.TP735032,3,9654444,0.00562268316687944,0.00010320531832676,PstI.TP735032,0.0377358490566038,106
PstI.TP168491,11,1382,0.00586401246805619,-0.000156361795507208,PstI.TP168491,0.0235849056603774,106
PstI.TP1071411,6,46252009,0.00590396400961374,-0.000146085347466612,PstI.TP1071411,0.0188679245283019,106
PstI.TP1027916,3,9697919,0.00734064146013802,5.99053934549762e-05,PstI.TP1027916,0.179245283018868,106
PstI.TP698300,11,4824,0.0075567703625027,-6.93408725004646e-05,PstI.TP698300,0.155660377358491,106
PstI.TP105079,6,48450884,0.00774437512848853,4.40415572339163e-05,PstI.TP105079,0.283018867924528,106
NsiI.TP5872,11,9197,0.00796650492438766,0.000161434458294371,NsiI.TP5872,0.0141509433962264,106
