SNP,Chromosome,Position,P.value,effect,maf,nobs
PstI.TP110898,10,9880843,1.57177881740534e-05,NA,0.0566037735849056,106
PstI.TP411848,11,3188,0.000154455165317048,NA,0.476415094339623,106
PstI.TP1000478,2,72314995,0.000342750250263757,NA,0.0235849056603774,106
PstI.TP777320,4,3534524,0.000391187747580436,NA,0.0330188679245284,106
PstI.TP10996,6,57974096,0.000479643083464249,NA,0.127358490566038,106
PstI.TP775752,10,41350986,0.000535746382454143,NA,0.0801886792452831,106
PstI.TP292777,7,64227793,0.000886530795249414,NA,0.0518867924528302,106
PstI.TP577552,2,61335361,0.00101939979192651,NA,0.0283018867924528,106
PstI.TP1175455,6,49891048,0.00104101750363776,NA,0.0377358490566038,106
PstI.TP1153192,3,6746550,0.00110542311390522,NA,0.0283018867924528,106
PstI.TP339945,11,2686,0.00125280609217805,NA,0.0613207547169811,106
PstI.TP1036003,3,59881138,0.00146615813704672,NA,0.0188679245283019,106
PstI.TP1025634,2,71277610,0.00158265376735566,NA,0.0707547169811321,106
PstI.TP521834,4,53924496,0.0016057945767952,NA,0.0707547169811321,106
PstI.TP1172225,6,3890042,0.00161552511925974,NA,0.0188679245283019,106
NsiI.TP359278,6,53064783,0.00172581590004226,NA,0.113207547169811,106
PstI.TP15780,9,56211895,0.00182856923670383,NA,0.174528301886792,106
PstI.TP1263163,9,8556161,0.00199038943366269,NA,0.117924528301887,106
PstI.TP457393,1,60097068,0.00217848877693189,NA,0.19811320754717,106
PstI.TP1181476,5,2299991,0.00239288085520939,NA,0.240566037735849,106
PstI.TP946951,7,61799723,0.002420283714174,NA,0.0330188679245283,106
NsiI.TP421785,1,78510321,0.0025809552526635,NA,0.0424528301886793,106
PstI.TP130695,11,1099,0.00266115365119266,NA,0.0471698113207547,106
PstI.TP1094666,3,66462116,0.00277113737562306,NA,0.0283018867924528,106
NsiI.TP396954,4,60072885,0.00296441839322359,NA,0.0707547169811321,106
PstI.TP1094077,9,47740265,0.00318560624410278,NA,0.0424528301886792,106
NsiI.TP482724,3,2931654,0.00320065799790366,NA,0.0424528301886793,106
PstI.TP353347,10,13577246,0.00320702806449203,NA,0.0235849056603774,106
PstI.TP401147,11,3119,0.00327259192418157,NA,0.0990566037735849,106
PstI.TP1127198,11,7909,0.00357485675056667,NA,0.386792452830189,106
PstI.TP1193013,6,60825902,0.00415431101041796,NA,0.113207547169811,106
PstI.TP476886,2,55394288,0.00437110295130146,NA,0.212264150943396,106
PstI.TP745600,1,15174350,0.00439026863622993,NA,0.0188679245283019,106
PstI.TP890801,2,72613106,0.00445991125244068,NA,0.0943396226415094,106
PstI.TP437245,9,54288726,0.00448844051521253,NA,0.0283018867924528,106
PstI.TP156037,11,1285,0.00482177786364804,NA,0.0141509433962264,106
PstI.TP168491,11,1382,0.00498052576830944,NA,0.0235849056603774,106
PstI.TP1018327,4,61899904,0.00502493449562709,NA,0.0424528301886793,106
PstI.TP1040444,1,61649660,0.00512782528097427,NA,0.0424528301886792,106
PstI.TP737962,11,5096,0.00513591615228114,NA,0.415094339622642,106
PstI.TP226901,11,1863,0.00542274659865164,NA,0.0660377358490566,106
PstI.TP1218439,9,53101439,0.00577529027573065,NA,0.14622641509434,106
PstI.TP439066,3,73445402,0.00591339827392249,NA,0.0141509433962264,106
NsiI.TP225346,6,50229745,0.00595884990641603,NA,0.0141509433962264,106
PstI.TP295985,4,9739196,0.00596455219899882,NA,0.0141509433962264,106
