SNP,Chromosome,Position,P.value,effect,SNP,maf,nobs
PstI.TP920685,10,10258102,1.37900117408435e-42,-1.02379150917839,PstI.TP920685,0.0188679245283019,106
PstI.TP1191619,4,62207517,5.0105823065223e-42,1.2089569600184,PstI.TP1191619,0.0141509433962265,106
PstI.TP212672,2,65281161,6.67587298459508e-34,1.14517167379094,PstI.TP212672,0.0330188679245283,106
NsiI.TP260915,11,12050,6.13389068447643e-25,-0.48414131021749,NsiI.TP260915,0.0188679245283019,106
PstI.TP896979,1,28970255,1.27153997890679e-20,-0.633413241501742,PstI.TP896979,0.495283018867924,106
PstI.TP1018540,2,3850958,5.30379869696444e-16,1.50653492774714,PstI.TP1018540,0.0141509433962264,106
NsiI.TP431374,1,64340591,7.91763489595209e-14,-0.356177913789498,NsiI.TP431374,0.0141509433962264,106
PstI.TP400705,7,1246953,1.29003785770323e-06,0.206388468418826,PstI.TP400705,0.0283018867924528,106
NsiI.TP530878,1,5870812,3.75529432772249e-06,0.273675283454931,NsiI.TP530878,0.0141509433962265,106
NsiI.TP508238,2,61419445,1.28831142014011e-05,0.0204789583874556,NsiI.TP508238,0.0707547169811321,106
PstI.TP84106,9,11066353,2.17151033503591e-05,-0.259802004821974,PstI.TP84106,0.0141509433962265,106
PstI.TP1003470,6,55262974,3.01975611098038e-05,0.307790166971138,PstI.TP1003470,0.0141509433962265,106
PstI.TP534647,11,3997,4.40526459644619e-05,-0.0694819321561664,PstI.TP534647,0.0377358490566038,106
PstI.TP1276468,10,5770472,7.35183036528598e-05,0.146064453505749,PstI.TP1276468,0.0330188679245283,106
PstI.TP224318,3,56022652,9.57198498583108e-05,-0.104739014363018,PstI.TP224318,0.0424528301886792,106
NsiI.TP216159,10,6514871,9.70873083014799e-05,0.237838247399877,NsiI.TP216159,0.0141509433962264,106
PstI.TP572285,1,6947477,9.90636592597415e-05,0.186609445419079,PstI.TP572285,0.0141509433962264,106
PstI.TP56525,3,9789280,0.000131566795936111,0.18650889584288,PstI.TP56525,0.0188679245283019,106
NsiI.TP452080,2,60386915,0.00018095355641119,-0.0844414814007967,NsiI.TP452080,0.0566037735849057,106
PstI.TP426523,11,3290,0.000201845057345721,-0.0825807251098225,PstI.TP426523,0.0754716981132075,106
PstI.TP301133,1,12137712,0.000276424584861096,0.175008872057642,PstI.TP301133,0.0188679245283019,106
PstI.TP470333,6,58970821,0.000322383330805974,-0.190236885454212,PstI.TP470333,0.0188679245283019,106
PstI.TP930435,2,59600248,0.000323785169482195,-0.178459897727624,PstI.TP930435,0.0141509433962265,106
PstI.TP113313,8,52654110,0.000400998669987108,-0.135224866598806,PstI.TP113313,0.0235849056603774,106
NsiI.TP502976,3,7719502,0.000403694556427976,0.155716120893321,NsiI.TP502976,0.0377358490566038,106
NsiI.TP493151,3,3481929,0.000461076597981253,-0.0789790188214199,NsiI.TP493151,0.0613207547169812,106
PstI.TP168720,4,64338756,0.000505048177034244,-0.153581818440792,PstI.TP168720,0.0377358490566038,106
PstI.TP898020,4,68518674,0.000538605799485336,0.090277335851094,PstI.TP898020,0.0660377358490566,106
NsiI.TP824820,1,56735765,0.000559576941531791,-0.102423551474771,NsiI.TP824820,0.0518867924528302,106
PstI.TP83255,4,56842889,0.000613907639094312,-0.255561199714705,PstI.TP83255,0.0141509433962265,106
PstI.TP744800,6,49370163,0.00063431624475531,-0.0764146183372509,PstI.TP744800,0.0471698113207547,106
PstI.TP1246489,3,6130583,0.00080657237216842,0.112392499474194,PstI.TP1246489,0.0330188679245283,106
PstI.TP1153192,3,6746550,0.000830962156794887,-0.135756137712155,PstI.TP1153192,0.0283018867924528,106
PstI.TP833275,1,77225365,0.00085523256291222,0.0892370151497515,PstI.TP833275,0.0613207547169811,106
NsiI.TP555329,3,67453921,0.000880788373501175,-0.0844943719206532,NsiI.TP555329,0.0566037735849056,106
PstI.TP1066472,2,73495691,0.000955665326123293,-0.0778737996032595,PstI.TP1066472,0.0849056603773585,106
NsiI.TP10565,11,9242,0.000969625308061337,-0.148970244074674,NsiI.TP10565,0.0188679245283019,106
NsiI.TP184008,3,11490897,0.00114097668672653,-0.0883033227275094,NsiI.TP184008,0.0518867924528302,106
PstI.TP399236,6,58316655,0.00122150703758132,0.140245623520009,PstI.TP399236,0.0188679245283019,106
PstI.TP762971,11,5268,0.0012428021021835,-0.0822109307661218,PstI.TP762971,0.0754716981132075,106
PstI.TP835273,11,5785,0.0012480528975377,0.104315517598406,PstI.TP835273,0.0235849056603774,106
PstI.TP543102,11,4035,0.00125976014716541,-0.0555197246748667,PstI.TP543102,0.0990566037735849,106
PstI.TP235369,1,8337767,0.00127589491905935,-0.119225617081815,PstI.TP235369,0.0330188679245284,106
PstI.TP1082413,11,7556,0.00133633884291725,0.130612265886375,PstI.TP1082413,0.0283018867924528,106
NsiI.TP216880,9,57840413,0.00136365738947457,-0.0890712928197344,NsiI.TP216880,0.0566037735849056,106
