"Name","Chromosome","Position"
"PstI.TP506588",1,80675
"PstI.TP863331",1,161269
"PstI.TP424788",1,263370
"PstI.TP931820",1,284314
"PstI.TP425356",1,569039
"PstI.TP999740",1,569491
"PstI.TP1152021",1,865447
"PstI.TP716618",1,918921
"PstI.TP354591",1,1050082
"PstI.TP856852",1,1153760
"PstI.TP929619",1,1952038
"PstI.TP417865",1,2030761
"PstI.TP885267",1,2084430
"PstI.TP1294018",1,2280325
"PstI.TP966432",1,2596832
"PstI.TP1085601",1,2820903
"PstI.TP1268585",1,2988383
"PstI.TP59735",1,3027630
"PstI.TP849876",1,3050119
"PstI.TP626124",1,3342723
"PstI.TP1059573",1,3357749
"NsiI.TP504485",1,3381640
"PstI.TP1244443",1,3397749
"PstI.TP1199997",1,3471828
"PstI.TP757375",1,3471897
"PstI.TP726521",1,3535515
"PstI.TP374511",1,3576636
"PstI.TP1267977",1,3576713
"PstI.TP1155202",1,3620639
"PstI.TP961085",1,3705536
"PstI.TP21889",1,3705780
"PstI.TP891020",1,4033768
"PstI.TP1007615",1,4064445
"PstI.TP629254",1,4276045
"PstI.TP140451",1,4460094
"PstI.TP403850",1,4535788
"NsiI.TP468762",1,4620729
"PstI.TP307588",1,4762662
"PstI.TP920636",1,4777048
"PstI.TP947391",1,4891496
"PstI.TP683907",1,4900973
"PstI.TP402429",1,4990016
"PstI.TP1126882",1,5115206
"PstI.TP684655",1,5379329
"NsiI.TP367540",1,5460609
"PstI.TP291849",1,5571398
"PstI.TP677745",1,5751851
"PstI.TP739422",1,5776555
"PstI.TP705967",1,5858828
"PstI.TP1252197",1,5912854
"PstI.TP116123",1,5967108
"PstI.TP804275",1,5979740
"PstI.TP523933",1,6018181
"PstI.TP722242",1,6187691
"NsiI.TP488601",1,6409370
"PstI.TP1015835",1,6514843
"PstI.TP547229",1,6574881
"PstI.TP1129801",1,6608649
"PstI.TP1136661",1,6752030
"PstI.TP444825",1,6930877
"PstI.TP572285",1,6947477
"NsiI.TP800074",1,6979429
"PstI.TP806450",1,7007771
"PstI.TP443586",1,7215893
"PstI.TP488378",1,7260223
"NsiI.TP375218",1,7321465
"PstI.TP451905",1,7339832
"PstI.TP712786",1,7449325
"PstI.TP1137764",1,7486769
"PstI.TP1173447",1,7571007
"PstI.TP973605",1,7933170
"PstI.TP972953",1,7984963
"PstI.TP36329",1,8029204
"PstI.TP308053",1,8330660
"PstI.TP424566",1,8533790
"PstI.TP983141",1,8569458
"PstI.TP461927",1,9014162
"PstI.TP443245",1,9039678
"PstI.TP542649",1,9116308
"PstI.TP581769",1,9144035
"PstI.TP745827",1,9270379
"PstI.TP701371",1,9558859
"PstI.TP390724",1,9756005
"PstI.TP258967",1,9761381
"PstI.TP377610",1,9851445
"PstI.TP498398",1,10010021
"PstI.TP1106149",1,10181736
"PstI.TP593918",1,10465079
"NsiI.TP360999",1,10465743
"PstI.TP323026",1,10477035
"PstI.TP91211",1,10530796
"PstI.TP488889",1,10576905
"PstI.TP667320",1,10965394
"PstI.TP869093",1,11187262
"PstI.TP835148",1,11456164
"PstI.TP319571",1,11815150
"PstI.TP1288084",1,11935767
"PstI.TP939213",1,11990855
"PstI.TP301133",1,12137712
"NsiI.TP690036",1,12138480
"PstI.TP308387",1,12249163
"PstI.TP401102",1,12714512
"PstI.TP770895",1,13263569
"PstI.TP726878",1,13263594
"PstI.TP775845",1,13537099
"PstI.TP473065",1,14979768
"PstI.TP994295",1,15000089
"PstI.TP745600",1,15174350
"PstI.TP548596",1,16432580
"PstI.TP1150194",1,16733554
"PstI.TP875497",1,17132096
"PstI.TP97518",1,17476051
"PstI.TP311967",1,17610629
"PstI.TP907404",1,18035898
"PstI.TP510832",1,18167351
"NsiI.TP20060",1,18191763
"PstI.TP1183011",1,18308062
"PstI.TP533117",1,18662889
"PstI.TP166501",1,18793961
"PstI.TP298371",1,19099334
"PstI.TP458499",1,19100550
"PstI.TP579186",1,19637965
"PstI.TP574132",1,19943823
"PstI.TP890977",1,20013575
"NsiI.TP352570",1,20251715
"NsiI.TP440927",1,20252244
"PstI.TP1239144",1,20685889
"PstI.TP851166",1,21305923
"PstI.TP198890",1,21626192
"PstI.TP1074331",1,21885836
"PstI.TP761935",1,22258955
"PstI.TP1133775",1,23057893
"PstI.TP328085",1,23102616
"PstI.TP1020277",1,23246220
"PstI.TP1256502",1,23777666
"PstI.TP884909",1,23972025
"PstI.TP543090",1,25480362
"PstI.TP757921",1,26848011
"PstI.TP288641",1,27158173
"PstI.TP309238",1,27158767
"PstI.TP896979",1,28970255
"PstI.TP510044",1,31327463
"PstI.TP1104697",1,34536264
"PstI.TP231608",1,46403489
"PstI.TP1213378",1,46786394
"PstI.TP261824",1,50142562
"PstI.TP1189297",1,50142670
"PstI.TP1162168",1,50144561
"PstI.TP1138376",1,51888724
"PstI.TP481755",1,51889649
"PstI.TP452799",1,52828554
"PstI.TP548667",1,53141843
"PstI.TP665437",1,54999161
"PstI.TP1007712",1,56295361
"PstI.TP309283",1,56385216
"PstI.TP822327",1,56871868
"PstI.TP377200",1,56910407
"PstI.TP1041006",1,57001520
"PstI.TP807213",1,57183105
"PstI.TP1165736",1,57192298
"PstI.TP264010",1,57283338
"PstI.TP445858",1,57330069
"NsiI.TP755202",1,57718474
"PstI.TP9065",1,57881166
"PstI.TP708344",1,57964831
"PstI.TP720409",1,58165134
"PstI.TP607895",1,58398018
"PstI.TP975092",1,59040624
"PstI.TP546331",1,59140499
"PstI.TP502131",1,59426545
"NsiI.TP45219",1,60042018
"PstI.TP773822",1,60097008
"PstI.TP457393",1,60097068
"PstI.TP1185674",1,60148122
"NsiI.TP94007",1,60313546
"NsiI.TP63377",1,60947105
"PstI.TP1014707",1,60949616
"PstI.TP774975",1,61157443
"PstI.TP1246681",1,61289286
"PstI.TP365645",1,61353360
"PstI.TP483846",1,61901448
"PstI.TP288904",1,62080065
"PstI.TP153019",1,62238600
"NsiI.TP462536",1,62433879
"PstI.TP1235985",1,62443684
"PstI.TP116028",1,62738111
"PstI.TP332665",1,62857264
"PstI.TP834485",1,62936010
"PstI.TP424159",1,63417435
"PstI.TP84880",1,63680478
"NsiI.TP267317",1,63808055
"PstI.TP622702",1,63849924
"PstI.TP403217",1,63867116
"PstI.TP816739",1,64060896
"PstI.TP1252633",1,64114120
"PstI.TP820348",1,64116607
"PstI.TP1281541",1,64484981
"PstI.TP997652",1,64799296
"PstI.TP833589",1,64801253
"PstI.TP944748",1,64883503
"PstI.TP876794",1,65066495
"PstI.TP961110",1,65184135
"PstI.TP477712",1,65237054
"PstI.TP197677",1,65249144
"PstI.TP358803",1,65256453
"PstI.TP924658",1,65264909
"NsiI.TP615624",1,65289533
"PstI.TP223398",1,65603849
"PstI.TP966260",1,65795867
"PstI.TP530837",1,65836675
"NsiI.TP117758",1,66087512
"PstI.TP46198",1,66096584
"PstI.TP69498",1,66230707
"NsiI.TP482264",1,66520178
"PstI.TP393536",1,66632271
"NsiI.TP459012",1,67058618
"PstI.TP1171121",1,67376990
"PstI.TP787593",1,67474277
"NsiI.TP712037",1,67933970
"PstI.TP420086",1,68042057
"PstI.TP94114",1,68081418
"PstI.TP1021466",1,68344473
"PstI.TP1131578",1,68512918
"PstI.TP929783",1,68577350
"NsiI.TP252602",1,68982448
"PstI.TP1045708",1,69041513
"NsiI.TP801056",1,69044428
"PstI.TP871336",1,69055455
"PstI.TP884447",1,69119836
"PstI.TP468115",1,69143489
"PstI.TP299690",1,69193739
"PstI.TP754866",1,69204551
"PstI.TP345976",1,69318742
"NsiI.TP19909",1,69328566
"PstI.TP317631",1,69806063
"PstI.TP687743",1,69969234
"PstI.TP452364",1,70416615
"PstI.TP180949",1,70527436
"PstI.TP663427",1,70529598
"PstI.TP448080",1,70586488
"PstI.TP494387",1,70689700
"PstI.TP1205408",1,70741243
"PstI.TP790103",1,70752961
"PstI.TP549992",1,70753172
"PstI.TP665587",1,70753604
"PstI.TP225232",1,70799952
"PstI.TP69823",1,70805200
"PstI.TP1046209",1,71112715
"PstI.TP1260916",1,71157310
"PstI.TP142395",1,71238859
"PstI.TP1177494",1,71370263
"PstI.TP901545",1,71391273
"NsiI.TP456517",1,71506832
"PstI.TP826904",1,71509086
"PstI.TP352846",1,71717994
"PstI.TP436494",1,71906250
"PstI.TP1259220",1,71924579
"PstI.TP590182",1,71928782
"PstI.TP283526",1,71936668
"PstI.TP55623",1,72147488
"PstI.TP1168372",1,72238288
"PstI.TP197060",1,72303333
"PstI.TP1150061",1,72347889
"PstI.TP1207347",1,72663921
"PstI.TP82716",1,72737215
"PstI.TP889862",1,72868614
"PstI.TP848433",1,72949385
"PstI.TP927424",1,73127829
"PstI.TP1212476",1,73145262
