"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00947418285172904,0.0108953102794884,0.0108953102794884,0.0127901468498342,0.01468498342018,0.0213169114163903,0.0279488394126007
"0.05",0.049265750828991,0.0506868782567504,0.0516342965419233,0.05873993368072,0.0715300805305542,0.0923732828043581,0.11747986736144
"0.1",0.0994789199431549,0.10279488394126,0.105163429654192,0.111321648507816,0.123164377072478,0.150639507342492,0.196115585030791
"0.2",0.199431549028896,0.201326385599242,0.20558976788252,0.216011369019422,0.244907626717196,0.316911416390336,0.382283278067267
"0.3",0.299384178114638,0.307437233538607,0.315490288962577,0.332070108953103,0.363334912363809,0.451918522027475,0.54334438654666
"0.4",0.399336807200379,0.408810990052108,0.41923259118901,0.44197063003316,0.488867835149218,0.582662245381336,0.676456655613453
"0.5",0.49928943628612,0.506395073424917,0.514921837991473,0.544291804831833,0.592610137375651,0.687825675035528,0.798199905258172
"0.6",0.599242065371862,0.608242539081004,0.620085267645666,0.650402652771198,0.696352439602084,0.811463761250592,0.916153481762198
"0.7",0.699194694457603,0.708668877309332,0.720037896731407,0.74893415442918,0.81572714353387,0.920890573188063,1
"0.8",0.799147323543344,0.81572714353387,0.827096162955945,0.856939838938891,0.908100426338228,1,1
"0.9",0.899099952629086,0.907153008053055,0.91852202747513,0.949786830885836,1,1,1
"1",0.999526290857414,1,1,1,1,1,1
