"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00947418285172904,0.00994789199431549,0.00994789199431549,0.0104216011369019,0.0118427285646613,0.0156324017053529,0.0208432022738039
"0.05",0.049265750828991,0.0525817148270962,0.0563713879677878,0.0577925153955471,0.0710563713879678,0.10279488394126,0.127901468498342
"0.1",0.0994789199431549,0.101373756513501,0.105163429654192,0.114163903363335,0.125059213642823,0.159166271909048,0.188536238749408
"0.2",0.199431549028896,0.202273803884415,0.206537186167693,0.223117006158219,0.248223590715301,0.299384178114638,0.355755566082425
"0.3",0.299384178114638,0.303173851255329,0.312174324964472,0.326859308384652,0.355755566082425,0.412126954050213,0.487920416864045
"0.4",0.399336807200379,0.405968735196589,0.413548081477973,0.438654666035054,0.47134059687352,0.550450023685457,0.630980577925154
"0.5",0.49928943628612,0.505447655139744,0.510658455708195,0.534817621980104,0.577451444812885,0.657034580767409,0.737091425864519
"0.6",0.599242065371862,0.607768829938418,0.61676930364756,0.644244433917575,0.681667456181904,0.764092846991947,0.851729038370441
"0.7",0.699194694457603,0.709616295594505,0.716721932733302,0.740407389862624,0.781146376125059,0.86783514921838,0.961629559450497
"0.8",0.799147323543344,0.810516342965419,0.819516816674562,0.844623401231644,0.885836096636665,0.977735670298437,1
"0.9",0.899099952629086,0.904310753197537,0.915206063477025,0.942681193747039,0.987683562292752,1,1
"1",0.999526290857414,1,1,1,1,1,1
