SNP,Chromosome,Position,P.value,maf,effect
PstI.TP21658,1,65682514,0.00837948679878914,NA,0.403045319536645
PstI.TP37052,11,     304,0.00466065806511223,NA,-0.330479109495752
PstI.TP38986,11,     318,0.00806216483584817,NA,0.427972089674885
PstI.TP94792,1,  731905,6.88265932116518e-11,NA,-0.335790665549152
PstI.TP126528,1,18396876,0.00585194799973009,NA,-0.232592571857405
PstI.TP222648,5,66913366,0.00257594472573334,NA,0.167363350258402
PstI.TP224908,6,47071016,0.0090200803672575,NA,-0.197195959356286
PstI.TP267454,11,    2169,0.00587601493227665,NA,0.158203432580178
PstI.TP270923,5,55034742,0.00694312949588729,NA,-0.170268645975054
PstI.TP302415,11,    2390,0.00123783246186031,NA,-0.261570337288595
PstI.TP308922,1,14021607,0.000635745038027552,NA,0.344093725337098
PstI.TP310238,2,68978659,0.00946036258975515,NA,-1.03534998565151
PstI.TP313625,10,17540181,0.00140977854479972,NA,0.216951983688461
PstI.TP320216,11,    2535,0.00871689249549713,NA,-0.262936992003424
PstI.TP321390,3,55497945,5.57547504659771e-07,NA,0.242841052755873
PstI.TP339605,7,60288135,0.00641260806430451,NA,-0.395581699838491
PstI.TP351899,6,46132630,0.00366118131449144,NA,0.185110214399095
PstI.TP370442,11,    2913,0.000477295371752688,NA,-0.283082041201024
PstI.TP398716,2,  890320,0.00861494782924755,NA,0.516821387708503
PstI.TP403633,11,    3135,0.00733563016322702,NA,-6.2228340199893
PstI.TP448714,1,71901069,0.00162053716935966,NA,0.537866076940829
PstI.TP455257,7,56772945,8.03415305729722e-08,NA,-1.47974882794007
PstI.TP456781,1,10088332,0.000142944643121146,NA,0.592163563120274
PstI.TP471512,4,  838209,1.76796142653419e-05,NA,0.531947897246024
PstI.TP488503,11,    3702,0.00717265353325421,NA,-0.568761193983532
PstI.TP523328,9,58344870,0.000124617001218151,NA,0.22463156290061
PstI.TP632245,11,    4440,0.000353708123586166,NA,-0.319157773788756
PstI.TP680792,3, 5190546,0.00670641928177066,NA,0.284608987010071
PstI.TP736503,1, 2979376,0.00459058699754956,NA,-0.151022478171521
PstI.TP757368,9,56488908,0.00453572682763661,NA,0.200136548188417
PstI.TP773172,3,55061314,0.0095982866071777,NA,0.161739818409188
PstI.TP805227,10, 8847055,0.00237658909071931,NA,-0.350609874271654
PstI.TP808539,11,    5606,0.00256784869709145,NA,0.687432288789955
PstI.TP853289,2,59992101,0.00741887300008517,NA,-3.38798129884557
PstI.TP876330,11,    6114,0.00340280126865778,NA,-0.410421665493198
PstI.TP1026837,11,    7135,0.0071559095795987,NA,-0.161282897682125
PstI.TP1042728,6,54916919,0.00265816909292334,NA,-0.210489037502367
PstI.TP1104392,11,    7727,0.00817950645505599,NA,0.146670243443882
PstI.TP1108787,11,    7765,0.000824259097266085,NA,1.28018391234879
