SNP,Chromosome,Position,P.value,maf,effect
PstI.TP1061,11,      10,0.00493970158890056,NA,-4.75825657450654e-05
PstI.TP4553,11,      20,0.00251037287759303,NA,0.000101984497884537
PstI.TP20240,2,70200081,0.00152780468879133,NA,-0.0163240255351531
PstI.TP53642,1, 9729065,6.33352394169446e-05,NA,-8.62368770908821e-05
PstI.TP60187,11,     505,0.00899458931701567,NA,5.60811932882936e-05
PstI.TP115049,2,63954188,0.00254293076929957,NA,-0.000285837277048187
PstI.TP126255,6,50898138,0.0041322235481085,NA,4.13263264156257e-05
PstI.TP159310,1,23777761,0.00850580253352624,NA,0.00105471548277786
PstI.TP195962,7,63734553,0.00637069128300786,NA,-7.37368182124691e-05
PstI.TP207812,8,44672544,0.00192570378111159,NA,8.63961814174122e-05
PstI.TP214763,2,63534053,0.00597623013863354,NA,0.000148429069374245
PstI.TP225611,3, 9970824,0.00963413774855544,NA,-5.17073731457484e-05
PstI.TP247563,11,    2013,0.00508822870097635,NA,-0.000263796415697733
PstI.TP256859,6,49643801,0.00257773114545206,NA,4.11734181036082e-05
PstI.TP277421,1,17621133,0.00887381894958341,NA,3.59520970948047e-05
PstI.TP287194,8,59983699,0.00673808984206652,NA,6.88898172519072e-05
PstI.TP299726,9, 2970040,0.00170930994230351,NA,-7.04085157755049e-05
PstI.TP301582,3,55310171,0.00650308807413278,NA,-3.25334073102161e-05
PstI.TP310238,2,68978659,0.00116221541108369,NA,-0.00029531115381308
PstI.TP348342,2, 2043793,0.00968181702761073,NA,7.20893452549191e-05
PstI.TP364469,1,15807512,6.66837981570001e-05,NA,-6.71739266831762e-05
PstI.TP386089,1,74989741,0.00895325959225912,NA,-5.72180894128823e-05
PstI.TP394317,11,    3076,0.00349455724150202,NA,9.66767819472079e-05
PstI.TP398038,10, 9055053,0.00584187548454449,NA,-4.62039246699059e-05
PstI.TP418989,11,    3253,0.00919973319304973,NA,-6.84209475493493e-05
PstI.TP427055,8,53245772,0.0095051025732963,NA,-0.000108958264377541
PstI.TP458346,1,11754862,0.000242481653649271,NA,7.99656331251631e-05
PstI.TP485188,3,73943256,0.00635850019765716,NA,6.16475695706118e-05
PstI.TP490113,11,    3718,0.00847809971861702,NA,6.24919185828168e-05
PstI.TP548351,4,66384656,0.00764592909415686,NA,0.000168086419066224
PstI.TP581539,1,20198717,0.00593622240332027,NA,7.8716194460574e-05
PstI.TP587962,1,72984552,0.00604490545006669,NA,-5.09481724594461e-05
PstI.TP588782,11,    4213,0.00263133737837991,NA,-0.000129767969264346
PstI.TP605306,11,    4280,0.00710769191616267,NA,-0.000239024587631218
PstI.TP608480,9,46997895,0.00457836556341404,NA,4.10644920380007e-05
PstI.TP610513,5,70330274,0.00287313354103828,NA,-3.9458834666562e-05
PstI.TP642750,1, 2436778,0.00992655503731986,NA,-0.000113313785460824
PstI.TP661261,2, 3657127,0.00726995147947565,NA,-3.18714026936945e-05
PstI.TP700182,9,56152423,0.00553137121066349,NA,-3.72577495044895e-05
PstI.TP722093,9, 3026606,0.00609180640638937,NA,-0.000107448982392721
PstI.TP725219,11,    5009,0.00956916488017405,NA,-0.000115268620632291
PstI.TP731518,5,62754867,0.00810567956711083,NA,-2.83000975708755e-05
PstI.TP734933,7,44399101,0.00868637065714038,NA,-7.69482526478086e-05
PstI.TP750467,8,16300896,0.00926702966572341,NA,-4.04516331504364e-05
PstI.TP836290,11,    5795,0.00775189679878697,NA,-3.88804558089167e-05
