SNP,Chromosome,Position,P.value,effect,maf,nobs
NsiI.TP620354,1,2563,0.671468441564422,0.095306468449714,0.0410414197769591,124
GFSSContig17137_940,1,36536,0.964397546189295,-0.00799969786002186,0.0808345748213998,124
PstI.TP989644,1,80828,0.149419620818742,0.175449454409094,0.193612603177584,124
PstI.TP312105,1,81356,0.690716041478913,0.0311923264485771,0.416423992334501,124
NsiI.TP481742,1,154583,0.809425626224391,0.0243239763316685,0.295198594684769,124
PstI.TP863331,1,161269,0.161369732062629,0.260726624364365,0.0645161290322581,124
NsiI.TP71772,1,180079,0.300522004406442,-0.110344931011537,0.221782537639579,124
NsiI.TP611047,1,185165,0.358178343967796,-0.237847764976338,0.0443548387096774,124
NsiI.TP611046,1,185173,0.538623419988718,0.0854864055351196,0.10642563590511,124
PstI.TP1169914,1,194807,0.298065659677387,-0.235323475119859,0.0348666002097252,124
NsiI.TP96063,1,195779,0.0363945972349541,0.260762234997389,0.377127800854126,124
PstI.TP1189410,1,250990,0.63213708384981,-0.31681681423491,0.0942532590141497,124
NsiI.TP521153,1,258294,0.948534252914123,-0.0114646800235175,0.0600097459463824,124
PstI.TP271714,1,262844,0.050888178740654,-0.330437102869284,0.0736879019484056,124
PstI.TP931820,1,284314,0.611383761630625,0.141376975195069,0.0282258064516129,124
NsiI.TP426085,1,284999,0.626151750786448,-0.159237540851874,0.0216870169890613,124
NsiI.TP148773,1,285352,0.455254220399616,0.114359656583419,0.120967741935484,124
PstI.TP710662,1,335281,0.77785804833003,-0.077152157189321,0.0337891263528228,124
NsiI.TP579900,1,335878,0.0397814909043382,-0.679337540723306,0.0202828500830398,124
NsiI.TP443857,1,339059,0.163812876209283,0.325840348797123,0.0611820331189106,124
PstI.TP1043926,1,365816,0.174068162156124,0.186966719662358,0.121485343659031,124
NsiI.TP414280,1,378096,0.845593746810092,0.0482043263249343,0.315423150882954,124
NsiI.TP807695,1,389941,0.155379541259733,0.154613289258373,0.216235613938984,124
NsiI.TP701463,1,396123,0.235751864100901,0.417681230248027,0.0213673815416811,124
PstI.TP585790,1,399151,0.630525023755881,0.247968695737951,0.0471973182712115,124
NsiI.TP622255,1,399695,0.978057398847049,-0.204440474705507,0.00104355379592536,124
PstI.TP948856,1,403321,0.0894255872326997,0.1618861783795,0.419434285980477,124
PstI.TP1037554,1,403777,0.881168551670094,0.0279483056569432,0.0704868593303063,124
NsiI.TP122940,1,430012,0.637715198145617,-0.0626706510862879,0.133135463209497,124
NsiI.TP755662,1,447763,0.659625448311329,-0.226854370122265,0.0208355938739913,124
NsiI.TP703893,1,450123,0.186225272325372,-0.14672135738882,0.43928806104718,124
PstI.TP1026667,1,480929,0.746019012868156,0.167398142482494,0.0143632884337531,124
NsiI.TP413787,1,481003,0.109686663102994,0.195629939932731,0.177688947990682,124
PstI.TP213420,1,508729,0.0856888982404887,-1.10006430048013,0.0407113677084792,124
NsiI.TP591161,1,512907,0.381689810099431,-0.0956952014490238,0.174018793915323,124
PstI.TP747136,1,552332,0.565458322100222,0.339798997958159,0.0501779317256426,124
PstI.TP184304,1,572620,0.478015378049693,0.0669042604583654,0.440869115839932,124
PstI.TP1132231,1,588023,0.692330185057571,-0.0419472313864411,0.186856789803046,124
NsiI.TP144536,1,588858,0.451352679323452,-0.390519528678388,0.0104514541294699,124
PstI.TP536170,1,662254,0.752081966094829,-0.0288436873962447,0.295834643837214,124
PstI.TP1181766,1,679657,0.958107291195656,-0.0369328556796216,0.0150783352416886,124
PstI.TP854736,1,683267,0.706594026968613,-0.0715899545869081,0.0492294997394035,124
PstI.TP83381,1,713539,0.168776995623789,-0.217993701566092,0.116935483870968,124
PstI.TP94792,1,731905,0.447049579190786,-0.0621741710454229,0.357148578601959,124
NsiI.TP802651,1,754114,0.776891106918664,0.0413720813808036,0.0652982772739212,124
NsiI.TP513479,1,757107,0.849502408625059,0.0516828755520058,0.2175801321918,124
PstI.TP1039014,1,759496,0.838272526060564,0.0272037581265431,0.146467583396432,124
