"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"135","OWA","SUPER","PstI.TP90936",11,768,1.43341505079093e-06
"135","OWA","SUPER","NsiI.TP440500",9,59299455,5.19903631546062e-05
"135","OWA","SUPER","PstI.TP461927",1,9014162,2.27171311936131e-06
"135","OWA","SUPER","NsiI.TP403662",1,3957731,0.00014125479212136
"135","OWA","SUPER","PstI.TP452364",1,70416615,4.8119250920071e-05
"135","OWA","SUPER","PstI.TP522635",11,3904,0.000122498148892145
"135","OWA","SUPER","NsiI.TP570294",11,16176,5.35601860270815e-05
"135","OWA","SUPER","PstI.TP349556",9,56207028,4.36576914919237e-05
"135","OWA","SUPER","PstI.TP857720",4,67675201,5.1498716669056e-05
"135","OWA","SUPER","NsiI.TP624872",4,60455775,2.23195281761486e-05
"135","OWA","SUPER","NsiI.TP70557",7,59141689,0.000113626252126494
"135","OWA","SUPER","PstI.TP773027",3,16863797,6.13756461995547e-05
