"","Name","Chromosome","Position","CmDW_g","Cml_cm","CmD_BI_mm","CmD_LI_mm","CmN.","Bcirc_cm","Yld_kg","SDW_kg","CCirc_cm","Lg","GS","FD","SRD","ADD","rrBLUP.CmDW_g","rrBLUP.Cml_cm","rrBLUP.CmD_BI_mm","rrBLUP.CmD_LI_mm","rrBLUP.CmN.","rrBLUP.Bcirc_cm","rrBLUP.Yld_kg","rrBLUP.SDW_kg","rrBLUP.CCirc_cm","rrBLUP.Lg","rrBLUP.GS","rrBLUP.FD","rrBLUP.SRD","rrBLUP.ADD"
"2811","PstI.TP506588",1,80675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3800","PstI.TP863331",1,161269,0.113476445671665,0.0627306328314252,0.337133755804713,0.131007864732642,0.0342956752710139,0.0755142182846456,0.242225877855705,0.190831995752801,0.0863456659820995,0.189242408123956,0.257481841934056,0.0363115586448111,0.05260227238569,0.0987593513945509,0.770058207982159,0.865504573603292,0.46011484369103,0.739591881507726,0.924068837521553,0.840399492969998,0.572498195520514,0.644418506784588,0.819698865526252,0.646781503964612,0.552736517647045,0.919789486964435,0.885926571472916,0.796600635623118
"758","NsiI.TP611047",1,185165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2180","PstI.TP271714",1,262844,0.0772078183343915,0.0505595941508385,0.167376687355299,0.0370329133839526,0.460146320963993,0.293841473740901,0.23281339364699,0.307833955469807,0.38747106231104,0.122004824477063,0.274049037343301,0.150530254827972,0.0673608187821323,0.160126815901826,0.83712860399208,0.890103289119353,0.68017914619712,0.918263002488487,0.346620048774,0.508344964880086,0.58504140898777,0.492227693941049,0.409759411784597,0.755083839566919,0.532048180901996,0.707081940585824,0.856326100225138,0.691628982720001
"2617","PstI.TP424788",1,263370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4008","PstI.TP931820",1,284314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51","NsiI.TP148773",1,285352,0.13127798657941,0.173547333472907,0.0462758845043221,0.0366884579964789,0.120492442667128,0.170582403004809,0.348348615799243,0.309486286139374,0.15938668645266,0.204896690066056,0.297988502796388,0.273645836455497,0.0645846142972282,0.174741454408001,0.739132014259405,0.67058319629322,0.898926359350753,0.91899160052434,0.757717918105247,0.675176933816215,0.448385318673601,0.490358506760322,0.692808669397551,0.623883227120349,0.503513938281796,0.532542366115901,0.861817653018663,0.668741916683
"727","NsiI.TP579900",1,335878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2619","PstI.TP425356",1,569039,0.823677239626568,0.777347377716942,0.919701653174889,0.812739555959386,0.670384910337074,0.3274069181654,0.461115565111062,0.212794943120952,0.198556036756758,0.971477452833366,0.198234916323095,1.31469688439478,0.398905350041561,1.95890636186688e-05,0.150079979037068,0.1669754498916,0.120309063671124,0.153907733992301,0.21360680770833,0.470536244408961,0.345847336122522,0.612639587912948,0.63305867325956,0.106788023199213,0.633526934448725,0.0484510413389119,0.399111875160174,0.999954895531363
"4201","PstI.TP999740",1,569491,0.220740965730966,0.0661744710237262,0.0355776219490186,0.204927075035245,0.0905954363226225,0.0228544601241837,0.407268293489398,0.433350802846907,0.295470104354945,0.152605961235083,0.0647834971224867,0.190432318388186,0.689588065110998,0.387784580567497,0.601532413580315,0.858668495551338,0.921345200937393,0.623839579295436,0.811716854350507,0.948736348612191,0.391499946017426,0.368679675998401,0.506442210421454,0.703710512348613,0.861423078607062,0.645011832402254,0.204367548275798,0.409463712201676
"972","NsiI.TP802651",1,754114,0.120032449379812,0.0970168854071359,0.0348548236619715,0.201967415968917,0.974311897677202,0.866548743575941,0.143085056531156,0.0865266047489793,0.56437517565088,1.1774102085603,0.454889395613014,0.600619544168715,0.688987052913845,0.0722900414133181,0.758520898158308,0.799803157986331,0.922879876687247,0.628105482232252,0.106093335202979,0.135972554424924,0.719308087789915,0.819357428053898,0.272662130822925,0.066464507568795,0.350841213417098,0.250830564666197,0.204650564576594,0.846661786415694
"731","NsiI.TP585976",1,829048,1.10493050566372,0.947308366084684,1.22250667113244,0.856245143657762,0.744293715989029,0.514876243542267,1.25098155395947,1.22614575603174,1.21345024823428,1.41585537653788,0.216943228374852,0.37443749914118,0.595038180878042,0.361144021200277,0.0785361295418038,0.112899400007119,0.0599091735982316,0.139237063780167,0.1801798761287,0.305579176689252,0.0561071806253488,0.059409273832318,0.0611715875688828,0.0383835044286497,0.606815648254476,0.422243041172034,0.25407493264631,0.435367472717053
"1425","PstI.TP1152021",1,865447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3344","PstI.TP716618",1,918921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1669","PstI.TP1246584",1,1015480,1.17031154485236,1.25571134087402,1.14701833905068,0.757942848385462,0.847708071360884,0.341859790107592,0.714710045328019,0.828366167427686,0.871807010792949,0.0636211006698447,0.289814786738784,0.341283714219371,0.763611373062892,0.670319885628684,0.0675598155416338,0.0554994474241973,0.0712822928956976,0.174605191204548,0.142001171938585,0.455134974579067,0.192881224584315,0.148468333090736,0.13433617836668,0.863731780161563,0.513080150269104,0.455739095208889,0.172341007281159,0.213638792365816
"2432","PstI.TP354591",1,1050082,0.0332505571664273,0.253844536035157,0.00114474069425821,0.042008948418223,0.0427451391325933,1.080274780081,0.154376629701582,0.189303064908847,0.0094695684630849,0.0173715218446734,0.16865477820452,0.768038516599512,0.0869215896771875,0.165739870356621,0.926295262410928,0.557385239865372,0.997367607978341,0.907801825187854,0.906264275950224,0.0831237676855138,0.700847244694621,0.646691175976057,0.978431512255984,0.960790008667959,0.678180380727305,0.170593108710778,0.818612572379475,0.68274751740972
"3782","PstI.TP856852",1,1153760,0.0302678307376065,0.123213372290644,0.253187016171078,0.117243668011386,0.0193838447621917,0.376473975007578,0.390448918855802,0.477201516046002,0.643181626164966,0.29612191475674,0.000253265770829423,0.564279903020074,0.0987803880025254,0.265345832785177,0.932678937442738,0.752985525136002,0.558229757712156,0.763407341240898,0.956348443208125,0.420267711364311,0.406959397021902,0.333271736180824,0.2274146161887,0.505682687286927,0.999417004019758,0.272721952186475,0.796562050354073,0.542817908332487
"1049","PstI.TP1010387",1,1174408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3513","PstI.TP775725",1,1175417,0.955445221355633,0.559031542258642,1.05993627813746,0.899373265134566,0.359664941602224,0.132966341221529,0.44811405549244,0.279296248115552,1.31259177393396,0.20920289698601,0.313147107344089,1.74381040395052,0.740368480505394,1.02964229686683,0.110803831619231,0.276037736622478,0.0871091391473818,0.126074349162579,0.436852734354135,0.736264157376698,0.356357533638015,0.525658573169237,0.0486864631379027,0.617727737989813,0.486242474252611,0.0180380503999421,0.181815757416901,0.0934023284784738
"872","NsiI.TP72077",1,1422420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1808","PstI.TP13650",1,1521127,0.0408413844228998,0.174575641905915,0.0335510871798788,0.0761231078572754,0.0919455316215324,0.0905874177390403,0.231531012594217,0.363850691845501,0,0.253456694719088,5.63248530636321,0.339888786647385,0.154200354897839,0.255747585513491,0.910245657186843,0.668997289352283,0.925654491591284,0.839222061612198,0.80919738079328,0.811731841599484,0.586771467278509,0.432662552574498,1,0.557883228188615,2.33085197447699e-06,0.45720525492761,0.70113176773391,0.554948158352403
"2348","PstI.TP329515",1,1537490,0.244191413881317,0.235931972416098,0.377913015298048,0.360271322305963,0.243254875294624,0.184924663365637,0.191306591975689,0.0988018888086761,0.163382449500271,0.0894119747157113,0.938175240332861,0.644918165481017,0.0155568900102558,0.710856526978931,0.569913029602202,0.580855395178641,0.418877453546951,0.43624320733088,0.571143350225307,0.653243860386058,0.643714672052755,0.796522615585726,0.686463658405683,0.81393181640714,0.115298792665497,0.226507107686364,0.964812918737509,0.194600285468879
"1117","PstI.TP1031399",1,1661159,0.399573129618908,0.776117903404361,0.34178815365459,0.0637671755338079,0.30233568822215,0.604727392748789,0.0200785921975662,0.0798237429838384,0.091158616961044,0.0992759002106369,0.337438208094593,0.287311948605039,0.351058404307704,0.858108577220343,0.398498664600999,0.167448821986235,0.455210054843133,0.86344131299843,0.49849902333967,0.248469226069529,0.954819781211883,0.83210140825903,0.810664925398477,0.795653723974837,0.459792403655371,0.516045566671248,0.445596320179039,0.138640917175523
"965","NsiI.TP796534",1,1682668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4000","PstI.TP929619",1,1952038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
