"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"4","Trait19","mrMLM","NsiI.TP257077","1"," 6103539"," 0.0439","9.1329","10.052316","18.3663","0.4821","C","0.0031","0.0095"
"4","Trait19","mrMLM","PstI.TP572438","3","71178778","-0.0482","3.9480"," 4.696974"," 7.0038","0.1607","A","",""
"4","Trait19","mrMLM","PstI.TP622176","3","65129470"," 0.0323","4.5296"," 5.305910"," 8.8792","0.5000","C","",""
"4","Trait19","mrMLM","NsiI.TP578970","4","66129633"," 0.0344","4.6114"," 5.391290"," 7.8987","0.2500","G","",""
"4","Trait19","mrMLM","NsiI.TP821811","4","48427329","-0.0490","6.1113"," 6.948071","17.0250","0.1696","A","",""
"4","Trait19","mrMLM","PstI.TP852912","6","60106545"," 0.0366","5.9398"," 6.770777"," 8.3676","0.1518","C","",""
"4","Trait19","FASTmrMLM","PstI.TP131472","1","7412958","2e-04","4.996","5.792","1e-04","0.0833","A","0.0024","0.0095"
"4","Trait19","FASTmrMLM","PstI.TP929267","1","63290479","-0.0279","3.23","3.9396","3.3228","0.1886","C","",""
"4","Trait19","FASTmrMLM","PstI.TP661215","3","54129611","3e-04","4.1388","4.8971","8e-04","0.2237","A","",""
"4","Trait19","FASTmrMLM","PstI.TP705829","6","58061911","-0.0056","7.7108","8.5952","0.0661","0.1053","G","",""
"4","Trait19","FASTmrMLM","PstI.TP1282314","9","15059279","0.0176","4.3288","5.0961","2.6884","0.1842","A","",""
"4","Trait19","FASTmrMLM","PstI.TP1264238","10","5451657","1.0435e-05","3.0502","3.7487","1.5601e-07","0.0526","C","",""
"4","Trait19","FASTmrMLM","PstI.TP125419","10","50424324","-0.0256","10.7768","11.7307","2.2255","0.2237","G","",""
"4","Trait19","FASTmrMLM","PstI.TP1020545","11","7078","0.0307","9.0404","9.9577","9.1767","0.4956","A","",""
"4","Trait19","FASTmrMLM","NsiI.TP46117","11","9698","1.0258e-05","3.217","3.9258","4.499e-07","0.0746","A","",""
"4","Trait19","FASTmrMLM","NsiI.TP59527","11","9833","0.027","10.1136","11.0542","7.6156","0.2807","A","",""
"4","Trait19","FASTmrMLM","NsiI.TP245890","11","11906","-0.0067","5.1283","5.9295","0.4551","0.4781","A","",""
"4","Trait19","FASTmrMLM","NsiI.TP276353","11","12193","0.0189","4.8588","5.6492","2.1063","0.3026","C","",""
"4","Trait19","FASTmrMLM","NsiI.TP652861","11","17176","-0.0359","5.1838","5.9872","3.551","0.2149","A","",""
"4","Trait19","FASTmrEMMA","PstI.TP591523","4","68425352","-0.0064","3.0025","3.698","0.0405","0.2237","C","0.0026","0.0095"
"4","Trait19","FASTmrEMMA","PstI.TP133136","5","65324990","0.0762","4.8608","5.6512","7.0373","0.2237","C","",""
"4","Trait19","pLARmEB","PstI.TP661215","3","54129611","0.0224","3.858","4.6024","2.3924","0.2237","A","0.0027","0.0095"
"4","Trait19","pLARmEB","PstI.TP876839","4","6887064","0.0534","4.8542","5.6444","9.159","0.4079","C","",""
"4","Trait19","pLARmEB","NsiI.TP211131","6","32284894","-0.057","5.4543","6.268","2.13","0.1184","C","",""
"4","Trait19","pLARmEB","NsiI.TP493682","7","59972191","-0.0092","4.4059","5.1767","0.4046","0.3114","A","",""
"4","Trait19","pLARmEB","PstI.TP1282314","9","15059279","0.0286","3.2318","3.9415","3.2419","0.1842","A","",""
"4","Trait19","pLARmEB","PstI.TP125419","10","50424324","-0.0186","4.7258","5.5106","0.5341","0.2237","G","",""
"4","Trait19","pLARmEB","PstI.TP874146","11","6098","0.0275","3.8824","4.6281","1.2716","0.057","A","",""
"4","Trait19","pLARmEB","PstI.TP1020545","11","7078","0.0324","13.7438","14.7505","4.6847","0.4956","A","",""
"4","Trait19","pLARmEB","NsiI.TP434835","11","14151","7.9652e-05","4.6594","5.4414","2.0391e-05","0.3289","A","",""
