"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","QTN effect","LOD score","-log10(P)","r2 (%)","MAF","Genotype  for code 1","Var_Error","Var_phen (total)"
"18","Trait33","mrMLM","NsiI.TP205114","2","58611885","-0.0125","7.3335"," 8.207583","11.3761","0.3214","G","4e-04","8e-04"
"18","Trait33","mrMLM","PstI.TP622176","3","65129470"," 0.0168","9.2746","10.197212","25.4417","0.5000","C","",""
"18","Trait33","mrMLM","NsiI.TP616446","9","56031936","-0.0136","8.5311"," 9.436389","18.8884","0.4866","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP257077","1","6103539","0.003","1043.3353","Inf","1.0296","0.4868","C","0","8e-04"
"18","Trait33","FASTmrMLM","NsiI.TP102967","1","6105258","-0.0015","874.5594","Inf","0.2832","0.2851","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP481176","1","7350098","0.0028","1020.2537","Inf","0.3055","0.2456","A","",""
"18","Trait33","FASTmrMLM","PstI.TP1126710","1","18437271","3e-04","995.4171","Inf","0","0.0307","G","",""
"18","Trait33","FASTmrMLM","PstI.TP109752","1","50256891","0.001","900.6726","Inf","0.0245","0.0702","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP30868","1","51136397","-0.0012","989.34","Inf","0.0357","0.114","G","",""
"18","Trait33","FASTmrMLM","PstI.TP1248141","1","57379416","0.0024","930.8009","Inf","0.7084","0.2675","C","",""
"18","Trait33","FASTmrMLM","PstI.TP929267","1","63290479","-8e-04","979.3032","Inf","0.0289","0.1886","C","",""
"18","Trait33","FASTmrMLM","PstI.TP134743","1","73610397","-8e-04","901.024","Inf","0.0148","0.0482","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP323223","1","74770267","0.001","922.219","Inf","0.0438","0.1623","C","",""
"18","Trait33","FASTmrMLM","PstI.TP537292","1","78162057","-0.0015","998.5785","Inf","0.265","0.2807","C","",""
"18","Trait33","FASTmrMLM","PstI.TP245404","1","79960134","-0.0024","807.9006","Inf","0","0.1535","C","",""
"18","Trait33","FASTmrMLM","PstI.TP640960","1","80209769","0.0016","1039.7397","Inf","0.0346","0.0395","C","",""
"18","Trait33","FASTmrMLM","PstI.TP360841","2","2832783","9e-04","1025.5657","Inf","0.0418","0.4079","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP765685","2","16612091","-0.0015","1012.4171","Inf","0","0.0307","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP205114","2","58611885","-0.0025","952.8409","Inf","0.5167","0.3289","G","",""
"18","Trait33","FASTmrMLM","NsiI.TP430697","2","62257725","0.0035","732.5491","Inf","1.5782","0.25","A","",""
"18","Trait33","FASTmrMLM","PstI.TP1213136","2","64427943","-3e-04","946.2904","Inf","0.0084","0.3246","A","",""
"18","Trait33","FASTmrMLM","PstI.TP293151","2","65329772","-0.002","1052.5989","Inf","0.429","0.3728","A","",""
"18","Trait33","FASTmrMLM","PstI.TP800800","2","66545388","-0.0011","1016.3004","Inf","0.0152","0.0482","C","",""
"18","Trait33","FASTmrMLM","PstI.TP778374","2","70165447","-0.0024","951.4534","Inf","0.2875","0.0658","A","",""
"18","Trait33","FASTmrMLM","PstI.TP40160","2","77518912","0.0014","1030.6034","Inf","0.0389","0.0702","G","",""
"18","Trait33","FASTmrMLM","PstI.TP312198","3","8384639","3e-04","977.1786","Inf","0.009","0.1886","C","",""
"18","Trait33","FASTmrMLM","PstI.TP661215","3","54129611","0.0038","1041.0251","Inf","1.7556","0.2237","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP123780","3","55955099","-6e-04","1019.3609","Inf","0.0156","0.2632","C","",""
"18","Trait33","FASTmrMLM","PstI.TP513949","3","61369495","0.0018","1009.8124","Inf","0.4024","0.3553","A","",""
"18","Trait33","FASTmrMLM","PstI.TP964683","3","64769478","-0.0021","980.3965","Inf","0.1397","0.0439","C","",""
"18","Trait33","FASTmrMLM","PstI.TP622176","3","65129470","0.0016","992.261","Inf","0.2741","0.5","C","",""
"18","Trait33","FASTmrMLM","PstI.TP332845","3","68039381","2e-04","1003.3223","Inf","0.0021","0.4474","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP150749","3","69413427","-0.0024","965.9917","Inf","0.0517","0.1272","C","",""
"18","Trait33","FASTmrMLM","GFSSContig11128_893","3","69715214","-3e-04","937.863","Inf","0.0096","0.4474","T","",""
"18","Trait33","FASTmrMLM","PstI.TP572438","3","71178778","8e-04","922.0615","Inf","0.0229","0.1579","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP56457","4","4041209","-0.0022","959.9859","Inf","0.6104","0.3246","A","",""
"18","Trait33","FASTmrMLM","PstI.TP742556","4","5083145","-6e-04","950.9786","Inf","0.0349","0.1579","C","",""
"18","Trait33","FASTmrMLM","PstI.TP876839","4","6887064","0.0034","908.5202","Inf","0.9631","0.4079","C","",""
"18","Trait33","FASTmrMLM","NsiI.TP821811","4","48427329","-0.0041","996.2553","Inf","1.4743","0.1667","A","",""
"18","Trait33","FASTmrMLM","NsiI.TP750468","4","55101918","-0.002","1014.931","Inf","0.254","0.1009","A","",""
"18","Trait33","FASTmrMLM","PstI.TP1281114","4","59340580","-0.0024","817.452","Inf","0.2891","0.3509","A","",""
"18","Trait33","FASTmrMLM","PstI.TP675318","4","60844616","-0.0038","1002.848","Inf","0.5292","0.1272","A","",""
