SNP,Chromosome,Position,DF,t Value,std Error,effect
PstI.TP863331,1,  161269,104,-1.33097525555448,0.0862097985219866,-0.0317097585489684
PstI.TP271714,1,  262844,104,0.511199218990705,0.0862097985219866,0.0125282975156479
NsiI.TP148773,1,  285352,104,-1.42728682173761,0.0862097985219866,-0.029517559021039
PstI.TP425356,1,  569039,104,1.1540731824438,0.0862097985219866,0.0316575220757473
PstI.TP999740,1,  569491,104,1.30460543810127,0.0862097985219866,0.030456941339536
NsiI.TP802651,1,  754114,104,-0.645202448185253,0.0862097985219866,-0.0148879696232021
NsiI.TP585976,1,  829048,104,0.186877539171082,0.0862097985219866,0.00465353188063927
PstI.TP1246584,1, 1015480,104,-0.133455025528651,0.0862097985219866,-0.0020495219777258
PstI.TP354591,1, 1050082,104,-0.116773597646125,0.0862097985219866,-0.00204703771502185
PstI.TP856852,1, 1153760,104,-1.59871294288935,0.0862097985219866,-0.0436483400936374
PstI.TP775725,1, 1175417,104,0.754027195315046,0.0862097985219866,0.0189713770656443
PstI.TP329515,1, 1537490,104,1.46845913617075,0.0862097985219866,0.0241242716496087
PstI.TP1031399,1, 1661159,104,2.29642824929861,0.0862097985219866,0.0369944936908342
PstI.TP417865,1, 2030761,104,0.580703321741925,0.0862097985219866,0.0132469412980863
NsiI.TP666080,1, 2031570,104,-1.53628486851659,0.0862097985219866,-0.0349489455157071
PstI.TP885267,1, 2084430,104,-0.259530126456292,0.0862097985219866,-0.00874418269159671
PstI.TP1294018,1, 2280325,104,-0.191849820565868,0.0862097985219866,-0.00539201245685048
PstI.TP441536,1, 2816855,104,1.01184724554865,0.0862097985219866,0.0138436199407178
PstI.TP1085601,1, 2820903,104,0.818887551930851,0.0862097985219866,0.0241422410599657
PstI.TP525202,1, 2884119,104,-0.688195708819674,0.0862097985219866,-0.0176395928755032
PstI.TP1268585,1, 2988383,104,-2.3141803492597,0.0862097985219866,-0.056229629434085
PstI.TP849876,1, 3050119,104,0.17963302927164,0.0862097985219866,0.00442094909857861
PstI.TP626124,1, 3342723,104,-0.338275118324485,0.0862097985219866,-0.0131916062244795
PstI.TP1059573,1, 3357749,104,0.995840060210339,0.0862097985219866,0.0248429323066955
PstI.TP1244443,1, 3397749,104,0.894484635569154,0.0862097985219866,0.0190275501887866
PstI.TP726521,1, 3535515,104,-0.0425618865153073,0.0862097985219866,-0.00129885652625883
PstI.TP374511,1, 3576636,104,0.0291196383834379,0.0862097985219866,0.000618526154660459
PstI.TP1267977,1, 3576713,104,0.696278457332002,0.0862097985219866,0.0162150480435517
PstI.TP961085,1, 3705536,104,0.344415340984496,0.0862097985219866,0.00501837014106093
PstI.TP21889,1, 3705780,104,-1.44241180716926,0.0862097985219866,-0.0251038200342118
PstI.TP1053336,1, 3955998,104,-0.38177627579796,0.0862097985219866,-0.00996545120314962
NsiI.TP403662,1, 3957731,104,-1.14880094434017,0.0862097985219866,-0.0274921474127783
PstI.TP891020,1, 4033768,104,0.465216197862346,0.0862097985219866,0.0124073966120109
PstI.TP629259,1, 4276027,104,-2.40670066830556,0.0862097985219866,-0.0401015060750676
PstI.TP140451,1, 4460094,104,0.753719276545997,0.0862097985219866,0.016392956856694
NsiI.TP39399,1, 4465777,104,0.176252839537314,0.0862097985219866,0.00395044332481375
PstI.TP1250346,1, 4555696,104,-1.3904635052559,0.0862097985219866,-0.0426115173418605
NsiI.TP468762,1, 4620729,104,1.21435797589032,0.0862097985219866,0.0323806767020096
PstI.TP1009631,1, 4625223,104,2.55599096750503,0.0862097985219866,0.0815363505460797
PstI.TP982823,1, 4677828,104,-0.168895113689378,0.0862097985219866,-0.00243972945346208
PstI.TP307588,1, 4762662,104,-1.48320816058329,0.0862097985219866,-0.0400212994832684
PstI.TP920636,1, 4777048,104,-0.913050775825413,0.0862097985219866,-0.0234460144931373
PstI.TP1168479,1, 4789991,104,-0.154123689857239,0.0862097985219866,-0.00386880580703476
PstI.TP683907,1, 4900973,104,2.44601031392694,0.0862097985219866,0.0516391447516643
PstI.TP402429,1, 4990016,104,0.948597089592264,0.0862097985219866,0.0266382093746205
PstI.TP748688,1, 5063937,104,-0.214778530792471,0.0862097985219866,-0.00441630546174726
PstI.TP684655,1, 5379329,104,0.442887014630544,0.0862097985219866,0.0071405679247204
PstI.TP213596,1, 5408780,104,0.0850840228396787,0.0862097985219866,0.00155015101432793
NsiI.TP556033,1, 5459542,104,-0.307859826911153,0.0862097985219866,-0.00606066752863675
PstI.TP9547,1, 5534818,104,0.879945615858567,0.0862097985219866,0.0169280963760466
