"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"116","fprinW","mrMLM","PstI.TP532426",7,64966356,4.15527719020432e-07
"116","fprinW","mrMLM","PstI.TP1159423",11,8140,9.41100490996184e-07
"116","fprinW","FASTmrMLM","PstI.TP935651",4,66370793,0.000106365307507644
"116","fprinW","FASTmrEMMA","PstI.TP457393",1,60097068,8.57037845230369e-05
"116","fprinW","FASTmrEMMA","PstI.TP532426",7,64966356,9.89691863869103e-05
"116","fprinW","FASTmrEMMA","PstI.TP1159423",11,8140,7.05504844050652e-08
"116","fprinW","pLARmEB","PstI.TP1268585",1,2988383,0
"116","fprinW","pLARmEB","PstI.TP629259",1,4276027,0
"116","fprinW","pLARmEB","PstI.TP947391",1,4891496,0
"116","fprinW","pLARmEB","PstI.TP476949",1,5536792,0
"116","fprinW","pLARmEB","PstI.TP972953",1,7984963,0
"116","fprinW","pLARmEB","PstI.TP308053",1,8330660,0
"116","fprinW","pLARmEB","PstI.TP419952",1,13194145,0
"116","fprinW","pLARmEB","NsiI.TP210953",1,17586467,0
"116","fprinW","pLARmEB","PstI.TP460935",1,18308167,0
"116","fprinW","pLARmEB","NsiI.TP440927",1,20252244,0
"116","fprinW","pLARmEB","PstI.TP288641",1,27158173,0
"116","fprinW","pLARmEB","PstI.TP968463",1,57418406,0
"116","fprinW","pLARmEB","PstI.TP502131",1,59426545,0
"116","fprinW","pLARmEB","PstI.TP457393",1,60097068,0
"116","fprinW","pLARmEB","PstI.TP308061",1,60402946,0
"116","fprinW","pLARmEB","PstI.TP530837",1,65836675,0
"116","fprinW","pLARmEB","PstI.TP687743",1,69969234,0
"116","fprinW","pLARmEB","PstI.TP901545",1,71391273,0
"116","fprinW","pLARmEB","PstI.TP352846",1,71717994,0
"116","fprinW","pLARmEB","NsiI.TP499934",1,76362422,0
"116","fprinW","pLARmEB","PstI.TP172804",1,79485436,0
"116","fprinW","pLARmEB","PstI.TP245404",1,79960134,0
"116","fprinW","pLARmEB","PstI.TP576366",2,375350,0
"116","fprinW","pLARmEB","PstI.TP360841",2,2832783,0
"116","fprinW","pLARmEB","PstI.TP972096",2,3042190,0
"116","fprinW","pLARmEB","PstI.TP749310",2,9525754,0
