"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"116","TFN","mrMLM","PstI.TP1071296",11,7466,8.94363362336307e-08
"116","TFN","FASTmrMLM","PstI.TP1071296",11,7466,0.000157108614967396
"116","TFN","pLARmEB","PstI.TP995173",2,70172526,0.000121786738489126
"116","TFN","pLARmEB","PstI.TP797783",3,57068036,0.000141449038602332
"116","TFN","pLARmEB","PstI.TP647611",4,59195320,0.00016043532559702
"116","TFN","ISIS EM-BLASSO","PstI.TP995173",2,70172526,4.77419331137077e-05
"116","TFN","ISIS EM-BLASSO","PstI.TP797783",3,57068036,9.22359021688246e-05
"116","TFN","FarmCPU","PstI.TP651320",5,35481232,6.59448525652814e-07
"116","TFN","FarmCPU","PstI.TP209642",2,67215455,3.90046717913741e-06
"116","TFN","FarmCPU","NsiI.TP648509",10,41353679,1.17799308643511e-05
