"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"116","GHW_50","mrMLM","PstI.TP532426",7,64966356,2.56604341530563e-07
"116","GHW_50","mrMLM","PstI.TP1159423",11,8140,6.11321964416939e-07
"116","GHW_50","FASTmrEMMA","PstI.TP532426",7,64966356,4.40149284286815e-05
"116","GHW_50","FASTmrEMMA","PstI.TP1159423",11,8140,1.68538839812662e-07
"116","GHW_50","pLARmEB","PstI.TP1268585",1,2988383,0
"116","GHW_50","pLARmEB","PstI.TP629259",1,4276027,0
"116","GHW_50","pLARmEB","PstI.TP947391",1,4891496,0
"116","GHW_50","pLARmEB","PstI.TP476949",1,5536792,0
"116","GHW_50","pLARmEB","PstI.TP1015835",1,6514843,0
"116","GHW_50","pLARmEB","PstI.TP308053",1,8330660,0
"116","GHW_50","pLARmEB","PstI.TP419952",1,13194145,0
"116","GHW_50","pLARmEB","NsiI.TP210953",1,17586467,0
"116","GHW_50","pLARmEB","NsiI.TP440927",1,20252244,0
"116","GHW_50","pLARmEB","PstI.TP288641",1,27158173,0
"116","GHW_50","pLARmEB","PstI.TP968463",1,57418406,0
"116","GHW_50","pLARmEB","PstI.TP502131",1,59426545,0
"116","GHW_50","pLARmEB","PstI.TP457393",1,60097068,0
"116","GHW_50","pLARmEB","PstI.TP308061",1,60402946,0
"116","GHW_50","pLARmEB","PstI.TP530837",1,65836675,0
"116","GHW_50","pLARmEB","PstI.TP687743",1,69969234,0
"116","GHW_50","pLARmEB","PstI.TP901545",1,71391273,0
"116","GHW_50","pLARmEB","PstI.TP352846",1,71717994,0
"116","GHW_50","pLARmEB","NsiI.TP499934",1,76362422,0
"116","GHW_50","pLARmEB","PstI.TP172804",1,79485436,0
"116","GHW_50","pLARmEB","PstI.TP576366",2,375350,0
"116","GHW_50","pLARmEB","PstI.TP360841",2,2832783,0
"116","GHW_50","pLARmEB","PstI.TP972096",2,3042190,0
"116","GHW_50","pLARmEB","PstI.TP749310",2,9525754,0
"116","GHW_50","pLARmEB","PstI.TP883579",2,47758114,0
"116","GHW_50","pLARmEB","PstI.TP334931",2,51848838,0
"116","GHW_50","pLARmEB","PstI.TP1122752",2,56295956,0
"116","GHW_50","pLARmEB","PstI.TP249296",2,57415075,0
"116","GHW_50","pLARmEB","PstI.TP548709",2,61335066,0
"116","GHW_50","pLARmEB","PstI.TP634696",2,61336578,0
"116","GHW_50","pLARmEB","PstI.TP641744",2,61738293,0
"116","GHW_50","pLARmEB","PstI.TP772632",2,65920887,0
"116","GHW_50","pLARmEB","PstI.TP1231486",2,73904492,0
"116","GHW_50","pLARmEB","PstI.TP541575",2,74276308,0
"116","GHW_50","pLARmEB","NsiI.TP436966",3,208286,0
"116","GHW_50","pLARmEB","PstI.TP211419",3,12715735,0
"116","GHW_50","pLARmEB","PstI.TP731882",3,19716780,0
"116","GHW_50","pLARmEB","PstI.TP308868",3,50361949,0
"116","GHW_50","pLARmEB","PstI.TP325958",3,54129415,0
"116","GHW_50","pLARmEB","PstI.TP985838",3,58380810,0
"116","GHW_50","pLARmEB","NsiI.TP529124",3,63127607,0
"116","GHW_50","pLARmEB","NsiI.TP173658",3,64787835,0
"116","GHW_50","pLARmEB","NsiI.TP425376",3,65120217,0
"116","GHW_50","pLARmEB","PstI.TP770204",3,67523376,0
"116","GHW_50","pLARmEB","PstI.TP568461",3,74315454,0
"116","GHW_50","pLARmEB","PstI.TP708955",4,2043677,0
"116","GHW_50","pLARmEB","PstI.TP532669",4,3498516,0
"116","GHW_50","pLARmEB","PstI.TP1210085",4,5549411,0
"116","GHW_50","pLARmEB","PstI.TP248632",4,6371322,0
"116","GHW_50","pLARmEB","PstI.TP337951",4,40615943,0
"116","GHW_50","pLARmEB","PstI.TP1150046",4,55510631,0
"116","GHW_50","pLARmEB","PstI.TP31970",4,61637545,0
"116","GHW_50","pLARmEB","PstI.TP875866",4,64992383,0
"116","GHW_50","pLARmEB","PstI.TP935651",4,66370793,0
"116","GHW_50","pLARmEB","PstI.TP805691",4,66925540,0
"116","GHW_50","pLARmEB","PstI.TP569914",5,1262747,0
"116","GHW_50","pLARmEB","PstI.TP979536",5,2060722,0
"116","GHW_50","pLARmEB","PstI.TP404885",6,51199851,0
"116","GHW_50","pLARmEB","PstI.TP942201",6,51864974,0
"116","GHW_50","pLARmEB","NsiI.TP652621",6,56522972,0
"116","GHW_50","pLARmEB","PstI.TP788586",6,57442567,0
"116","GHW_50","pLARmEB","PstI.TP939692",6,57716221,0
"116","GHW_50","pLARmEB","PstI.TP1220434",6,57879537,0
"116","GHW_50","pLARmEB","PstI.TP822493",7,8114551,0
"116","GHW_50","pLARmEB","PstI.TP716056",7,12018520,0
"116","GHW_50","pLARmEB","PstI.TP780884",7,54360893,0
"116","GHW_50","pLARmEB","PstI.TP838226",7,56380657,0
"116","GHW_50","pLARmEB","PstI.TP780069",7,60189505,0
"116","GHW_50","pLARmEB","PstI.TP1274931",7,61404400,0
"116","GHW_50","pLARmEB","PstI.TP195962",7,63734553,0
"116","GHW_50","pLARmEB","PstI.TP532426",7,64966356,0
"116","GHW_50","pLARmEB","PstI.TP350262",8,2905616,0
"116","GHW_50","pLARmEB","PstI.TP1118313",8,3139823,0
"116","GHW_50","pLARmEB","PstI.TP417854",8,3908674,0
"116","GHW_50","pLARmEB","PstI.TP1064216",8,19305443,0
"116","GHW_50","pLARmEB","NsiI.TP179941",8,55948810,0
"116","GHW_50","pLARmEB","PstI.TP700381",8,56933270,0
"116","GHW_50","pLARmEB","PstI.TP373660",8,62666468,0
"116","GHW_50","pLARmEB","PstI.TP654004",9,2357362,0
"116","GHW_50","pLARmEB","PstI.TP1107519",9,3315165,0
"116","GHW_50","pLARmEB","PstI.TP998803",9,51615898,0
"116","GHW_50","pLARmEB","NsiI.TP663012",9,52480175,0
"116","GHW_50","pLARmEB","PstI.TP475191",9,53225889,0
"116","GHW_50","pLARmEB","PstI.TP1104589",9,56629291,0
"116","GHW_50","pLARmEB","NsiI.TP66114",9,57265279,0
"116","GHW_50","pLARmEB","PstI.TP428592",9,59017930,0
"116","GHW_50","pLARmEB","PstI.TP220787",10,1055307,0
"116","GHW_50","pLARmEB","NsiI.TP502082",10,1262753,0
"116","GHW_50","pLARmEB","PstI.TP583995",10,3085156,0
"116","GHW_50","pLARmEB","PstI.TP1156107",10,4914081,0
"116","GHW_50","pLARmEB","PstI.TP831544",10,5137704,0
"116","GHW_50","pLARmEB","PstI.TP248498",10,57422064,0
