"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"116","fprinGW","mrMLM","PstI.TP532426",7,64966356,3.12607216906849e-07
"116","fprinGW","mrMLM","PstI.TP1159423",11,8140,9.20180445595371e-07
"116","fprinGW","FASTmrEMMA","PstI.TP532426",7,64966356,0.000114921159720324
"116","fprinGW","FASTmrEMMA","PstI.TP1159423",11,8140,1.89583265694711e-05
"116","fprinGW","pLARmEB","PstI.TP1268585",1,2988383,0
"116","fprinGW","pLARmEB","PstI.TP629259",1,4276027,0
"116","fprinGW","pLARmEB","PstI.TP947391",1,4891496,0
"116","fprinGW","pLARmEB","PstI.TP476949",1,5536792,0
"116","fprinGW","pLARmEB","PstI.TP1015835",1,6514843,0
"116","fprinGW","pLARmEB","PstI.TP972953",1,7984963,0
"116","fprinGW","pLARmEB","PstI.TP308053",1,8330660,0
"116","fprinGW","pLARmEB","PstI.TP419952",1,13194145,0
"116","fprinGW","pLARmEB","NsiI.TP210953",1,17586467,0
"116","fprinGW","pLARmEB","PstI.TP460935",1,18308167,0
"116","fprinGW","pLARmEB","NsiI.TP440927",1,20252244,0
"116","fprinGW","pLARmEB","PstI.TP288641",1,27158173,0
"116","fprinGW","pLARmEB","PstI.TP1162168",1,50144561,0
"116","fprinGW","pLARmEB","PstI.TP1282088",1,57117988,0
"116","fprinGW","pLARmEB","PstI.TP968463",1,57418406,0
"116","fprinGW","pLARmEB","PstI.TP502131",1,59426545,0
"116","fprinGW","pLARmEB","PstI.TP457393",1,60097068,0
"116","fprinGW","pLARmEB","PstI.TP308061",1,60402946,0
"116","fprinGW","pLARmEB","PstI.TP530837",1,65836675,0
"116","fprinGW","pLARmEB","PstI.TP687743",1,69969234,0
"116","fprinGW","pLARmEB","PstI.TP352846",1,71717994,0
"116","fprinGW","pLARmEB","NsiI.TP499934",1,76362422,0
"116","fprinGW","pLARmEB","PstI.TP843008",1,77620090,0
"116","fprinGW","pLARmEB","PstI.TP172804",1,79485436,0
"116","fprinGW","pLARmEB","PstI.TP245404",1,79960134,0
"116","fprinGW","pLARmEB","PstI.TP576366",2,375350,0
"116","fprinGW","pLARmEB","PstI.TP360841",2,2832783,0
"116","fprinGW","pLARmEB","PstI.TP972096",2,3042190,0
"116","fprinGW","pLARmEB","PstI.TP749310",2,9525754,0
"116","fprinGW","pLARmEB","PstI.TP883579",2,47758114,0
"116","fprinGW","pLARmEB","PstI.TP334931",2,51848838,0
"116","fprinGW","pLARmEB","PstI.TP1122752",2,56295956,0
"116","fprinGW","pLARmEB","PstI.TP249296",2,57415075,0
"116","fprinGW","pLARmEB","PstI.TP548709",2,61335066,0
"116","fprinGW","pLARmEB","PstI.TP634696",2,61336578,0
"116","fprinGW","pLARmEB","PstI.TP641744",2,61738293,0
"116","fprinGW","pLARmEB","PstI.TP772632",2,65920887,0
"116","fprinGW","pLARmEB","PstI.TP1231486",2,73904492,0
"116","fprinGW","pLARmEB","PstI.TP541575",2,74276308,0
"116","fprinGW","pLARmEB","NsiI.TP436966",3,208286,0
"116","fprinGW","pLARmEB","PstI.TP1226186",3,7342289,0
"116","fprinGW","pLARmEB","PstI.TP211419",3,12715735,0
"116","fprinGW","pLARmEB","PstI.TP731882",3,19716780,0
"116","fprinGW","pLARmEB","PstI.TP246329",3,29389536,0
"116","fprinGW","pLARmEB","PstI.TP325958",3,54129415,0
"116","fprinGW","pLARmEB","PstI.TP985838",3,58380810,0
"116","fprinGW","pLARmEB","PstI.TP1036003",3,59881138,0
"116","fprinGW","pLARmEB","PstI.TP1022061",3,61377198,0
"116","fprinGW","pLARmEB","NsiI.TP529124",3,63127607,0
"116","fprinGW","pLARmEB","PstI.TP796422",3,65263672,0
"116","fprinGW","pLARmEB","PstI.TP770204",3,67523376,0
"116","fprinGW","pLARmEB","PstI.TP568461",3,74315454,0
"116","fprinGW","pLARmEB","PstI.TP708955",4,2043677,0
"116","fprinGW","pLARmEB","PstI.TP532669",4,3498516,0
"116","fprinGW","pLARmEB","PstI.TP1210085",4,5549411,0
"116","fprinGW","pLARmEB","PstI.TP248632",4,6371322,0
"116","fprinGW","pLARmEB","PstI.TP1150046",4,55510631,0
"116","fprinGW","pLARmEB","PstI.TP31970",4,61637545,0
"116","fprinGW","pLARmEB","PstI.TP875866",4,64992383,0
"116","fprinGW","pLARmEB","PstI.TP935651",4,66370793,0
"116","fprinGW","pLARmEB","PstI.TP644170",5,13189719,0
"116","fprinGW","pLARmEB","PstI.TP815225",6,49235314,0
"116","fprinGW","pLARmEB","PstI.TP850689",6,49449385,0
"116","fprinGW","pLARmEB","PstI.TP404885",6,51199851,0
"116","fprinGW","pLARmEB","PstI.TP942201",6,51864974,0
"116","fprinGW","pLARmEB","NsiI.TP652621",6,56522972,0
"116","fprinGW","pLARmEB","PstI.TP788586",6,57442567,0
"116","fprinGW","pLARmEB","PstI.TP1220434",6,57879537,0
"116","fprinGW","pLARmEB","PstI.TP780884",7,54360893,0
"116","fprinGW","pLARmEB","PstI.TP838226",7,56380657,0
"116","fprinGW","pLARmEB","PstI.TP624170",7,56509983,0
"116","fprinGW","pLARmEB","PstI.TP780069",7,60189505,0
"116","fprinGW","pLARmEB","PstI.TP1274931",7,61404400,0
"116","fprinGW","pLARmEB","PstI.TP195962",7,63734553,0
"116","fprinGW","pLARmEB","PstI.TP532426",7,64966356,0
"116","fprinGW","pLARmEB","PstI.TP350262",8,2905616,0
"116","fprinGW","pLARmEB","PstI.TP1118313",8,3139823,0
"116","fprinGW","pLARmEB","PstI.TP1064216",8,19305443,0
"116","fprinGW","pLARmEB","PstI.TP1125574",8,50631722,0
"116","fprinGW","pLARmEB","NsiI.TP179941",8,55948810,0
"116","fprinGW","pLARmEB","PstI.TP700381",8,56933270,0
"116","fprinGW","pLARmEB","PstI.TP373660",8,62666468,0
"116","fprinGW","pLARmEB","PstI.TP654004",9,2357362,0
"116","fprinGW","pLARmEB","PstI.TP1107519",9,3315165,0
"116","fprinGW","pLARmEB","PstI.TP1266699",9,13714262,0
"116","fprinGW","pLARmEB","PstI.TP998803",9,51615898,0
"116","fprinGW","pLARmEB","PstI.TP1038963",9,51887439,0
"116","fprinGW","pLARmEB","NsiI.TP663012",9,52480175,0
"116","fprinGW","pLARmEB","PstI.TP1104589",9,56629291,0
"116","fprinGW","pLARmEB","NsiI.TP66114",9,57265279,0
"116","fprinGW","pLARmEB","PstI.TP1156107",10,4914081,0
"116","fprinGW","pLARmEB","PstI.TP831544",10,5137704,0
"116","fprinGW","pLARmEB","PstI.TP719659",10,54993631,0
"116","fprinGW","pLARmEB","PstI.TP85647",10,60886778,0
"116","fprinGW","pLARmEB","PstI.TP9255",11,64,0
"116","fprinGW","pLARmEB","PstI.TP65497",11,546,0
"116","fprinGW","pLARmEB","PstI.TP96953",11,798,0
"116","fprinGW","pLARmEB","PstI.TP177166",11,1456,0
"116","fprinGW","pLARmEB","PstI.TP201653",11,1648,0
"116","fprinGW","pLARmEB","PstI.TP350552",11,2761,0
"116","fprinGW","pLARmEB","PstI.TP394317",11,3076,0
"116","fprinGW","pLARmEB","PstI.TP444076",11,3404,0
"116","fprinGW","pLARmEB","PstI.TP490779",11,3725,0
"116","fprinGW","pLARmEB","PstI.TP527171",11,3934,0
"116","fprinGW","pLARmEB","PstI.TP675802",11,4696,0
"116","fprinGW","pLARmEB","PstI.TP762971",11,5268,0
"116","fprinGW","pLARmEB","PstI.TP897375",11,6255,0
"116","fprinGW","pLARmEB","PstI.TP919648",11,6431,0
"116","fprinGW","pLARmEB","PstI.TP1071296",11,7466,0
"116","fprinGW","pLARmEB","PstI.TP1124649",11,7892,0
"116","fprinGW","pLARmEB","PstI.TP1159423",11,8140,0
