"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"116","FNMain","mrMLM","PstI.TP1071296",11,7466,7.50122167743741e-05
"116","FNMain","FASTmrEMMA","PstI.TP1071296",11,7466,4.10393052461016e-05
"116","FNMain","pLARmEB","PstI.TP651320",5,35481232,1.79019359926501e-06
"116","FNMain","pLARmEB","PstI.TP745785",6,45615805,1.07275364783553e-05
"116","FNMain","ISIS EM-BLASSO","PstI.TP651320",5,35481232,5.00725835640335e-06
"116","FNMain","ISIS EM-BLASSO","PstI.TP745785",6,45615805,5.00149685440278e-06
"116","FNMain","ISIS EM-BLASSO","PstI.TP55941",6,51146867,8.85115609830836e-05
"116","FNMain","FarmCPU","PstI.TP651320",5,35481232,3.04232017507443e-07
"116","FNMain","FarmCPU","PstI.TP702574",6,57893505,4.42215461317922e-07
"116","FNMain","FarmCPU","PstI.TP744920",11,5140,5.8270009254388e-06
"116","FNMain","FarmCPU","PstI.TP945872",7,60295761,1.08862475415731e-05
