"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"116","fprind","mrMLM","PstI.TP360841",2,2832783,2.250556912849e-05
"116","fprind","mrMLM","PstI.TP532426",7,64966356,8.65593526851432e-06
"116","fprind","mrMLM","PstI.TP1159423",11,8140,0.000111609458228671
"116","fprind","FASTmrMLM","PstI.TP325958",3,54129415,0.000163606291310142
"116","fprind","FASTmrMLM","PstI.TP532426",7,64966356,4.48229049996621e-06
"116","fprind","FASTmrMLM","PstI.TP1159423",11,8140,1.46892627764387e-05
"116","fprind","FASTmrEMMA","PstI.TP532426",7,64966356,6.36648910200372e-05
"116","fprind","FASTmrEMMA","PstI.TP1159423",11,8140,2.46206775302122e-07
"116","fprind","pLARmEB","PstI.TP935651",4,66370793,7.44731973905989e-06
"116","fprind","pLARmEB","PstI.TP532426",7,64966356,1.23822623095899e-06
"116","fprind","pLARmEB","PstI.TP1159423",11,8140,4.6719695117188e-06
"116","fprind","ISIS EM-BLASSO","PstI.TP772632",2,65920887,2.4305244822203e-06
"116","fprind","ISIS EM-BLASSO","PstI.TP935651",4,66370793,8.29086798586446e-06
"116","fprind","ISIS EM-BLASSO","PstI.TP532426",7,64966356,1.52791783381961e-08
"116","fprind","ISIS EM-BLASSO","PstI.TP1159423",11,8140,1.04039917705135e-07
