"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"116","GHW_1","mrMLM","PstI.TP360841",2,2832783,1.94158317538378e-06
"116","GHW_1","mrMLM","NsiI.TP436966",3,208286,3.59083955068772e-05
"116","GHW_1","mrMLM","PstI.TP935651",4,66370793,1.97024847487356e-05
"116","GHW_1","FASTmrEMMA","PstI.TP457393",1,60097068,1.6421015082946e-05
"116","GHW_1","pLARmEB","PstI.TP1015835",1,6514843,1.01227846999511e-07
"116","GHW_1","pLARmEB","PstI.TP308053",1,8330660,0.000129062478206054
"116","GHW_1","pLARmEB","NsiI.TP499934",1,76362422,5.1856117768584e-07
"116","GHW_1","pLARmEB","PstI.TP843008",1,77620090,3.64250368664763e-08
"116","GHW_1","pLARmEB","PstI.TP245404",1,79960134,3.37831389929058e-12
"116","GHW_1","pLARmEB","PstI.TP576366",2,375350,3.15936643568252e-07
"116","GHW_1","pLARmEB","PstI.TP360841",2,2832783,1.40734313831835e-05
"116","GHW_1","pLARmEB","PstI.TP772632",2,65920887,9.11381062129295e-06
"116","GHW_1","pLARmEB","PstI.TP1231486",2,73904492,8.4042700709994e-12
"116","GHW_1","pLARmEB","PstI.TP217258",3,3992070,7.84332118881962e-06
"116","GHW_1","pLARmEB","PstI.TP41440",3,59899767,5.86138164514028e-06
"116","GHW_1","pLARmEB","NsiI.TP173658",3,64787835,3.54405130280993e-05
"116","GHW_1","pLARmEB","PstI.TP568461",3,74315454,3.77485261724059e-15
"116","GHW_1","pLARmEB","PstI.TP532669",4,3498516,1.19563879998812e-08
"116","GHW_1","pLARmEB","PstI.TP935651",4,66370793,6.82181597938182e-08
"116","GHW_1","pLARmEB","PstI.TP357318",6,48450955,2.67855149453233e-09
"116","GHW_1","pLARmEB","PstI.TP1254872",7,56573064,8.26418441715796e-08
"116","GHW_1","pLARmEB","PstI.TP831544",10,5137704,0.00011145511389316
"116","GHW_1","pLARmEB","PstI.TP1234552",10,60231357,1.48183551751643e-08
"116","GHW_1","pLARmEB","PstI.TP27966",11,215,5.23962251905937e-05
"116","GHW_1","pLARmEB","PstI.TP648083",11,4571,5.31373632118709e-07
"116","GHW_1","pLARmEB","PstI.TP1175461",11,8280,3.75837404288444e-12
"116","GHW_1","pLARmEB","NsiI.TP560012",11,16067,4.55931921659222e-05
"116","GHW_1","ISIS EM-BLASSO","PstI.TP476949",1,5536792,0.000188278183673468
"116","GHW_1","ISIS EM-BLASSO","PstI.TP246329",3,29389536,0.000166111614760001
