"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"116","HW_1","mrMLM","PstI.TP532426",7,64966356,3.36621615571556e-06
"116","HW_1","mrMLM","PstI.TP1159423",11,8140,4.21024142498332e-05
"116","HW_1","FASTmrEMMA","PstI.TP457393",1,60097068,1.8352701456751e-05
"116","HW_1","FASTmrEMMA","PstI.TP1159423",11,8140,2.33077311528264e-05
"116","HW_1","pLARmEB","PstI.TP1268585",1,2988383,0
"116","HW_1","pLARmEB","PstI.TP629259",1,4276027,0
"116","HW_1","pLARmEB","PstI.TP683907",1,4900973,0
"116","HW_1","pLARmEB","PstI.TP476949",1,5536792,0
"116","HW_1","pLARmEB","PstI.TP1015835",1,6514843,0
"116","HW_1","pLARmEB","PstI.TP308053",1,8330660,3.36744103637713e-10
"116","HW_1","pLARmEB","PstI.TP419952",1,13194145,0
"116","HW_1","pLARmEB","PstI.TP770895",1,13263569,0
"116","HW_1","pLARmEB","NsiI.TP440927",1,20252244,0
"116","HW_1","pLARmEB","PstI.TP288641",1,27158173,0
"116","HW_1","pLARmEB","PstI.TP968463",1,57418406,0
"116","HW_1","pLARmEB","PstI.TP502131",1,59426545,0
"116","HW_1","pLARmEB","PstI.TP457393",1,60097068,0
"116","HW_1","pLARmEB","PstI.TP308061",1,60402946,0
"116","HW_1","pLARmEB","PstI.TP530837",1,65836675,0
"116","HW_1","pLARmEB","NsiI.TP117758",1,66087512,0
"116","HW_1","pLARmEB","NsiI.TP575744",1,66841969,0
"116","HW_1","pLARmEB","NsiI.TP624683",1,68159137,0
"116","HW_1","pLARmEB","PstI.TP687743",1,69969234,0
"116","HW_1","pLARmEB","PstI.TP352846",1,71717994,0
"116","HW_1","pLARmEB","NsiI.TP499934",1,76362422,0
"116","HW_1","pLARmEB","PstI.TP843008",1,77620090,0
"116","HW_1","pLARmEB","PstI.TP245404",1,79960134,0
"116","HW_1","pLARmEB","PstI.TP576366",2,375350,0
"116","HW_1","pLARmEB","PstI.TP360841",2,2832783,0
"116","HW_1","pLARmEB","PstI.TP972096",2,3042190,0
"116","HW_1","pLARmEB","PstI.TP883579",2,47758114,0
"116","HW_1","pLARmEB","PstI.TP1122752",2,56295956,0
"116","HW_1","pLARmEB","PstI.TP133700",2,57163911,0
"116","HW_1","pLARmEB","PstI.TP738881",2,57512325,0
"116","HW_1","pLARmEB","PstI.TP1129605",2,60533982,0
"116","HW_1","pLARmEB","NsiI.TP351136",2,61077854,0
"116","HW_1","pLARmEB","PstI.TP548709",2,61335066,0
"116","HW_1","pLARmEB","PstI.TP634696",2,61336578,0
"116","HW_1","pLARmEB","PstI.TP772632",2,65920887,0
"116","HW_1","pLARmEB","PstI.TP1066472",2,73495691,0
"116","HW_1","pLARmEB","PstI.TP1231486",2,73904492,0
"116","HW_1","pLARmEB","PstI.TP541575",2,74276308,0
"116","HW_1","pLARmEB","NsiI.TP436966",3,208286,0
"116","HW_1","pLARmEB","PstI.TP217258",3,3992070,0
"116","HW_1","pLARmEB","PstI.TP1226186",3,7342289,0
"116","HW_1","pLARmEB","PstI.TP211419",3,12715735,0
