"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"116","GFW_1","mrMLM","PstI.TP360841",2,2832783,3.09567956253389e-06
"116","GFW_1","mrMLM","PstI.TP532426",7,64966356,0.000134800964628957
"116","GFW_1","FASTmrEMMA","PstI.TP457393",1,60097068,1.15584606815622e-05
"116","GFW_1","FASTmrEMMA","PstI.TP1159423",11,8140,6.53882930004742e-05
"116","GFW_1","pLARmEB","PstI.TP1268585",1,2988383,7.5822831757163e-08
"116","GFW_1","pLARmEB","PstI.TP629259",1,4276027,0
"116","GFW_1","pLARmEB","PstI.TP947391",1,4891496,0
"116","GFW_1","pLARmEB","PstI.TP476949",1,5536792,0
"116","GFW_1","pLARmEB","PstI.TP308053",1,8330660,0
"116","GFW_1","pLARmEB","PstI.TP107393",1,9287566,0
"116","GFW_1","pLARmEB","PstI.TP419952",1,13194145,3.34425973533734e-11
"116","GFW_1","pLARmEB","PstI.TP770895",1,13263569,0
"116","GFW_1","pLARmEB","PstI.TP288641",1,27158173,0
"116","GFW_1","pLARmEB","PstI.TP502131",1,59426545,0
"116","GFW_1","pLARmEB","PstI.TP457393",1,60097068,0
"116","GFW_1","pLARmEB","PstI.TP308061",1,60402946,0
"116","GFW_1","pLARmEB","PstI.TP530837",1,65836675,0
"116","GFW_1","pLARmEB","NsiI.TP117758",1,66087512,0
"116","GFW_1","pLARmEB","PstI.TP687743",1,69969234,0
"116","GFW_1","pLARmEB","PstI.TP901545",1,71391273,0
"116","GFW_1","pLARmEB","PstI.TP352846",1,71717994,0
"116","GFW_1","pLARmEB","NsiI.TP499934",1,76362422,0
"116","GFW_1","pLARmEB","PstI.TP172804",1,79485436,0
"116","GFW_1","pLARmEB","PstI.TP576366",2,375350,0
"116","GFW_1","pLARmEB","PstI.TP360841",2,2832783,0
"116","GFW_1","pLARmEB","PstI.TP1122752",2,56295956,0
"116","GFW_1","pLARmEB","PstI.TP133700",2,57163911,0
"116","GFW_1","pLARmEB","PstI.TP738881",2,57512325,0
"116","GFW_1","pLARmEB","PstI.TP721827",2,58288607,0
"116","GFW_1","pLARmEB","NsiI.TP351136",2,61077854,0
"116","GFW_1","pLARmEB","PstI.TP634696",2,61336578,0
"116","GFW_1","pLARmEB","PstI.TP641744",2,61738293,2.87276433208083e-10
"116","GFW_1","pLARmEB","PstI.TP772632",2,65920887,0
"116","GFW_1","pLARmEB","PstI.TP1231486",2,73904492,0
"116","GFW_1","pLARmEB","PstI.TP541575",2,74276308,0
"116","GFW_1","pLARmEB","NsiI.TP436966",3,208286,0
"116","GFW_1","pLARmEB","PstI.TP1226186",3,7342289,0
"116","GFW_1","pLARmEB","PstI.TP731882",3,19716780,0
"116","GFW_1","pLARmEB","PstI.TP246329",3,29389536,0
"116","GFW_1","pLARmEB","PstI.TP308868",3,50361949,1.08667581116443e-05
"116","GFW_1","pLARmEB","PstI.TP325958",3,54129415,0
"116","GFW_1","pLARmEB","PstI.TP28134",3,56267653,0
"116","GFW_1","pLARmEB","PstI.TP985838",3,58380810,0
"116","GFW_1","pLARmEB","PstI.TP1036003",3,59881138,0
"116","GFW_1","pLARmEB","PstI.TP41440",3,59899767,0
"116","GFW_1","pLARmEB","NsiI.TP529124",3,63127607,0
"116","GFW_1","pLARmEB","NsiI.TP173658",3,64787835,0
"116","GFW_1","pLARmEB","PstI.TP770204",3,67523376,0
"116","GFW_1","pLARmEB","PstI.TP568461",3,74315454,0
"116","GFW_1","pLARmEB","PstI.TP708955",4,2043677,0
"116","GFW_1","pLARmEB","PstI.TP532669",4,3498516,0
"116","GFW_1","pLARmEB","PstI.TP1059365",4,3535002,0
"116","GFW_1","pLARmEB","PstI.TP504809",4,5155593,0
"116","GFW_1","pLARmEB","PstI.TP248632",4,6371322,0
"116","GFW_1","pLARmEB","PstI.TP31970",4,61637545,0
"116","GFW_1","pLARmEB","PstI.TP875866",4,64992383,0
"116","GFW_1","pLARmEB","PstI.TP935651",4,66370793,2.30462357415482e-08
"116","GFW_1","pLARmEB","PstI.TP639947",5,3135429,0
"116","GFW_1","pLARmEB","PstI.TP644170",5,13189719,0
"116","GFW_1","pLARmEB","NsiI.TP501821",5,53570195,0
"116","GFW_1","pLARmEB","PstI.TP152056",5,64031521,0
"116","GFW_1","pLARmEB","PstI.TP166492",6,2200069,0
"116","GFW_1","pLARmEB","PstI.TP357318",6,48450955,0
"116","GFW_1","pLARmEB","PstI.TP404885",6,51199851,0
"116","GFW_1","pLARmEB","PstI.TP942201",6,51864974,3.49140315478586e-08
"116","GFW_1","pLARmEB","NsiI.TP652621",6,56522972,5.39138070469785e-10
"116","GFW_1","pLARmEB","PstI.TP788586",6,57442567,2.00724322164329e-10
"116","GFW_1","pLARmEB","PstI.TP939692",6,57716221,0
"116","GFW_1","pLARmEB","PstI.TP639463",6,60717357,0
"116","GFW_1","pLARmEB","PstI.TP537490",6,60875735,0
"116","GFW_1","pLARmEB","PstI.TP679208",7,2374884,0
"116","GFW_1","pLARmEB","PstI.TP838226",7,56380657,0
"116","GFW_1","pLARmEB","PstI.TP624170",7,56509983,0
"116","GFW_1","pLARmEB","PstI.TP1254872",7,56573064,0
"116","GFW_1","pLARmEB","PstI.TP780069",7,60189505,0
"116","GFW_1","pLARmEB","PstI.TP532426",7,64966356,0
"116","GFW_1","pLARmEB","PstI.TP350262",8,2905616,0
"116","GFW_1","pLARmEB","PstI.TP1118313",8,3139823,0
"116","GFW_1","pLARmEB","PstI.TP417854",8,3908674,0
"116","GFW_1","pLARmEB","NsiI.TP179941",8,55948810,0
"116","GFW_1","pLARmEB","PstI.TP990909",8,62111760,0
"116","GFW_1","pLARmEB","PstI.TP1107519",9,3315165,0
"116","GFW_1","pLARmEB","NsiI.TP663012",9,52480175,0
"116","GFW_1","pLARmEB","PstI.TP583995",10,3085156,2.6314795540202e-14
"116","GFW_1","pLARmEB","PstI.TP1156107",10,4914081,0
"116","GFW_1","pLARmEB","PstI.TP831544",10,5137704,0
"116","GFW_1","pLARmEB","PstI.TP912658",10,41352948,4.61955348799965e-08
"116","GFW_1","pLARmEB","PstI.TP719659",10,54993631,0
"116","GFW_1","pLARmEB","PstI.TP248498",10,57422064,3.9246415735346e-12
"116","GFW_1","pLARmEB","PstI.TP85647",10,60886778,0
"116","GFW_1","pLARmEB","PstI.TP9255",11,64,0
"116","GFW_1","pLARmEB","PstI.TP27966",11,215,0
"116","GFW_1","pLARmEB","PstI.TP65497",11,546,0
"116","GFW_1","pLARmEB","PstI.TP96953",11,798,0
"116","GFW_1","pLARmEB","PstI.TP394317",11,3076,0
