"Trait ID","Trait name","Method","RS#","Chromosome","Marker Position (bp)","SNP effect","-log10(P)","Genotype for code 1"
"1","Trait1","mrMLM","PstI.TP506588","1","80675","7.0604e-06","0.0017","C"
"1","Trait1","mrMLM","PstI.TP863331","1","161269","5.7161e-06","0.0014","A"
"1","Trait1","mrMLM","NsiI.TP611047","1","185165","0.1188","0.9679","A"
"1","Trait1","mrMLM","PstI.TP271714","1","262844","0.0121","0.1708","A"
"1","Trait1","mrMLM","PstI.TP424788","1","263370","0.0345","0.2339","A"
"1","Trait1","mrMLM","PstI.TP931820","1","284314","-2.5039e-06","6e-04","A"
"1","Trait1","mrMLM","NsiI.TP148773","1","285352","-1.1958e-06","3e-04","A"
"1","Trait1","mrMLM","NsiI.TP579900","1","335878","-1.2547e-05","0.003","G"
"1","Trait1","mrMLM","PstI.TP425356","1","569039","1.9935e-05","0.0048","C"
"1","Trait1","mrMLM","PstI.TP999740","1","569491","-1.0864e-05","0.0026","A"
"1","Trait1","mrMLM","NsiI.TP802651","1","754114","-1.7066e-05","0.0041","C"
"1","Trait1","mrMLM","NsiI.TP585976","1","829048","-1.7496e-05","0.0042","C"
"1","Trait1","mrMLM","PstI.TP1152021","1","865447","8.039e-07","2e-04","A"
"1","Trait1","mrMLM","PstI.TP716618","1","918921","1.2605e-05","0.003","G"
"1","Trait1","mrMLM","PstI.TP1246584","1","1015480","-0.0542","0.8466","C"
"1","Trait1","mrMLM","PstI.TP354591","1","1050082","5.3974e-06","0.0013","C"
"1","Trait1","mrMLM","PstI.TP856852","1","1153760","2.3369e-05","0.0056","G"
"1","Trait1","mrMLM","PstI.TP775725","1","1175417","-0.0357","0.3346","A"
"1","Trait1","mrMLM","PstI.TP136460","1","1229717","2.6073e-06","6e-04","A"
"1","Trait1","mrMLM","NsiI.TP72077","1","1422420","2.6259e-06","6e-04","A"
"1","Trait1","mrMLM","PstI.TP13650","1","1521127","1.8581e-05","0.0045","A"
"1","Trait1","mrMLM","PstI.TP329515","1","1537490","-0.0773","1.0958","C"
"1","Trait1","mrMLM","PstI.TP1031399","1","1661159","-2.8795e-05","0.0069","C"
"1","Trait1","mrMLM","NsiI.TP796534","1","1682668","-6.9099e-06","0.0017","A"
"1","Trait1","mrMLM","NsiI.TP709976","1","1682685","1.3471e-07","3.2246e-05","A"
"1","Trait1","mrMLM","PstI.TP929619","1","1952038","1.0891e-07","2.6067e-05","A"
"1","Trait1","mrMLM","PstI.TP417865","1","2030761","7.0237e-06","0.0017","C"
"1","Trait1","mrMLM","NsiI.TP666080","1","2031570","-1.124e-05","0.0027","C"
"1","Trait1","mrMLM","PstI.TP885267","1","2084430","-1.865e-05","0.0045","A"
"1","Trait1","mrMLM","PstI.TP1294018","1","2280325","0.1437","1.3321","C"
"1","Trait1","mrMLM","PstI.TP56795","1","2315051","-1.154e-05","0.0028","G"
"1","Trait1","mrMLM","PstI.TP108989","1","2588793","-0.2038","1.961","C"
"1","Trait1","mrMLM","PstI.TP966432","1","2596832","-9.5506e-06","0.0023","A"
"1","Trait1","mrMLM","NsiI.TP486649","1","2601704","2.7416e-06","7e-04","A"
"1","Trait1","mrMLM","PstI.TP441536","1","2816855","-0.0659","1.2248","C"
"1","Trait1","mrMLM","PstI.TP1085601","1","2820903","0.031","0.2987","A"
"1","Trait1","mrMLM","PstI.TP525202","1","2884119","-1.3075e-05","0.0031","A"
"1","Trait1","mrMLM","PstI.TP1268585","1","2988383","2.6829e-05","0.0065","C"
"1","Trait1","mrMLM","PstI.TP849876","1","3050119","1.3517e-05","0.0032","C"
"1","Trait1","mrMLM","PstI.TP66009","1","3078783","-3.369e-06","8e-04","A"
"1","Trait1","mrMLM","PstI.TP209693","1","3305106","-7.7166e-07","2e-04","A"
"1","Trait1","mrMLM","PstI.TP626124","1","3342723","0.1845","1.1396","A"
"1","Trait1","mrMLM","PstI.TP1059573","1","3357749","-2.1368e-05","0.0051","A"
"1","Trait1","mrMLM","NsiI.TP504485","1","3381640","-1.1542e-05","0.0028","A"
"1","Trait1","mrMLM","PstI.TP1243055","1","3389055","-1.4798e-05","0.0036","A"
"1","Trait1","mrMLM","NsiI.TP260939","1","3396877","-3.0553e-05","0.0074","C"
"1","Trait1","mrMLM","PstI.TP1244443","1","3397749","2.302e-05","0.0055","C"
"1","Trait1","mrMLM","NsiI.TP24278","1","3414839","0.0392","0.3103","A"
"1","Trait1","mrMLM","PstI.TP1199997","1","3471828","0.2046","0.8688","C"
"1","Trait1","mrMLM","PstI.TP757375","1","3471897","6.3843e-06","0.0015","A"
"1","Trait1","mrMLM","PstI.TP726521","1","3535515","-0.1805","1.4883","C"
"1","Trait1","mrMLM","PstI.TP374511","1","3576636","7.9468e-06","0.0019","A"
"1","Trait1","mrMLM","PstI.TP1267977","1","3576713","-3.6384e-06","9e-04","A"
"1","Trait1","mrMLM","PstI.TP1155202","1","3620639","0.1661","1.3149","A"
"1","Trait1","mrMLM","PstI.TP12228","1","3683456","2.5296e-05","0.0061","C"
"1","Trait1","mrMLM","PstI.TP961085","1","3705536","3.0394e-05","0.0073","A"
"1","Trait1","mrMLM","PstI.TP21889","1","3705780","-7.0546e-06","0.0017","A"
"1","Trait1","mrMLM","PstI.TP1053336","1","3955998","1.794e-05","0.0043","A"
"1","Trait1","mrMLM","NsiI.TP403662","1","3957731","0.2083","3.2284","A"
"1","Trait1","mrMLM","PstI.TP891020","1","4033768","1.0321e-05","0.0025","G"
"1","Trait1","mrMLM","PstI.TP629259","1","4276027","0.0789","1.1531","C"
"1","Trait1","mrMLM","PstI.TP629254","1","4276045","-5.0551e-06","0.0012","A"
"1","Trait1","mrMLM","PstI.TP736289","1","4314719","0.1211","0.861","A"
"1","Trait1","mrMLM","PstI.TP820611","1","4393513","-3.0377e-06","7e-04","A"
"1","Trait1","mrMLM","PstI.TP140451","1","4460094","-3.6203e-06","9e-04","G"
"1","Trait1","mrMLM","PstI.TP403850","1","4535788","-1.0048e-05","0.0024","A"
"1","Trait1","mrMLM","PstI.TP1250346","1","4555696","-1.0074e-05","0.0024","A"
"1","Trait1","mrMLM","NsiI.TP468762","1","4620729","-0.0862","0.7503","A"
"1","Trait1","mrMLM","PstI.TP1009631","1","4625223","-1.3998e-05","0.0034","A"
"1","Trait1","mrMLM","PstI.TP982823","1","4677828","-7e-04","0.0465","C"
"1","Trait1","mrMLM","PstI.TP307588","1","4762662","-1.3555e-05","0.0033","A"
"1","Trait1","mrMLM","PstI.TP920636","1","4777048","-5.9035e-08","1.4131e-05","A"
"1","Trait1","mrMLM","PstI.TP1168479","1","4789991","1.2389e-05","0.003","C"
"1","Trait1","mrMLM","PstI.TP947391","1","4891496","0.0347","0.253","C"
"1","Trait1","mrMLM","PstI.TP683907","1","4900973","1.8501e-05","0.0045","A"
"1","Trait1","mrMLM","PstI.TP402429","1","4990016","0.127","1.3436","C"
"1","Trait1","mrMLM","PstI.TP748688","1","5063937","-1.3213e-05","0.0032","C"
"1","Trait1","mrMLM","PstI.TP1126882","1","5115206","-1.0832e-05","0.0026","A"
"1","Trait1","mrMLM","NsiI.TP694711","1","5307532","-1.4283e-05","0.0034","C"
"1","Trait1","mrMLM","PstI.TP684655","1","5379329","-3.2169e-05","0.0078","A"
"1","Trait1","mrMLM","PstI.TP213596","1","5408780","3.5223e-05","0.0085","A"
"1","Trait1","mrMLM","NsiI.TP556033","1","5459542","6.9532e-06","0.0017","C"
"1","Trait1","mrMLM","NsiI.TP367540","1","5460609","-1.1438e-05","0.0027","C"
"1","Trait1","mrMLM","PstI.TP928135","1","5502147","-1.6988e-05","0.0041","A"
"1","Trait1","mrMLM","PstI.TP476949","1","5536792","-0.0441","0.783","A"
