SNP,Chromosome,Position,DF,t Value,std Error,effect
PstI.TP453248,1,    3988,114,0.421663504809415,0.318646931374575,0.0531481989878053
GFSSContig17137_940,1,   36536,114,-0.193732809885305,0.318646931374575,-0.0347576346508186
PstI.TP1112203,1,   63590,114,1.08874227030033,0.318646931374575,0.0623283215215927
PstI.TP506588,1,   80675,114,-2.19099939806488,0.318646931374575,-0.124435470810491
PstI.TP989644,1,   80828,114,-0.433845182546728,0.318646931374575,-0.0414766274298058
PstI.TP312105,1,   81356,114,0.520665571422808,0.318646931374575,0.0408835556879217
PstI.TP863331,1,  161269,114,0.943339352015259,0.318646931374575,0.0670885507441849
NsiI.TP611047,1,  185165,114,0.227702928787675,0.318646931374575,0.0155376543006859
NsiI.TP611046,1,  185173,114,-0.117252805001078,0.318646931374575,-0.00670108173148994
PstI.TP1169914,1,  194807,114,-1.07361095132138,0.318646931374575,-0.0662295335569739
NsiI.TP96063,1,  195779,114,0.857632076392486,0.318646931374575,0.0580063849780773
NsiI.TP521153,1,  258294,114,-0.20057484345097,0.318646931374575,-0.0137831093036503
PstI.TP271714,1,  262844,114,0.721717892605547,0.318646931374575,0.0806105406412232
PstI.TP424788,1,  263370,114,-2.90527682462941,0.318646931374575,-0.200104579680974
PstI.TP811380,1,  281841,114,0.651161827632432,0.318646931374575,0.0404961010785471
PstI.TP931820,1,  284314,114,-0.498260487378148,0.318646931374575,-0.0345056399662615
NsiI.TP426085,1,  284999,114,-0.278064715757559,0.318646931374575,-0.019671560735906
NsiI.TP148773,1,  285352,114,0.207263047357396,0.318646931374575,0.0131820144619278
NsiI.TP148774,1,  285397,114,0.0103889419889043,0.318646931374575,0.000692229497724434
PstI.TP301730,1,  298129,114,-0.0631607728980814,0.318646931374575,-0.00410961312692797
PstI.TP710662,1,  335281,114,0.620804203034699,0.318646931374575,0.085366725301555
PstI.TP1043924,1,  365760,114,-0.522957541221242,0.318646931374575,-0.0455908320163387
PstI.TP1043926,1,  365816,114,-0.166246061613556,0.318646931374575,-0.0126605732502841
NsiI.TP414280,1,  378096,114,0.274628687601977,0.318646931374575,0.0180051505055554
NsiI.TP807695,1,  389941,114,-0.113795763395586,0.318646931374575,-0.0102023015948258
NsiI.TP687955,1,  398596,114,0.435739288005695,0.318646931374575,0.0235500606527641
PstI.TP948856,1,  403321,114,0.729392000924473,0.318646931374575,0.0436865506076453
NsiI.TP122940,1,  430012,114,-1.25464298196238,0.318646931374575,-0.102456706281447
NsiI.TP703893,1,  450123,114,-0.381502958184537,0.318646931374575,-0.0274427271937228
PstI.TP1026667,1,  480929,114,-1.13650249789693,0.318646931374575,-0.0609580475054774
NsiI.TP413787,1,  481003,114,-0.343125671215081,0.318646931374575,-0.0296374175379239
NsiI.TP591161,1,  512907,114,-1.84935400308425,0.318646931374575,-0.115047572995068
NsiI.TP260303,1,  526218,114,0.269116659876904,0.318646931374575,0.0198059724968204
NsiI.TP160827,1,  542721,114,-0.152661505127084,0.318646931374575,-0.0167461858761201
PstI.TP425356,1,  569039,114,1.48459164139137,0.318646931374575,0.239752233538753
PstI.TP999740,1,  569491,114,2.95430202833748,0.318646931374575,0.185028616022348
PstI.TP184304,1,  572620,114,0.374007377112662,0.318646931374575,0.0319181301415614
PstI.TP1132231,1,  588023,114,-0.870957900439952,0.318646931374575,-0.0640017201367574
PstI.TP536170,1,  662254,114,-0.0373808163259253,0.318646931374575,-0.00270977683559064
PstI.TP854736,1,  683267,114,1.24612265444596,0.318646931374575,0.187758129441028
NsiI.TP35313,1,  692280,114,-0.896145044109313,0.318646931374575,-0.0627276036453124
PstI.TP83381,1,  713539,114,-0.14901670701291,0.318646931374575,-0.00941937636591731
PstI.TP94792,1,  731905,114,-0.408341584222869,0.318646931374575,-0.0264866544524768
PstI.TP968891,1,  748410,114,0.0668748910061361,0.318646931374575,0.00497724837217201
NsiI.TP802651,1,  754114,114,-0.83222224060805,0.318646931374575,-0.0928156517749507
PstI.TP1039014,1,  759496,114,0.0100725659426067,0.318646931374575,0.000627709224452482
PstI.TP1248576,1,  760805,114,1.46437363908078,0.318646931374575,0.120569034769821
NsiI.TP241552,1,  773227,114,-0.929314109004561,0.318646931374575,-0.08767431659444
NsiI.TP241535,1,  773253,114,-0.454254752359764,0.318646931374575,-0.026977825403958
NsiI.TP282375,1,  773642,114,-1.67324433142587,0.318646931374575,-0.0985347626511484
NsiI.TP559422,1,  781613,114,-2.39052608026297,0.318646931374575,-0.127799939540246
PstI.TP579974,1,  783866,114,-0.0600045683477937,0.318646931374575,-0.00372520919718246
PstI.TP1090052,1,  815564,114,-1.18405999817703,0.318646931374575,-0.0894809966022818
PstI.TP1216290,1,  817784,114,0.700172736139939,0.318646931374575,0.0471789730708189
NsiI.TP199750,1,  819727,114,0.0887281081171342,0.318646931374575,0.00740242347615069
NsiI.TP619705,1,  820317,114,1.41352411266962,0.318646931374575,0.177348507035765
PstI.TP537601,1,  822113,114,-0.891518367197886,0.318646931374575,-0.0971504738259688
NsiI.TP358960,1,  864806,114,0.579778119467866,0.318646931374575,0.0374925188658907
PstI.TP1152021,1,  865447,114,-0.652038530491313,0.318646931374575,-0.0452599140264793
PstI.TP139718,1,  866121,114,1.62699685887542,0.318646931374575,0.111454436063723
NsiI.TP603024,1,  882892,114,-0.258499337633532,0.318646931374575,-0.0166839390662591
PstI.TP2218,1,  905152,114,1.06991831601155,0.318646931374575,0.0906897971080064
NsiI.TP410050,1,  907438,114,-0.670416763914363,0.318646931374575,-0.0374629043528128
NsiI.TP410051,1,  907440,114,0.702313362484456,0.318646931374575,0.0464667057167677
PstI.TP716618,1,  918921,114,0.0992791401193452,0.318646931374575,0.0085307597372627
PstI.TP34534,1,  923689,114,0.647108058168621,0.318646931374575,0.0615441410414488
PstI.TP724910,1,  925871,114,-0.869589295185178,0.318646931374575,-0.0519693807552914
PstI.TP383349,1,  950724,114,1.44636734587442,0.318646931374575,0.0853186844175702
NsiI.TP809841,1,  955990,114,0.451279334327552,0.318646931374575,0.0628219704899147
PstI.TP39577,1,  959521,114,0.0597602515586585,0.318646931374575,0.00457315531921138
PstI.TP1246584,1, 1015480,114,-0.200786099818888,0.318646931374575,-0.0225295319719668
NsiI.TP443042,1, 1033284,114,0.524739696212499,0.318646931374575,0.0434752833378117
PstI.TP354591,1, 1050082,114,0.81353242026482,0.318646931374575,0.119400663725827
PstI.TP1060928,1, 1054924,114,-1.86907046066534,0.318646931374575,-0.126300564122793
PstI.TP968458,1, 1145895,114,0.551571216266115,0.318646931374575,0.107832625358624
PstI.TP979329,1, 1145899,114,0.36414379956061,0.318646931374575,0.0277797753379566
PstI.TP856852,1, 1153760,114,-0.148236636484859,0.318646931374575,-0.0149060172753114
PstI.TP1010387,1, 1174408,114,1.37053511299981,0.318646931374575,0.268596460478163
NsiI.TP379925,1, 1174994,114,-0.433810380155625,0.318646931374575,-0.0330227059816046
PstI.TP775725,1, 1175417,114,-1.85575992239992,0.318646931374575,-0.111848207492867
PstI.TP885953,1, 1195721,114,-1.29580073670083,0.318646931374575,-0.0963408803208422
PstI.TP530416,1, 1196937,114,1.02909225786903,0.318646931374575,0.0653095700109891
NsiI.TP809990,1, 1199529,114,1.44894184128738,0.318646931374575,0.161302127724801
NsiI.TP621329,1, 1209175,114,0.450233147806111,0.318646931374575,0.087936017117591
PstI.TP136460,1, 1229717,114,1.67027156338048,0.318646931374575,0.208644136912572
NsiI.TP226174,1, 1247110,114,0.947239862069037,0.318646931374575,0.104291568664629
NsiI.TP622,1, 1250740,114,-0.77023013985707,0.318646931374575,-0.0588370776496753
PstI.TP952646,1, 1257515,114,-0.664174417854606,0.318646931374575,-0.045132700290494
