Name,Chromosome,Position,P.value,maf,effect
PstI.TP863331,1,161269,0.341957160674132,0.0689655172413793,0.0679959247955575
NsiI.TP148773,1,285352,0.631112115280277,0.129310344827586,0.0279494955284987
PstI.TP425356,1,569039,0.081450790124602,0.0517241379310345,0.149533670461601
PstI.TP999740,1,569491,0.030554001441963,0.0905172413793103,-0.149406825873835
NsiI.TP585976,1,829048,0.390854945320354,0.142241379310345,-0.0594495065600102
PstI.TP1246584,1,1015480,0.200068805322291,0.435344827586207,-0.0507411913044162
PstI.TP354591,1,1050082,0.0857572515413351,0.314655172413793,0.0812722237527987
PstI.TP856852,1,1153760,0.198925989149306,0.181034482758621,0.0951231381205903
PstI.TP775725,1,1175417,0.79633803027258,0.0646551724137931,-0.0195173391465802
PstI.TP417865,1,2030761,0.895888784397182,0.362068965517241,0.00735440988842917
NsiI.TP666080,1,2031570,0.917004392648797,0.0732758620689655,-0.00700971783408089
PstI.TP885267,1,2084430,0.912547801683174,0.0732758620689655,-0.00946156668286813
PstI.TP1294018,1,2280325,0.960862700781902,0.0905172413793103,0.0031641143228856
PstI.TP441536,1,2816855,0.739990904630522,0.379310344827586,0.0121662345633763
PstI.TP1085601,1,2820903,0.216593391248117,0.0517241379310345,0.105268520935594
PstI.TP525202,1,2884119,0.652013706076905,0.0689655172413793,0.0289750823275317
PstI.TP1268585,1,2988383,0.450493133185013,0.379310344827586,-0.0501253217165624
PstI.TP849876,1,3050119,0.868392401881343,0.0948275862068965,-0.00907044671749807
PstI.TP626124,1,3342723,0.98234987140205,0.0603448275862069,-0.00205148194532934
PstI.TP1059573,1,3357749,0.271738724757815,0.163793103448276,-0.0655940660397791
PstI.TP1244443,1,3397749,0.487821347955214,0.142241379310345,0.0411716699255398
PstI.TP726521,1,3535515,0.718072464312126,0.0689655172413793,-0.0323460920833942
PstI.TP374511,1,3576636,0.197750762913365,0.133620689655172,0.0817568735807317
PstI.TP1267977,1,3576713,0.946867473780533,0.112068965517241,-0.00402875832930172
PstI.TP961085,1,3705536,0.943975190779402,0.379310344827586,-0.00288668295960756
PstI.TP21889,1,3705780,0.339697889083575,0.228448275862069,0.0404313694867061
PstI.TP1053336,1,3955998,0.614820462592915,0.0905172413793103,-0.0300034907607561
NsiI.TP403662,1,3957731,0.277382799197925,0.0905172413793104,0.0628660608528087
PstI.TP891020,1,4033768,0.147325568436463,0.0689655172413793,0.102412986855612
PstI.TP629259,1,4276027,0.813985953933279,0.370689655172414,0.00931517267078769
PstI.TP140451,1,4460094,0.93188382088804,0.211206896551724,0.004957816382483
PstI.TP1250346,1,4555696,0.983351394740298,0.0732758620689655,-0.00167265049989584
NsiI.TP468762,1,4620729,0.607372114870276,0.0862068965517241,-0.0363841255032773
PstI.TP307588,1,4762662,0.819378064322664,0.0732758620689655,-0.0198329900624152
PstI.TP920636,1,4777048,0.766438838775871,0.107758620689655,0.018393602064332
PstI.TP683907,1,4900973,0.93918330315101,0.172413793103448,0.00385186503749857
PstI.TP402429,1,4990016,0.667302118244338,0.0732758620689655,0.0331068630228342
PstI.TP748688,1,5063937,0.888135014719719,0.129310344827586,-0.00856716096264187
PstI.TP684655,1,5379329,0.614711149661568,0.370689655172414,-0.0195238309440266
NsiI.TP556033,1,5459542,0.652068116718859,0.150862068965517,0.0235271552240675
PstI.TP9547,1,5534818,0.748311786957937,0.336206896551724,0.0154498713974978
PstI.TP476949,1,5536792,0.172041657242365,0.482758620689655,-0.0458672603847185
PstI.TP291849,1,5571398,0.615461197472531,0.163793103448276,-0.0239754615689187
PstI.TP677745,1,5751851,0.272073309365709,0.211206896551724,0.0447577803190333
PstI.TP705967,1,5858828,0.30641226348319,0.0862068965517241,0.0847161927451767
PstI.TP1252197,1,5912854,0.414161317218404,0.0818965517241379,-0.0554341220215268
PstI.TP116123,1,5967108,0.9338852480967,0.0560344827586207,0.00671671593749296
PstI.TP523933,1,6018181,0.80018278150831,0.262931034482759,-0.0106544066927178
NsiI.TP488601,1,6409370,0.234417633436743,0.314655172413793,0.0479526792997879
PstI.TP1015835,1,6514843,0.394922399194666,0.189655172413793,-0.0458477945176288
PstI.TP547229,1,6574881,0.0475370883885669,0.0560344827586207,-0.14547038918525
PstI.TP1129801,1,6608649,0.258302674794452,0.189655172413793,0.053256105809551
PstI.TP272307,1,6679965,0.865245985826665,0.275862068965517,0.00794861032417182
PstI.TP444825,1,6930877,0.670269185205947,0.0560344827586207,-0.0436003973631999
NsiI.TP800074,1,6979429,0.0638225523101016,0.0517241379310345,0.207354844230298
PstI.TP806450,1,7007771,0.235290214713861,0.487068965517241,-0.0464281420455502
PstI.TP443586,1,7215893,0.754606214458097,0.34051724137931,0.0123543306755113
PstI.TP356624,1,7268772,0.758799162224545,0.392241379310345,-0.0110811149365795
NsiI.TP375218,1,7321465,0.643298177919061,0.120689655172414,-0.0282124286634
PstI.TP451905,1,7339832,0.553312170761821,0.0818965517241379,-0.0420801170456401
PstI.TP712786,1,7449325,0.534205833922556,0.0818965517241379,-0.0408687030035259
PstI.TP1137764,1,7486769,0.936416328869747,0.0646551724137931,0.00594020932316575
PstI.TP1173447,1,7571007,0.590772114474383,0.103448275862069,-0.0350946827136643
NsiI.TP432315,1,7822652,0.246715773670212,0.46551724137931,-0.0386546979167986
PstI.TP973605,1,7933170,0.661383139997929,0.0818965517241379,-0.0258241019301503
PstI.TP972953,1,7984963,0.889219693898102,0.452586206896552,0.00575523247448406
PstI.TP308053,1,8330660,0.853119371184144,0.107758620689655,0.0105480855099267
PstI.TP424566,1,8533790,0.230356456368047,0.150862068965517,0.068735183436875
PstI.TP426455,1,8609159,0.400778145209319,0.125,0.0409962256977318
PstI.TP302093,1,8923298,0.499576757267357,0.0775862068965517,0.045570102948763
PstI.TP461927,1,9014162,0.0169247615052945,0.107758620689655,0.159021610990403
PstI.TP443245,1,9039678,0.392011009845575,0.0862068965517241,-0.058026689742643
PstI.TP542649,1,9116308,0.48253002815051,0.0646551724137931,0.0601798863065417
PstI.TP745827,1,9270379,0.928776945466363,0.0818965517241379,-0.0060099294359941
PstI.TP456141,1,9284445,0.124169819799655,0.0560344827586207,-0.110382945055183
PstI.TP974726,1,9504539,0.351100877574822,0.0646551724137931,-0.0689689264561966
NsiI.TP134750,1,9511955,0.113519410154056,0.0517241379310345,-0.234159436861789
PstI.TP701371,1,9558859,0.829250413279209,0.0732758620689655,-0.0167003757695644
PstI.TP390724,1,9756005,0.487807724535174,0.103448275862069,-0.0464784569941732
NsiI.TP727325,1,9821700,0.582890446288316,0.0560344827586207,-0.049918481848819
PstI.TP377612,1,9851429,0.501481019703316,0.198275862068966,-0.0293524357246655
PstI.TP377610,1,9851445,0.53470371433977,0.0732758620689655,-0.0447605983613304
PstI.TP120265,1,9929566,0.0905184852971787,0.0689655172413793,-0.109981293515645
PstI.TP498398,1,10010021,0.756799975905538,0.0862068965517241,-0.0202446460217733
PstI.TP1106149,1,10181736,0.66351780428007,0.185344827586207,0.0219261012128361
NsiI.TP664565,1,10300447,0.891055587652419,0.107758620689655,-0.00683246928715588
NsiI.TP360999,1,10465743,0.735372052813282,0.0905172413793103,-0.0221647806507023
PstI.TP91211,1,10530796,0.750896889271615,0.168103448275862,0.0167456322874767
PstI.TP488889,1,10576905,0.141612259904612,0.0732758620689655,-0.103712221492404
PstI.TP948493,1,10639570,0.429223040429718,0.0517241379310345,0.065946985254238
PstI.TP980214,1,10687788,0.166164447066026,0.431034482758621,0.0559789429488396
PstI.TP869093,1,11187262,0.878689980404708,0.198275862068966,-0.00856137113051936
PstI.TP835148,1,11456164,0.502051120031389,0.0905172413793104,-0.0474488795100287
PstI.TP319571,1,11815150,0.633510917743042,0.267241379310345,0.0184474339971237
PstI.TP1288084,1,11935767,0.269989956246934,0.133620689655172,-0.0596209374142366
PstI.TP181460,1,12172878,0.516350488643723,0.133620689655172,-0.0356844591546019
PstI.TP308387,1,12249163,0.386703382799591,0.344827586206897,0.0362650225737866
PstI.TP401102,1,12714512,0.445432721804528,0.0603448275862069,0.0657131807757695
PstI.TP770895,1,13263569,0.158600943433353,0.120689655172414,0.0809569528132268
PstI.TP726878,1,13263594,0.372528966023234,0.133620689655172,-0.0513359666574806
NsiI.TP146220,1,13426299,0.98098565009858,0.0948275862068966,-0.00150350539385391
NsiI.TP819777,1,14025316,0.0684785425409583,0.193965517241379,0.0734527980452911
PstI.TP473065,1,14979768,0.133703875933378,0.314655172413793,-0.0546079083512325
PstI.TP994295,1,15000089,0.465123296063386,0.232758620689655,0.0419365836974562
NsiI.TP173516,1,15009936,0.422930244252955,0.125,-0.041748596830288
NsiI.TP258606,1,15160092,0.0905838300010328,0.142241379310345,-0.074850142058007
NsiI.TP453296,1,15160906,0.17104018633188,0.0732758620689655,0.102268596001836
NsiI.TP190002,1,15394010,0.493578039525451,0.172413793103448,-0.0320384417701641
PstI.TP364469,1,15807512,0.360727486564248,0.0905172413793104,-0.056385645659456
PstI.TP537488,1,15836219,0.0552065140692317,0.137931034482759,0.0934418426139136
PstI.TP1150194,1,16733554,0.0138095500801001,0.0646551724137931,0.193254049985185
PstI.TP97518,1,17476051,0.467696473688339,0.107758620689655,0.0396723527033368
PstI.TP353784,1,18167193,0.518907840211626,0.0689655172413793,-0.0496701799557741
PstI.TP510832,1,18167351,0.235091151755032,0.0603448275862069,0.0892134235722182
NsiI.TP20060,1,18191763,0.521218439160996,0.103448275862069,0.0415911459402407
PstI.TP1245745,1,18203316,0.323371524806362,0.0560344827586207,-0.0715723189215787
PstI.TP533117,1,18662889,0.430703133527437,0.0991379310344828,0.0554649420866395
PstI.TP166501,1,18793961,0.747377148957053,0.155172413793103,-0.0175194281111615
PstI.TP298371,1,19099334,0.508209212913703,0.107758620689655,0.0381654352827582
PstI.TP458499,1,19100550,0.481925629977175,0.193965517241379,-0.0336528061651752
PstI.TP579186,1,19637965,0.128369168581101,0.474137931034483,-0.173402677098911
PstI.TP574132,1,19943823,0.668416117431374,0.0517241379310345,0.0357169876074606
PstI.TP890955,1,20013544,0.130659253532177,0.150862068965517,-0.0776411956770325
PstI.TP890977,1,20013575,0.101256990380857,0.185344827586207,-0.0742862195791917
NsiI.TP440927,1,20252244,0.725375330540565,0.0905172413793104,-0.0273599072581205
PstI.TP1239144,1,20685889,0.0453854433626422,0.155172413793103,-0.112736488429188
PstI.TP851166,1,21305923,0.393263701424008,0.0517241379310345,-0.098567355801225
PstI.TP791712,1,21320307,0.745190041689078,0.120689655172414,0.0209659073182873
PstI.TP198890,1,21626192,0.0716943703429208,0.155172413793103,-0.0955364981012179
PstI.TP1074331,1,21885836,0.659748410645422,0.146551724137931,-0.0243302200821105
PstI.TP1133775,1,23057893,0.453141418316568,0.103448275862069,0.0497121945396448
PstI.TP884909,1,23972025,0.672044380689341,0.0862068965517241,0.0337896153009393
PstI.TP757921,1,26848011,0.919409429413411,0.405172413793103,-0.00393394075555166
PstI.TP176880,1,28241729,0.293024556503813,0.0517241379310345,0.0460701179474579
PstI.TP896979,1,28970255,0.936340650836525,0.495689655172414,-0.0215674164824549
PstI.TP150197,1,30650620,0.315388421656045,0.0603448275862069,0.0623405144739091
PstI.TP510044,1,31327463,0.703601065873197,0.426724137931034,-0.0143612646416713
PstI.TP231608,1,46403489,0.763410459455111,0.0818965517241379,0.0182704445508154
PstI.TP1162168,1,50144561,0.903385844841761,0.219827586206897,-0.00716072546375879
PstI.TP15027,1,50852753,0.0481862021376587,0.323275862068966,0.0710843750988478
PstI.TP1138376,1,51888724,0.698934105474105,0.107758620689655,-0.0266639169038002
PstI.TP481755,1,51889649,0.519697184615037,0.0560344827586207,-0.0507753871882781
PstI.TP452799,1,52828554,0.030764210494908,0.331896551724138,-0.0895161195688884
PstI.TP1134497,1,53143016,0.019332657816945,0.5,-0.094692106715631
PstI.TP378778,1,54121051,0.251335111321148,0.21551724137931,0.0562806345247715
PstI.TP160672,1,55685308,0.4842771351181,0.46551724137931,0.0239245109749287
PstI.TP1167747,1,56262223,0.433069848783923,0.0646551724137931,-0.0583398035110592
PstI.TP1007712,1,56295361,0.116395217592539,0.193965517241379,-0.087613300632875
PstI.TP1255073,1,56318472,0.207567449665844,0.0517241379310345,-0.0942726646361192
PstI.TP822327,1,56871868,0.5304737127686,0.185344827586207,0.0405056724132848
PstI.TP377200,1,56910407,0.0921800459488143,0.271551724137931,-0.0667780677163238
PstI.TP1041006,1,57001520,0.182409002706957,0.168103448275862,-0.0872343385652522
PstI.TP1282088,1,57117988,0.347910891716735,0.103448275862069,-0.0559729158375664
PstI.TP807213,1,57183105,0.579630828926693,0.0948275862068966,-0.0678919196136256
PstI.TP1165736,1,57192298,0.305263484351857,0.0775862068965517,0.0731223256074076
PstI.TP264010,1,57283338,0.394554976854419,0.422413793103448,-0.0338985086889591
NsiI.TP758763,1,57499558,0.00751186704026646,0.0560344827586207,-0.213035296210189
PstI.TP9065,1,57881166,0.202115509936532,0.0517241379310345,-0.196830207236747
PstI.TP708344,1,57964831,0.451942889185469,0.46551724137931,0.0305550025618148
PstI.TP720409,1,58165134,0.101513038571357,0.318965517241379,0.0704467497936148
PstI.TP607895,1,58398018,0.370038833408786,0.456896551724138,0.0364361849992039
NsiI.TP509280,1,58994548,0.80069786576074,0.155172413793103,-0.0114158259254686
PstI.TP975092,1,59040624,0.644408392711821,0.0517241379310345,0.039379733346297
PstI.TP546331,1,59140499,0.552956772844055,0.0560344827586207,-0.0543549545463371
PstI.TP816116,1,59685970,0.0155286376170843,0.0603448275862069,0.206291873484025
