Name,Chromosome,Position,P.value,maf,effect
PstI.TP863331,1,161269,0.216229963029612,0.0689655172413793,-0.0870227654572084
NsiI.TP148773,1,285352,0.783455174304163,0.129310344827586,0.0147617164529736
PstI.TP425356,1,569039,0.638057057188872,0.0517241379310345,-0.0396437948955634
PstI.TP999740,1,569491,0.358223389400184,0.0905172413793103,-0.0569799667686361
NsiI.TP585976,1,829048,0.909823926219938,0.142241379310345,0.0087080374761177
PstI.TP1246584,1,1015480,0.604107387044677,0.435344827586207,-0.017123192615642
PstI.TP354591,1,1050082,0.95892435923542,0.314655172413793,-0.00235160015015612
PstI.TP856852,1,1153760,0.920107220888955,0.181034482758621,-0.00607328718600278
PstI.TP775725,1,1175417,0.738834709257413,0.0646551724137931,-0.0238358519222521
PstI.TP417865,1,2030761,0.55889317838244,0.362068965517241,0.0324150356074608
NsiI.TP666080,1,2031570,0.264124813921379,0.0732758620689655,0.0822255470200466
PstI.TP885267,1,2084430,0.678690633879526,0.0732758620689655,-0.0291410336246756
PstI.TP1294018,1,2280325,0.823015962526395,0.0905172413793103,-0.0145199953032109
PstI.TP441536,1,2816855,0.845986170130147,0.379310344827586,-0.00652062336875178
PstI.TP1085601,1,2820903,0.452196002203854,0.0517241379310345,0.0597642824779301
PstI.TP525202,1,2884119,0.0658898715898248,0.0689655172413793,-0.109145719203247
PstI.TP1268585,1,2988383,0.776477969144607,0.379310344827586,0.0159122898600385
PstI.TP849876,1,3050119,0.395577612684576,0.0948275862068965,-0.0461553782576092
PstI.TP626124,1,3342723,0.946931828279719,0.0603448275862069,-0.00501979459908966
PstI.TP1059573,1,3357749,0.943805016678695,0.163793103448276,-0.0042048200053515
PstI.TP1244443,1,3397749,0.881016029198125,0.142241379310345,0.00838659589804058
PstI.TP726521,1,3535515,0.865389878316737,0.0689655172413793,-0.0121688591501072
PstI.TP374511,1,3576636,0.461913233766984,0.133620689655172,0.0358025971982987
PstI.TP1267977,1,3576713,0.506092687840235,0.112068965517241,-0.0389969148740517
PstI.TP961085,1,3705536,0.72917762968377,0.379310344827586,-0.0129866296731871
PstI.TP21889,1,3705780,0.374444904692475,0.228448275862069,-0.0367528483155815
PstI.TP1053336,1,3955998,0.940595188932247,0.0905172413793103,0.0046506651233264
NsiI.TP403662,1,3957731,0.802620971434269,0.0905172413793104,-0.0139166963578737
PstI.TP891020,1,4033768,0.921029255084661,0.0689655172413793,0.00639337854365066
PstI.TP629259,1,4276027,0.943874216576613,0.370689655172414,-0.00289917182047084
PstI.TP140451,1,4460094,0.3139293361438,0.211206896551724,0.0527630918011072
PstI.TP1250346,1,4555696,0.566180123660535,0.0732758620689655,0.0396333613466786
NsiI.TP468762,1,4620729,0.612247251403933,0.0862068965517241,0.0324253644472678
PstI.TP307588,1,4762662,0.0969739632486633,0.0732758620689655,-0.138430722417783
PstI.TP920636,1,4777048,0.41511085316982,0.107758620689655,-0.0475022575244354
PstI.TP683907,1,4900973,0.269120333425364,0.172413793103448,0.0547846537558281
PstI.TP402429,1,4990016,0.29187734924892,0.0732758620689655,0.0760024552615415
PstI.TP748688,1,5063937,0.329303039846478,0.129310344827586,-0.0534675597530287
PstI.TP684655,1,5379329,0.367483530916087,0.370689655172414,-0.033660937575291
NsiI.TP556033,1,5459542,0.299456029793541,0.150862068965517,-0.0453505407061862
PstI.TP9547,1,5534818,0.780030505695008,0.336206896551724,0.0128128593259886
PstI.TP476949,1,5536792,0.515631011295236,0.482758620689655,0.0209088528676583
PstI.TP291849,1,5571398,0.747443217182261,0.163793103448276,-0.014272548390284
PstI.TP677745,1,5751851,0.752290260200617,0.211206896551724,-0.0120569847840073
