SNP,Chromosome,Position,DF,t Value,std Error,effect
PstI.TP863331,1,  161269,125,-0.254080801084367,0,-0.0216383052541291
NsiI.TP148773,1,  285352,125,-1.2488968379319,0,-0.0757249428053026
PstI.TP999740,1,  569491,125,-0.470204242953093,0,-0.035646194714634
NsiI.TP585976,1,  829048,125,-0.217723287401659,0,-0.016915086199765
PstI.TP1246584,1, 1015480,125,-2.24105520711692,0,-0.0834604781605572
PstI.TP354591,1, 1050082,125,1.72878972165383,0,0.0914937052988386
PstI.TP856852,1, 1153760,125,0.674258360857761,0,0.0518350103459231
PstI.TP775725,1, 1175417,125,-0.998288139054793,0,-0.0838530013423214
PstI.TP417865,1, 2030761,125,0.145337467918662,0,0.00959038559750756
NsiI.TP666080,1, 2031570,125,-0.345558883966543,0,-0.0258475349113064
PstI.TP885267,1, 2084430,125,-1.24546905746837,0,-0.141196139605436
PstI.TP441536,1, 2816855,125,-2.60579221019374,0,-0.0975369220130372
PstI.TP1085601,1, 2820903,125,2.29842885245058,0,0.206474626109245
PstI.TP525202,1, 2884119,125,-0.720624626918161,0,-0.0578979716976447
PstI.TP1268585,1, 2988383,125,0.770769576676777,0,0.0602390998776207
PstI.TP849876,1, 3050119,125,1.18128012684501,0,0.0750456064546469
PstI.TP626124,1, 3342723,125,3.29443844793039,0,0.437974410472556
PstI.TP1059573,1, 3357749,125,-1.30319587911636,0,-0.103795285856234
PstI.TP1244443,1, 3397749,125,1.19600298252805,0,0.0742027424006106
PstI.TP726521,1, 3535515,125,-3.03995092689358,0,-0.313500462222471
PstI.TP374511,1, 3576636,125,0.660092271700143,0,0.0477977364699953
PstI.TP1267977,1, 3576713,125,-0.812306066917142,0,-0.0567080576956299
PstI.TP961085,1, 3705536,125,0.751869780892301,0,0.0327927862121118
PstI.TP21889,1, 3705780,125,0.622880693355705,0,0.0310623682525095
PstI.TP1053336,1, 3955998,125,0.578358385645074,0,0.0466162957025799
NsiI.TP403662,1, 3957731,125,3.65329655302961,0,0.226370952857239
PstI.TP891020,1, 4033768,125,0.98305408518761,0,0.0750249812845585
PstI.TP629259,1, 4276027,125,2.78962672731032,0,0.131612927598364
PstI.TP140451,1, 4460094,125,-0.0173651168976567,0,-0.000965457422294196
NsiI.TP468762,1, 4620729,125,-3.04273635640675,0,-0.282074361707693
PstI.TP307588,1, 4762662,125,0.287246671658627,0,0.0245485874336698
PstI.TP920636,1, 4777048,125,-0.186895579234771,0,-0.0128707346487688
PstI.TP683907,1, 4900973,125,0.278590232489043,0,0.0147954810981317
PstI.TP402429,1, 4990016,125,2.95259918099867,0,0.213602480428665
PstI.TP684655,1, 5379329,125,-1.58452098566832,0,-0.0755884256854205
NsiI.TP556033,1, 5459542,125,0.892465686919862,0,0.0462645219108377
PstI.TP476949,1, 5536792,125,-2.38214864332464,0,-0.0912816670768423
PstI.TP677745,1, 5751851,125,3.00319416108667,0,0.155491525419033
PstI.TP705967,1, 5858828,125,-1.58620229108893,0,-0.136393646609533
PstI.TP1252197,1, 5912854,125,0.997751068749131,0,0.0759761677174939
PstI.TP116123,1, 5967108,125,0.704391414492082,0,0.0647663524582253
PstI.TP523933,1, 6018181,125,-2.5273672931311,0,-0.1098325196619
NsiI.TP488601,1, 6409370,125,-1.64951114258953,0,-0.0721659930703352
PstI.TP1015835,1, 6514843,125,-1.56974149106772,0,-0.0961663945906374
PstI.TP547229,1, 6574881,125,-1.42121141783036,0,-0.127317852514054
PstI.TP272307,1, 6679965,125,-2.05078274727367,0,-0.108537620350864
PstI.TP444825,1, 6930877,125,1.85474669018625,0,0.212953506989909
NsiI.TP800074,1, 6979429,125,0.505174527372964,0,0.0608036744989281
PstI.TP806450,1, 7007771,125,-2.27109208741762,0,-0.132530136221468
PstI.TP443586,1, 7215893,125,0.217586130638331,0,0.00954655596674267
NsiI.TP375218,1, 7321465,125,1.87982947081738,0,0.125641882325547
PstI.TP712786,1, 7449325,125,0.857705240217009,0,0.0579710140118109
PstI.TP1173447,1, 7571007,125,-0.744682986283289,0,-0.0669549293042737
NsiI.TP432315,1, 7822652,125,-1.82885636012216,0,-0.0729574375217155
