"","Name","Chromosome","Position","CmDW_g","Cml_cm","CmD_BI_mm","CmD_LI_mm","CmN.","Bcirc_cm","Yld_kg","SDW_kg","CCirc_cm","Lg","GS","FD","SRD","ADD"
"1623","PstI.TP506588",1,80675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2363","PstI.TP863331",1,161269,0.64103142523095,0.400014152037623,0.835180753971011,0.401986732556561,0.146764318508796,0.480748858419216,0.698466656345084,0.60514914174308,0.195567341441657,0.0481303214842454,0.773370230109088,0.299581666459814,0.0084235443453532,0.168302322042548
"1473","PstI.TP424788",1,263370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2513","PstI.TP931820",1,284314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","NsiI.TP148773",1,285352,0.104399525132337,0.146613612404167,0.0143069481396624,0.0636687240405393,0.0262940156034954,0.125644899544213,0.244079411155381,0.236460814035012,0.120990514696298,0.0568067447325629,0.0420778466012439,0.241548226069416,0.121915478863996,0.076286084402058
"514","PstI.TP1106845",1,416796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1475","PstI.TP425356",1,569039,0.795389249928135,1.05610360393325,0.651696638972463,0.953179572374754,0.706013833971385,0.432617573264487,0.428054085070209,0.193528636682457,0.143430254066294,1.2435103024327,0.556445062541598,0.821028127967937,0.753839303868669,0.498637695016408
"2670","PstI.TP999740",1,569491,0.220148438043442,0.00726909673470843,0.0618609926945159,0.0375677438889417,0.106839725569565,0.139724278537483,0.651771826404512,0.609310120803572,0.74773723927845,0.0624699479299773,0.186046428177973,0.0251785641115035,1.07243513254718,0.167942138801905
"599","PstI.TP1152021",1,865447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020","PstI.TP716618",1,918921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1339","PstI.TP354591",1,1050082,0.0922064482247302,0.0707823103062094,0.0830549341663114,0.142699446184212,0.0917919953614889,1.46383924160321,0.330287294200392,0.35435243950644,0.110359876963742,0.243283751652976,0.778296974840791,1.34212962646919,0.0881500825513718,0.11949329115528
"2347","PstI.TP856852",1,1153760,0.161519191752614,0.00585660239751937,0.392283289359905,0.0623851835044116,0.0780038816771899,0.387780931372864,0.10084602386533,0.153772541083911,0.15987830775847,0.51870274617096,1.53283380415267,1.72862744406562,0.19533391220716,0.014405093085409
"2154","PstI.TP775725",1,1175417,0.596557290435077,0.390311301561916,0.630782804815714,0.572672622682348,0.203961311131731,0.091313925200048,0.337702554864223,0.235168782456803,1.05467059436088,0.265155784146492,0.550341107310151,1.73434059776331,0.880622418385961,0.540540642438103
"2506","PstI.TP929619",1,1952038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1460","PstI.TP417865",1,2030761,0.371249966527796,0.161238471936243,0.765670118600205,0.536747911681658,0.0523618744998136,0.448069612999129,0.125152226704439,0.0596372158816421,0.0113989207846193,0.29139975788291,0.34911788445885,2.31670315873544,0.21700886417018,0.26565279894876
"2414","PstI.TP885267",1,2084430,0.0387653306783015,0.0941483288423186,0.414302547628671,0.175532717644491,0.0103592913769268,0.789250031106005,0.120272753229946,0.0123151501937828,0.110149968837097,0.316235092460989,0.111568594432863,0.448970661090672,0.428713485269977,1.86611138132584
"851","PstI.TP1294018",1,2280325,0.0733069910180355,0.0707868911407591,0.0318096944332089,0.367948430039954,0.75817995093046,0.0823680671213875,0.125917977749235,0.117367124593612,0.269157111970935,0.259214864133192,0.204590020608369,0.0972976638655487,0.0932168100211326,1.40342528643236
"1750","PstI.TP56795",1,2315051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2590","PstI.TP966432",1,2596832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1505","PstI.TP441536",1,2816855,0.216708941814719,0.0264247050129908,0.685312955065786,0.575154264878567,0.538357251810882,0.0394851990189122,0.00351161263024827,0.131486533768767,0.0502055459645761,0.438548950675473,0.644735766960613,0.0426503348857752,0.101711640400602,0.0798131007081485
"479","PstI.TP1085601",1,2820903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1657","PstI.TP525202",1,2884119,0.500094272661289,0.544843397574134,0.308608917286394,0.574959063311619,0.0218289795474339,0.521375935636512,0.402554371993519,0.547272954116324,0.11944843078138,0.339929008525099,2.17761566464157,0.097658311411495,0.512607461866764,0.359597241161032
"823","PstI.TP1268585",1,2988383,0.329165065048818,0.135236021349441,0.388090204920399,0.83659234436787,0.18718459984889,0.0123402252795078,0.392546519130589,0.347623708569319,0.668682430255875,0.658212850713026,0.386679043008764,0.828614943923848,0.0714467615553848,1.25807285725773
"1801","PstI.TP59735",1,3027630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2331","PstI.TP849876",1,3050119,1.04491280044192,0.422562779270958,0.850992796092134,0.661022541718641,0.54399614535377,0.582653217817595,1.02670388817899,0.468972993515094,1.03932711475782,0.145683156056508,1.79615278245905,0.0182367373172958,0.401746797452366,1.41472182557748
"1031","PstI.TP209693",1,3305106,0,0,0,0,0,0,0,0,1.11893351704848,0,0,0,0,0
"1845","PstI.TP626124",1,3342723,0.314005697611444,0.218784095451183,0.0561097604140061,0.125941894924046,0.373805675921233,0.115567508012183,0.113173882428036,0.208258215755515,0.214405692048771,0.0734261372565131,0.188922868398578,0.444156223574324,0.567507124650997,1.7808180119225
"432","PstI.TP1059573",1,3357749,0.147934981314094,0.545490701839614,0.0394819822911731,0.542808242837368,0.707868105587168,0.686527032910806,0.301060128994385,0.254312291213871,0.244705928355209,0.153328891391465,0.273047802110792,0.672693890740489,0.0467845933958703,0.388166262540863
"172","NsiI.TP504485",1,3381640,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"775","PstI.TP1244443",1,3397749,0.374628458827405,0.322726307414632,0.0604444770610482,0.339259198011799,0.191170573713349,0.29129379138288,0.366400641707912,0.275138360981455,0.923485089999987,0.142583851827947,0.0622845680286703,0.568697551880085,0.516703014853334,0.576405512859027
"702","PstI.TP1199997",1,3471828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2109","PstI.TP757375",1,3471897,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2044","PstI.TP726521",1,3535515,0.0161346568571989,0.0161854947659039,0.18350935120619,0.122803429188769,0.0306861056194101,0.280173449675245,0.0106229246733,0.029118405356104,0.0905499778165356,0.100165435166498,0.210152180374079,0.159047296675498,0.252555780765139,0.985623004741422
"1380","PstI.TP374511",1,3576636,0.485486126034992,0.714736279078538,0.128625082487767,0.422611633458295,0.533959372741417,0.413007242258275,0.626168030719732,0.651187811433866,0.35316966971216,1.32292381429773,0.436124938154255,1.78311548079377,1.09108959217146,0.666068580419274
"821","PstI.TP1267977",1,3576713,0.298741423519891,0.0246296329196513,0.416394918425582,0.227841306290067,0.0423736546170652,0.21312499689671,0.227449513550885,0.039379617849035,0.177615412966982,0.130061107998073,0.00223075201365131,0.0560474312425947,0.339423277743004,0.460842311890263
"603","PstI.TP1155202",1,3620639,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2578","PstI.TP961085",1,3705536,0.267325589202035,0.0740289921938017,0.0840385472015965,0.46848715084831,0.984008082537718,0.535989597591424,0.508033280040121,0.568649782668593,0.489725697040056,1.97807926557742,0.0377813247460094,0.398993295966895,0.389598556706362,0.203230218063459
"1047","PstI.TP21889",1,3705780,1.02522100815705,0.642970977671659,0.600499040784246,1.38922965756052,1.15752098375317,0.32349814846682,0.398770637343131,0.646598826155434,0.64520943881459,0.0714583822898924,0.0975324353818259,0.0869994398015113,0.0312040900517717,0.0491354438513067
"425","PstI.TP1053336",1,3955998,0.391015567427995,0.0767041584990049,0.492107120911795,0.560428972809479,0.513041717082873,0.279266527802521,0.390880665334518,0.159258780400035,0.5847292387813,0.878562327648986,0.78097193513863,0.156935080827366,0.0471991435498024,0.0611958052211504
"2427","PstI.TP891020",1,4033768,0.986342420010981,1.22373508525012,0.95181313756536,0.738693412077383,0.317227673521516,0.621817086229064,0.69276930903117,0.525525072932174,0.303738429827648,0.00872570493035373,0.0955787644556135,0.0570195659671974,0.327864731362154,1.61807015203772
"324","PstI.TP1007615",1,4064445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1848","PstI.TP629254",1,4276045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"887","PstI.TP140451",1,4460094,0.399119377794293,0.14769687199138,0.312684088266982,0.302432637061301,0.146925242126062,0.350969880639756,0.590925346788925,0.349642939662307,1.12153354575222,1.04848020124225,0.205910404615428,0.122078276880223,0.531094917113053,0.382576596892338
"1437","PstI.TP403850",1,4535788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","NsiI.TP468762",1,4620729,0.0275383699860124,0.0345271871401603,0.542518103455727,0.110080807980266,0.372668559199932,0.185403219953295,0.120091794863525,0.0946361899028302,0.0636130302765791,0.226188364463803,0.0078547116581956,0.419722036896391,0.618708861145677,1.49277697273304
"1224","PstI.TP307588",1,4762662,0.904906289304925,0.312553264372215,0.418488927228173,0.66990469741389,0.58847973053954,0.444035287058728,0.698980022773123,0.364685775138867,1.03138510854697,0.774575478816897,0.00541497890879173,0.083375590473272,0.0946581755852136,0.0835975246861324
"2487","PstI.TP920636",1,4777048,0.314978642936389,0.48020119901798,0.00848442849209728,0.344660104052032,0.568488647136947,0.231731565894843,0.570452379032812,1.00097640336035,0.627956710946886,0.111423200666971,0.289717357033518,0.666456480573595,0.245366855615303,0.489694544923428
"2554","PstI.TP947391",1,4891496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1941","PstI.TP683907",1,4900973,0.680326989686665,0.329131589945944,0.565294461800448,0.485761187082419,0.490643707181667,1.36216813823592,1.0894661563699,1.24490505307697,0.923969798631635,0.863033182042641,0.374221007586876,0.094006755014563,1.02122040733799,0.0475664556190634
"1433","PstI.TP402429",1,4990016,0.344599200636996,0.440448464101853,0.282818240869297,0.396163379630072,0.238678349435995,0.209287089327756,0.307257338812513,0.376997906842486,0.606956905312213,2.07318430844387,0.748575372165094,0.24623086395521,0.376525820008231,0.0121121858402678
"546","PstI.TP1126882",1,5115206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1942","PstI.TP684655",1,5379329,0.187890482279784,0.0827241937634477,0.5990813402276,0.095754973755051,0.295338851362696,0.134931428325024,0.0156251621544039,0.0680911830304917,0.117127284010376,0.541277593121853,0.820429764450393,0.309634334901307,0.00496528181714322,0.02149454629201
"80","NsiI.TP367540",1,5460609,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2572","PstI.TP9547",1,5534818,0.33571305005752,0.124528744066105,0.372135945988975,0.0641665942918161,0.483308049910728,0.345215701164568,0.293473280989669,0.048521938688421,0.34715688185511,0.335899681984036,0.619161184915108,0.776785482206952,0.597983243385383,0.469218610787178
"1581","PstI.TP476949",1,5536792,0.123649838847499,0.135185834836224,0.368345010851999,0.233973303320562,0.170106732317693,1.20599259036859,0.164606427012362,0.166236422695995,0.257339898791243,0.565104990688305,0.228561167009892,0.597750986653646,0.257527309671798,0.192948579221633
"1186","PstI.TP291849",1,5571398,0.221502393860709,0.102707494985872,0.00361786145373427,0.0463591681066202,0.849431487502101,0.404845851884307,0.142250806074438,0.109934780814323,0.20337024860153,0.315519989636799,0.154854566348523,0.158529706962291,0.625662846031949,0.430611001274012
"1926","PstI.TP677745",1,5751851,0.401641361879897,0.34610756486549,0.490774238007681,0.318694642320747,0.0508212665025987,0.817044672280973,0.465136439812582,0.538821753857383,0.169607745462279,0.486210606185533,0.17014217465747,1.06560499382816,0.284143722212372,0.517842466759293
"2066","PstI.TP739422",1,5776555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1991","PstI.TP705967",1,5858828,0.107745633542567,0.206691295311264,0.306127524169958,0.210598009286144,0.355449307547402,0.114152398881258,0.0425592122885174,0.112310712453442,0.201785911485334,0.977141885058458,0.396177161895248,0.252805958897285,0.359245787113851,0.0440289887612158
"793","PstI.TP1252197",1,5912854,1.24151156111674,1.20473592339045,0.718585749138773,1.32853156409257,0.866173390769387,0.109926435547386,0.308749090974585,0.480867074392643,0.159686718136722,0.614848747031206,1.2294349801354,0.0408178850621737,0.843192822643532,0.0790782227476236
"617","PstI.TP116123",1,5967108,0,0,0,0,0,0,0,0,0.719075773183857,0,0,0,0,0
"2217","PstI.TP804275",1,5979740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1653","PstI.TP523933",1,6018181,2.44159615760636,0.912543678844404,2.0584540842957,1.31827468187014,1.59064683529499,0.519818780693403,1.33678922032033,1.36935987784567,1.53782656110696,0.380502430444871,1.03205795480195,0.320579130101681,2.40573560409423,0.20570832489831
"766","PstI.TP1238583",1,6062331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2033","PstI.TP722242",1,6187691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","NsiI.TP488601",1,6409370,1.09578234272391,1.45495407532519,0.428384687585842,1.14516046554481,1.20925952717024,0.502244865692284,0.72736467052737,0.732979085325161,0.572556479610965,0.412924769449853,0.653481948038243,0.163050546355036,0.318215262535354,0.6932957852735
"344","PstI.TP1015835",1,6514843,0.330298028978857,0.208494723743649,0.541604970724492,0.259337814644257,0.193820586993527,0.471238793838038,0.177728192924987,0.193660797788656,0.102096474721088,0.730841743073598,0.214945875563983,0.238277814949301,0.530843246177754,0.626028721026968
"1720","PstI.TP547229",1,6574881,0.742853142180835,1.2289944729539,0.525119934671539,0.49675790959449,1.42751979354848,0.0352885328794588,0.268110623478745,0.197827808436379,0.122950203668011,0.400811328644321,0.395258181138984,0.385231070975908,0.0667674679974786,0.323562681535041
"552","PstI.TP1129801",1,6608649,0.00399312121532751,0.030138350418546,0.0572097381960899,0.226999078056562,0.0103139849997797,0.447329796221737,0.800169448464374,0.509835352993736,0.316952693349806,0.202181041609114,0.0414480571083584,0.102537527420008,0.0712695617662703,0.0159883690932973
"1144","PstI.TP272307",1,6679965,0.208676590629729,0.198034999479442,0.275462840334812,0.289092575171829,0.0633422417237538,0.237598923794316,0.128252531323126,0.133963173328468,0.125887793196583,0.188484735946247,0.263878090602662,0.291173627463291,0.525008216117141,0.280131199942664
"2310","PstI.TP841428",1,6731433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"567","PstI.TP1136661",1,6752030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1517","PstI.TP444825",1,6930877,0.314005697611444,0.218784095451183,0.0561097604140061,0.125941894924046,0.373805675921233,0.115567508012183,0.113173882428036,0.208258215755515,0.214405692048771,0.0734261372565131,0.188922868398578,0.444156223574324,0.567507124650997,1.7808180119225
"1761","PstI.TP572285",1,6947477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","NsiI.TP800074",1,6979429,0.168219268609713,0.034224105026445,0.625013367462316,0.658220272209683,0.451989541307698,0.0497613918432456,0.21253257938642,0.157961040370389,0.240829080881738,0.232163893435765,0.17888021706407,0.303105298547926,0.253969466590099,0.165371829392783
"2220","PstI.TP806450",1,7007771,0.311488620399115,0.153247974891901,0.190317656744929,0.00356223012739707,0.220369685802405,0.0231240940719556,0.0102635382467,0.06680555318245,0.0808569753399627,0.254209478145668,0.246682155143931,0.502240989254179,0.870260118270117,1.16582785012182
"1511","PstI.TP443586",1,7215893,0.0521841448304496,0.119744295341563,0.575502378835421,0.0467759528638849,0.564595867716439,0.0527722387647857,0.112414674259075,0.112364299597744,0.0408947223270848,1.27218261078728,0.0319628739694634,0.651772512632581,0.114886954881157,0.8880577671414
"1601","PstI.TP488378",1,7260223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","NsiI.TP375218",1,7321465,0.315620759850067,0.245598929510233,0.325543613576305,0.124096573703527,0.0561010917469619,0.389152402867817,0.166709375769824,0.1540308856764,0.0245386593739176,0.174347323858598,0.332294187132275,0.0927348820963607,0.425450072203765,0.641355112865218
"1532","PstI.TP451905",1,7339832,0.166576277275864,0.0698436217340759,0.0723116255015425,0.0135168225634586,0.669446678104182,0.45657785109246,0.390276610401574,0.444102870588635,0.282310510613544,0.317602338477066,0.508133769333758,0.520039709843029,1.21472951514826,1.8319624630725
"2010","PstI.TP712786",1,7449325,0.118817184427389,0.111538826346255,0.0623866146791153,0.00827219484932146,0.555500171483859,0.313652581899967,0.295337422528084,0.366835305735805,0.428400049656942,0.561569057131798,0.0323527950276501,1.55918178742674,0.435866822608394,0.381320169948536
"570","PstI.TP1137764",1,7486769,0.125734980909969,0.219182027574014,0.00553593435092824,0.0476723211100535,0.255291115667684,0.0934112383670278,0.181223892919884,0.114925445435187,0.0990257123637665,0.355942577705021,0.119378225130381,0.25107398504647,0.218180460762234,0.206022297459053
"644","PstI.TP1173447",1,7571007,0.217656779844429,0.524060405315451,0.157675666250639,0.409981565733995,0.565430456451737,1.36332768008946,0.307506549387113,0.295292126480632,0.019725235477714,1.63606842915011,0.0799701376876314,0.349873190333571,0.628421917479219,0.272677011793185
"1825","PstI.TP614866",1,7824409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2606","PstI.TP973605",1,7933170,0.193223318259672,0.0501060257076206,0.11290527319231,0.165093825576921,0.311729035829762,0.00449718698439341,0.412143490161639,0.475203716203508,0.570192836997163,0.617614698867068,0.0660795671682345,0.484876108170382,0.226576499419159,0.161455820159311
