"","Name","Chromosome","Position","Surv","CmDW_g","Cml_cm","CmD_BI_mm","CmD_LI_mm","CmN.","Bcirc_cm","Yld_kg","SDW_kg","CCirc_cm","Lg","GS","TFN.","FNMain","FNsmall","FD","SRD","ADD","HD_1","FD_1","HD_50.","FD_50.","HW_1","FW_1","HW_50","FW_50","GHW_1","GFW_1","GHW_50","GFW_50","HM_1","FM_1","HM_50","FM_50","fprind","fprinW","fprinGW","fprinM"
"34","GFSSContig17137_1860",1,35412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","GFSSContig17137_940",1,36536,0.179390125127331,0.00251459654708694,0.0196860594538506,0.181484963014293,0.132291123003009,0.100564951030884,0.104181662367636,0.0868580689217406,0.157075310233001,0.083225151129574,0.0267716261154774,0.79495701670188,0.0610866318722306,0.0204708427017051,0.183541983628969,0.0130642140280451,0.0855162930327618,0.0692102555045628,0.145088345439426,0.158767894687809,0.199692204975303,0.220245948381049,0.116814231411312,0.17267281877877,0.187780874023829,0.203313600352396,0.123021292055458,0.161672212663792,0.173931556420328,0.26242172686389,0.106670569077155,0.0593199166228197,0.138539919439208,0.257898445263177,0.207190079426686,0.19669811130162,0.194648563461824,0.107590189623577
"3422","PstI.TP506588",1,80675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4455","PstI.TP863331",1,161269,0.0589100483942369,0.650096563534294,0.512228154635674,0.939217322230555,0.518604735207407,0.405057559251659,0.568694355876742,0.888230092435691,0.960508713367118,0.37613111868981,0.389215103470214,0.30409390586657,0.873436675611182,0.588553680681467,0.487899513356608,0.667453660988609,0.319984420472351,0.012235328448012,0.690232615487853,0.583450801084381,0.609148693927986,0.61470501289931,0.686089310824484,0.559084919327748,0.610825637034014,0.609286765969344,0.594261641960939,0.500440819766485,0.61800890983364,0.569654245698304,0.585790174123165,0.63484487232788,0.735526213263168,0.794526704235013,0.61504679324963,0.610517888036086,0.594710372558237,0.620567847660458
"1148","NsiI.TP611047",1,185165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2757","PstI.TP271714",1,262844,0.0304380710725266,8.31773935671499e-05,0.032342895349337,0.193923189376112,0.15209219735599,0.405381958396933,0.266905827408038,0.17854194890917,0.247087955289391,0.415499183460766,0.0362362850849737,0.179592031339436,0.752731070573027,0.759895144634251,1.02359856939171,0.164767562243614,0.0904852590597801,0.340781891146029,0.118602976211273,0.111253837694581,0.086348928919882,0.116208602174896,0.119076526449259,0.105743450567878,0.0664028076562322,0.124706138134968,0.0711280380944354,0.114206611535451,0.0898948767368518,0.105590243572883,0.0606315028190493,0.191491711502706,0.0996265196771498,0.151096190143557,0.105758977039422,0.104844045732424,0.0955110157011406,0.0893605959768253
"3213","PstI.TP424788",1,263370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4675","PstI.TP931820",1,284314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655","NsiI.TP426085",1,284999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","NsiI.TP148773",1,285352,0.243021417246455,0.160040513246709,0.255766261654264,0.0672268006758684,0.0297886954229062,0.229451460385584,0.512242228971466,0.449955621373625,0.432851226597426,0.221445138156167,0.250881372766,1.27342947645194,0.869830425044248,0.509581973503766,0.201892744742557,0.0793964002502493,0.164291413153088,0.244784622944462,0.989280775971603,0.932716781523774,0.89603854181937,0.899889245951286,0.963783392819516,0.832782039113188,0.832110594255456,0.871077609793101,0.983340987269737,0.80166774867116,0.901724689991656,0.827834916964749,0.917648305657529,1.13700819945984,0.94782384482036,1.07623431532138,0.904686380603766,0.859976870368328,0.88320374877202,0.971725904510577
"156","NsiI.TP148774",1,285397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1095","NsiI.TP579900",1,335878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3215","PstI.TP425356",1,569039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4874","PstI.TP999740",1,569491,0.0661279516632244,0.0224002137168778,0.0919231440825529,0.111722195417454,0.0675017521356742,0.0474955654474028,0.501164405106016,0.115210693970799,0.114953154202283,0.173687012043677,0.272177541414857,0.472498613598474,0.00745828001368718,0.156626347317124,0.341668158744609,0.0100114487611502,0.518829199298382,0.483616081287702,0.924719565180959,0.960475320683868,0.812842347297562,0.754487791721025,0.941275381832928,0.908441508729723,0.855329844874436,0.74561192571463,1.00641206476709,0.898094592726114,0.806322748406833,0.779033000027727,0.832332821754616,0.881659653941854,0.6198045041917,0.685268742335052,0.791816435699009,0.787075658885326,0.826222650884199,0.822457183832961
"1454","NsiI.TP802651",1,754114,0,0.730210476911126,0.154564448183249,0.290202948574417,0.792658069736451,1.19696521632779,0.051344384758274,0.644606324164171,0.658534514539273,1.2204300720731,1.86683755016887,0.0704429737275079,0.604925517006235,0.769408990381768,0.80417743208694,0.0227723965751241,1.64558450498327,0.00249920789465984,0.191908471354401,0.233782660658571,0.210293346916569,0.224670491627724,0.195264407362351,0.216720400427043,0.230256309144376,0.193247242935239,0.199252950657284,0.171604077070656,0.215402304853839,0.137814795635104,0.125285047096243,0.251456891674479,0.342411175964889,0.273959882734878,0.218905966396236,0.205835756160869,0.187353894168856,0.169476697581355
