"","QTN=0.3","QTN=0.2","QTN=0.1","QTN=0.05","QTN=0.02","QTN=0.01","QTN=0"
"0",0,0,0,0,0,0,0
"0.01",0.00943396226415094,0.0101596516690856,0.0112481857764877,0.012699564586357,0.0156023222060958,0.0239477503628447,0.0351959361393324
"0.05",0.0493468795355588,0.0526124818577649,0.0555152394775036,0.0649492017416546,0.0783744557329463,0.110304789550073,0.152757619738752
"0.1",0.0994194484760522,0.103047895500726,0.104499274310595,0.113570391872279,0.134978229317852,0.177431059506531,0.239477503628447
"0.2",0.199564586357039,0.205007256894049,0.209724238026125,0.230769230769231,0.260522496371553,0.334905660377358,0.41799709724238
"0.3",0.299346879535559,0.307692307692308,0.313860667634253,0.339622641509434,0.390783744557329,0.474963715529753,0.571843251088534
"0.4",0.399492017416546,0.406386066763425,0.414368650217707,0.440130624092888,0.493468795355588,0.593613933236575,0.695936139332366
"0.5",0.499637155297533,0.51088534107402,0.518505079825834,0.544267053701016,0.600507982583454,0.699927431059506,0.81422351233672
"0.6",0.599419448476052,0.606676342525399,0.61611030478955,0.647677793904209,0.699927431059506,0.812772133526851,0.926342525399129
"0.7",0.699564586357039,0.711538461538462,0.720246734397678,0.754716981132076,0.812772133526851,0.925979680696662,1
"0.8",0.799346879535559,0.810957910014514,0.820391872278665,0.858853410740203,0.910377358490566,1,1
"0.9",0.899492017416546,0.909288824383164,0.921262699564586,0.959361393323657,1,1,1
"1",0.999637155297533,1,1,1,1,1,1
