SNP,Chromosome,Position,P.value,effect,maf,nobs
NsiI.TP431374,1,64340591,1.26846442914174e-12,NA,0.0141509433962264,106
NsiI.TP806896,1,78145059,1.66308658260329e-09,NA,0.0141509433962264,106
PstI.TP1191619,4,62207517,2.17667134968712e-07,NA,0.0141509433962265,106
PstI.TP1177969,1,69551175,3.33603154413567e-06,NA,0.0188679245283019,106
NsiI.TP523405,11,15589,1.08901490915846e-05,NA,0.0188679245283019,106
PstI.TP508387,3,54826011,1.23765876242011e-05,NA,0.0613207547169812,106
NsiI.TP350497,1,6933742,0.000126885309330303,NA,0.0188679245283019,106
PstI.TP920685,10,10258102,0.000133219823881804,NA,0.0188679245283019,106
PstI.TP1040438,3,58373947,0.000166166163275517,NA,0.0235849056603774,106
NsiI.TP525477,7,61208838,0.000175534863042099,NA,0.0330188679245284,106
PstI.TP220394,11,1803,0.000261350778344413,NA,0.0283018867924528,106
PstI.TP702574,6,57893505,0.000266512049735442,NA,0.0283018867924528,106
PstI.TP361822,2,1673606,0.000272299687705734,NA,0.0283018867924528,106
PstI.TP534647,11,3997,0.000374770797830585,NA,0.0377358490566038,106
NsiI.TP274412,4,61884326,0.000772883743034947,NA,0.0330188679245284,106
PstI.TP651659,6,56962308,0.000815692168723946,NA,0.0330188679245283,106
PstI.TP335787,4,4738410,0.000824950030783878,NA,0.0707547169811321,106
PstI.TP1151495,11,8085,0.000986949915126824,NA,0.0283018867924528,106
PstI.TP1259220,1,71924579,0.000991824132607101,NA,0.0283018867924528,106
PstI.TP776270,6,39667672,0.00100669820473289,NA,0.10377358490566,106
PstI.TP88536,11,742,0.0010381382825429,NA,0.0283018867924528,106
PstI.TP754866,1,69204551,0.00106831690252867,NA,0.476415094339623,106
PstI.TP157488,3,14637148,0.00176970151421909,NA,0.0283018867924528,106
PstI.TP1104438,10,51975768,0.00184004684645132,NA,0.0141509433962265,106
PstI.TP930435,2,59600248,0.00184023406006269,NA,0.0141509433962265,106
NsiI.TP226401,11,11675,0.00188225185081035,NA,0.0141509433962264,106
PstI.TP775752,10,41350986,0.00210638483926651,NA,0.0801886792452831,106
PstI.TP747067,3,4707934,0.00238604654397187,NA,0.0141509433962265,106
PstI.TP935978,4,62874103,0.00251433541758444,NA,0.0613207547169812,106
PstI.TP1226733,11,8645,0.00276884298355147,NA,0.0188679245283019,106
PstI.TP121587,7,7568149,0.00290756913266217,NA,0.0330188679245284,106
PstI.TP460053,3,12467100,0.00295170810538812,NA,0.0330188679245283,106
PstI.TP931820,1,284314,0.00297878900935826,NA,0.0330188679245284,106
PstI.TP212672,2,65281161,0.00306177116408422,NA,0.0330188679245283,106
PstI.TP1079579,11,7537,0.00320382187825296,NA,0.0424528301886792,106
PstI.TP1017446,11,7063,0.00321166663383056,NA,0.0235849056603774,106
PstI.TP619305,1,79505879,0.00329999589002306,NA,0.141509433962264,106
PstI.TP464711,10,50362823,0.00332950461277454,NA,0.0235849056603774,106
PstI.TP773343,6,31243845,0.00345627785481688,NA,0.0660377358490566,106
NsiI.TP293415,2,61309425,0.00349571438336469,NA,0.0235849056603774,106
PstI.TP610743,11,4310,0.00354536496935226,NA,0.0330188679245284,106
PstI.TP1131578,1,68512918,0.0036404691533837,NA,0.0330188679245284,106
PstI.TP543309,1,77166071,0.00372141278428804,NA,0.0235849056603774,106
NsiI.TP310382,6,47272723,0.00497314283542344,NA,0.0188679245283019,106
PstI.TP833275,1,77225365,0.00530878021530388,NA,0.0613207547169811,106
NsiI.TP120580,3,6191698,0.0053484634546775,NA,0.0754716981132075,106
PstI.TP65397,3,7162104,0.00548496762050899,NA,0.0518867924528302,106
PstI.TP827144,3,65732872,0.00551652085331059,NA,0.117924528301887,106
PstI.TP98839,1,25165051,0.00590471467671055,NA,0.0377358490566038,106
PstI.TP1147564,7,6633613,0.00618138205440257,NA,0.0707547169811321,106
PstI.TP989477,2,124717,0.00681944705657698,NA,0.0377358490566038,106
PstI.TP19142,11,155,0.00767379357580449,NA,0.141509433962264,106
PstI.TP124910,4,63868777,0.0082023524474385,NA,0.0518867924528302,106
NsiI.TP747801,6,56539544,0.00867222692269561,NA,0.0188679245283019,106
PstI.TP745600,1,15174350,0.00868019929153709,NA,0.0188679245283019,106
NsiI.TP216369,11,11546,0.00874511561168736,NA,0.0188679245283019,106
PstI.TP373489,4,12025790,0.00916535870232207,NA,0.0188679245283019,106
PstI.TP624914,11,4385,0.00923926905443153,NA,0.0283018867924528,106
PstI.TP338365,11,2666,0.0119024465792647,NA,0.127358490566038,106
NsiI.TP484767,11,14966,0.0123583933055318,NA,0.0330188679245284,106
PstI.TP545376,9,4103280,0.0126712215915211,NA,0.0330188679245283,106
PstI.TP202899,6,6077089,0.0127651792782803,NA,0.0424528301886792,106
PstI.TP250354,10,6510934,0.0128031266896323,NA,0.0424528301886793,106
NsiI.TP508238,2,61419445,0.0141786735149128,NA,0.0707547169811321,106
PstI.TP617376,4,63931951,0.0171993724213332,NA,0.0754716981132075,106
PstI.TP83640,5,56109668,0.0177965659813753,NA,0.0471698113207547,106
PstI.TP229147,2,3390758,0.0180311649297184,NA,0.0518867924528302,106
PstI.TP1251020,7,1288842,0.0181856364011595,NA,0.0518867924528302,106
NsiI.TP35373,1,75917930,0.0186056408099722,NA,0.0471698113207547,106
PstI.TP1199069,4,57736484,0.0186469132227307,NA,0.0613207547169811,106
PstI.TP978043,1,75183592,0.0189058650871996,NA,0.0471698113207547,106
PstI.TP574132,1,19943823,0.0196370645019082,NA,0.0518867924528302,106
PstI.TP873911,2,65476325,0.0196655793224836,NA,0.10377358490566,106
PstI.TP593279,1,78992355,0.0204324648980161,NA,0.0235849056603774,106
PstI.TP89261,11,751,0.0205349079402044,NA,0.0377358490566038,106
PstI.TP983141,1,8569458,0.0207460541573752,NA,0.0235849056603774,106
