"","ID","Trait.name","Method","SNP","Chromosome","Position","P.value"
"1",1,"HW_50","mrMLM","PstI.TP622176",3,65129470,0.0000000512088472917204
"2",2,"HW_50","FASTmrMLM","NsiI.TP257077",1,6103539,0
"3",3,"HW_50","FASTmrMLM","NsiI.TP102967",1,6105258,0
"4",4,"HW_50","FASTmrMLM","NsiI.TP481176",1,7350098,0
"5",5,"HW_50","FASTmrMLM","PstI.TP662300",1,9383388,0
"6",6,"HW_50","FASTmrMLM","NsiI.TP736839",1,11973561,0
"7",7,"HW_50","FASTmrMLM","NsiI.TP171506",1,15417277,0
"8",8,"HW_50","FASTmrMLM","PstI.TP1126710",1,18437271,0
"9",9,"HW_50","FASTmrMLM","NsiI.TP425431",1,29611471,0
"10",10,"HW_50","FASTmrMLM","NsiI.TP30868",1,51136397,0
"11",11,"HW_50","FASTmrMLM","PstI.TP1248141",1,57379416,0
"12",12,"HW_50","FASTmrMLM","PstI.TP929267",1,63290479,0
"13",13,"HW_50","FASTmrMLM","NsiI.TP222587",1,73275339,0
"14",14,"HW_50","FASTmrMLM","PstI.TP134743",1,73610397,0
"15",15,"HW_50","FASTmrMLM","PstI.TP537292",1,78162057,0
"16",16,"HW_50","FASTmrMLM","PstI.TP640960",1,80209769,0
"17",17,"HW_50","FASTmrMLM","PstI.TP360841",2,2832783,0
"18",18,"HW_50","FASTmrMLM","NsiI.TP765685",2,16612091,0
"19",19,"HW_50","FASTmrMLM","PstI.TP778374",2,70165447,0
"20",20,"HW_50","FASTmrMLM","PstI.TP210905",2,72650615,0
"21",21,"HW_50","FASTmrMLM","PstI.TP1270963",2,75367949,0
"22",22,"HW_50","FASTmrMLM","PstI.TP40160",2,77518912,0
"23",23,"HW_50","FASTmrMLM","NsiI.TP436966",3,208286,0
"24",24,"HW_50","FASTmrMLM","PstI.TP312198",3,8384639,0
"25",25,"HW_50","FASTmrMLM","NsiI.TP819503",3,48628844,0
"26",26,"HW_50","FASTmrMLM","PstI.TP661215",3,54129611,0
"27",27,"HW_50","FASTmrMLM","NsiI.TP123780",3,55955099,0
"28",28,"HW_50","FASTmrMLM","NsiI.TP215974",3,56338222,0
"29",29,"HW_50","FASTmrMLM","PstI.TP513949",3,61369495,0
"30",30,"HW_50","FASTmrMLM","PstI.TP964683",3,64769478,0
"31",31,"HW_50","FASTmrMLM","PstI.TP622176",3,65129470,0
"32",32,"HW_50","FASTmrMLM","PstI.TP332845",3,68039381,0
"33",33,"HW_50","FASTmrMLM","NsiI.TP150749",3,69413427,0
"34",34,"HW_50","FASTmrMLM","GFSSContig11128_893",3,69715214,0
"35",35,"HW_50","FASTmrMLM","PstI.TP621994",3,74383503,0
"36",36,"HW_50","FASTmrMLM","PstI.TP876839",4,6887064,0
"37",37,"HW_50","FASTmrMLM","NsiI.TP821811",4,48427329,0
"38",38,"HW_50","FASTmrMLM","NsiI.TP324593",4,54954569,0
"39",39,"HW_50","FASTmrMLM","NsiI.TP205267",4,64749548,0
"40",40,"HW_50","FASTmrMLM","PstI.TP935651",4,66370793,0
"41",41,"HW_50","FASTmrMLM","PstI.TP325669",4,67124681,0
"42",42,"HW_50","FASTmrMLM","PstI.TP1014148",5,51656308,0
"43",43,"HW_50","FASTmrMLM","NsiI.TP245163",5,55180573,0
"44",44,"HW_50","FASTmrMLM","NsiI.TP604676",5,62326679,0
"45",45,"HW_50","FASTmrMLM","PstI.TP133136",5,65324990,0
"46",46,"HW_50","FASTmrMLM","PstI.TP1052140",6,19137861,0
"47",47,"HW_50","FASTmrMLM","NsiI.TP211131",6,32284894,0
"48",48,"HW_50","FASTmrMLM","NsiI.TP614958",6,45639721,0
"49",49,"HW_50","FASTmrMLM","PstI.TP351899",6,46132630,0
"50",50,"HW_50","FASTmrMLM","NsiI.TP825923",6,52448208,0
"51",51,"HW_50","FASTmrMLM","PstI.TP478785",6,58929159,0
"52",52,"HW_50","FASTmrMLM","PstI.TP109212",6,59782352,0
"53",53,"HW_50","FASTmrMLM","PstI.TP852912",6,60106545,0
"54",54,"HW_50","FASTmrMLM","PstI.TP678719",7,2276860,0
"55",55,"HW_50","FASTmrMLM","NsiI.TP188730",7,10813151,0
"56",56,"HW_50","FASTmrMLM","PstI.TP532426",7,64966356,0
"57",57,"HW_50","FASTmrMLM","NsiI.TP607068",8,1666575,0
"58",58,"HW_50","FASTmrMLM","NsiI.TP383484",9,6111601,0
"59",59,"HW_50","FASTmrMLM","PstI.TP1282314",9,15059279,0
"60",60,"HW_50","FASTmrMLM","NsiI.TP151058",9,52613984,0
"61",61,"HW_50","FASTmrMLM","NsiI.TP738747",9,55526594,0
"62",62,"HW_50","FASTmrMLM","PstI.TP256775",9,55929912,0
"63",63,"HW_50","FASTmrMLM","NsiI.TP616446",9,56031936,0
"64",64,"HW_50","FASTmrMLM","PstI.TP442690",9,56608067,0
"65",65,"HW_50","FASTmrMLM","NsiI.TP90957",9,58754094,0
"66",66,"HW_50","FASTmrMLM","PstI.TP1264238",10,5451657,0
"67",67,"HW_50","FASTmrMLM","PstI.TP1256552",10,47768031,0
"68",68,"HW_50","FASTmrMLM","PstI.TP125419",10,50424324,0
"69",69,"HW_50","FASTmrMLM","PstI.TP719659",10,54993631,0
"70",70,"HW_50","FASTmrMLM","PstI.TP248498",10,57422064,0
"71",71,"HW_50","FASTmrMLM","PstI.TP32026",11,260,0
"72",72,"HW_50","FASTmrMLM","PstI.TP68941",11,572,0
"73",73,"HW_50","FASTmrMLM","PstI.TP108730",11,899,0
"74",74,"HW_50","FASTmrMLM","PstI.TP163230",11,1342,0
"75",75,"HW_50","FASTmrMLM","PstI.TP187918",11,1532,0
"76",76,"HW_50","FASTmrMLM","PstI.TP199807",11,1626,0
"77",77,"HW_50","FASTmrMLM","PstI.TP201653",11,1648,0
