SNP,Chromosome,Position,DF,t Value,std Error,effect
PstI.TP863331,1,  161269,96,-1.34867047523344,0.070744784348716,-0.031967555407213
PstI.TP271714,1,  262844,96,0.917590928251948,0.070744784348716,0.0226066896933266
NsiI.TP148773,1,  285352,96,-1.51330826460816,0.070744784348716,-0.0298683959227279
PstI.TP425356,1,  569039,96,0.264972857703033,0.070744784348716,0.00769408547169484
PstI.TP999740,1,  569491,96,1.4240905606461,0.070744784348716,0.0335488180843259
NsiI.TP802651,1,  754114,96,-0.908888674390715,0.070744784348716,-0.0199724163000939
NsiI.TP585976,1,  829048,96,0.603754543845609,0.070744784348716,0.0154011282495501
PstI.TP1246584,1, 1015480,96,0.420061005116187,0.070744784348716,0.00604064139191918
PstI.TP354591,1, 1050082,96,-0.766373611881524,0.070744784348716,-0.0129928093140351
PstI.TP856852,1, 1153760,96,-2.79808657832463,0.070744784348716,-0.074723082299823
PstI.TP775725,1, 1175417,96,1.31504542262475,0.070744784348716,0.0336298844387193
PstI.TP329515,1, 1537490,96,1.18092854701989,0.070744784348716,0.0190711298313098
PstI.TP1031399,1, 1661159,96,2.00525202882665,0.070744784348716,0.0316945656601343
PstI.TP417865,1, 2030761,96,0.103885214547684,0.070744784348716,0.00231598872851695
NsiI.TP666080,1, 2031570,96,-0.501449314834413,0.070744784348716,-0.0118535730052092
PstI.TP885267,1, 2084430,96,-0.473452061921986,0.070744784348716,-0.0174875309023829
PstI.TP1294018,1, 2280325,96,-0.264140509796057,0.070744784348716,-0.00702747489144645
PstI.TP441536,1, 2816855,96,1.63876553658188,0.070744784348716,0.0212403971807699
PstI.TP1085601,1, 2820903,96,0.717775722350958,0.070744784348716,0.020445680381347
PstI.TP525202,1, 2884119,96,-0.0995869191154079,0.070744784348716,-0.00257475719266231
PstI.TP1268585,1, 2988383,96,-2.08289857829324,0.070744784348716,-0.0536867346996152
PstI.TP849876,1, 3050119,96,0.257482181284676,0.070744784348716,0.00581830418435465
PstI.TP626124,1, 3342723,96,-0.179224622444528,0.070744784348716,-0.00781402395727
PstI.TP1059573,1, 3357749,96,1.25053966301453,0.070744784348716,0.0320208226774188
PstI.TP1244443,1, 3397749,96,1.01535668306163,0.070744784348716,0.0211113939881784
PstI.TP726521,1, 3535515,96,-0.246251364306377,0.070744784348716,-0.00744532672955556
PstI.TP374511,1, 3576636,96,-0.436416095435152,0.070744784348716,-0.00948355991519489
PstI.TP1267977,1, 3576713,96,0.592373842387498,0.070744784348716,0.0134229955319827
PstI.TP961085,1, 3705536,96,-0.268301827736598,0.070744784348716,-0.00383049593948145
PstI.TP21889,1, 3705780,96,-1.01199052328106,0.070744784348716,-0.0164667573516032
PstI.TP1053336,1, 3955998,96,-0.0451827330655911,0.070744784348716,-0.00123642826909545
NsiI.TP403662,1, 3957731,96,-1.54334630330271,0.070744784348716,-0.0346535316261775
PstI.TP891020,1, 4033768,96,0.39698527272386,0.070744784348716,0.00996752026233063
PstI.TP629259,1, 4276027,96,-2.27006851954426,0.070744784348716,-0.0366253260625672
PstI.TP140451,1, 4460094,96,0.892827677828364,0.070744784348716,0.0182310085554782
NsiI.TP39399,1, 4465777,96,-0.105187632848146,0.070744784348716,-0.00226727638638814
PstI.TP1250346,1, 4555696,96,-1.17885570450411,0.070744784348716,-0.0360540426384595
NsiI.TP468762,1, 4620729,96,1.09252320060311,0.070744784348716,0.0324997940070418
PstI.TP1009631,1, 4625223,96,2.63665851169477,0.070744784348716,0.0967477070128804
PstI.TP982823,1, 4677828,96,-0.489777765301236,0.070744784348716,-0.00685896420877678
PstI.TP307588,1, 4762662,96,-1.19616511273528,0.070744784348716,-0.034203100249235
PstI.TP920636,1, 4777048,96,-0.595774761134429,0.070744784348716,-0.0144883283050394
PstI.TP1168479,1, 4789991,96,0.0930466441537735,0.070744784348716,0.00248590133785257
PstI.TP683907,1, 4900973,96,2.19725068526768,0.070744784348716,0.0430167042350338
PstI.TP402429,1, 4990016,96,0.992852446175951,0.070744784348716,0.0266173662734383
PstI.TP748688,1, 5063937,96,0.571378214238427,0.070744784348716,0.0122608190307525
PstI.TP684655,1, 5379329,96,0.177611878811459,0.070744784348716,0.00277705601039643
PstI.TP213596,1, 5408780,96,0.00738896207013228,0.070744784348716,0.000131475308431162
NsiI.TP556033,1, 5459542,96,-0.594672139595228,0.070744784348716,-0.0111502940496849
PstI.TP9547,1, 5534818,96,2.21673685653448,0.070744784348716,0.0456062982174967
PstI.TP476949,1, 5536792,96,2.26109796510524,0.070744784348716,0.0289795437257203
PstI.TP137261,1, 5540981,96,0.654209643661781,0.070744784348716,0.0131127166571893
PstI.TP291849,1, 5571398,96,1.00555962010877,0.070744784348716,0.0184509263627034
NsiI.TP83219,1, 5636529,96,0.227361502126844,0.070744784348716,0.00405413400821596
PstI.TP584919,1, 5663458,96,1.8671578328409,0.070744784348716,0.0438162395441019
NsiI.TP522455,1, 5717942,96,-0.576501707949513,0.070744784348716,-0.0173309866718972
PstI.TP677745,1, 5751851,96,-1.39793159687745,0.070744784348716,-0.0240353869835134
PstI.TP356699,1, 5752437,96,-1.06590914493428,0.070744784348716,-0.0458049433381496
PstI.TP705967,1, 5858828,96,-1.13798693601155,0.070744784348716,-0.0329559081090907
PstI.TP1252197,1, 5912854,96,1.27566044838394,0.070744784348716,0.0284350479978461
PstI.TP116123,1, 5967108,96,0.689944056054699,0.070744784348716,0.0188756611319991
PstI.TP523933,1, 6018181,96,-1.08022218036897,0.070744784348716,-0.0171659268091634
NsiI.TP488601,1, 6409370,96,0.5166021605667,0.070744784348716,0.00780316963556874
PstI.TP1015835,1, 6514843,96,1.53489214555753,0.070744784348716,0.031245048998179
PstI.TP547229,1, 6574881,96,1.25944291237549,0.070744784348716,0.0302450428863487
PstI.TP1129801,1, 6608649,96,0.165378019212738,0.070744784348716,0.0028957408921674
PstI.TP272307,1, 6679965,96,0.320891626505154,0.070744784348716,0.00560643042355356
PstI.TP1245357,1, 6748280,96,0.0121313628388574,0.070744784348716,0.000330490996078367
PstI.TP444825,1, 6930877,96,-0.480846570750453,0.070744784348716,-0.0193054948070392
PstI.TP806450,1, 7007771,96,1.10603654623257,0.070744784348716,0.0221129396636167
PstI.TP443586,1, 7215893,96,-0.47621151535709,0.070744784348716,-0.0068523770333774
PstI.TP356624,1, 7268772,96,0.818922648371656,0.070744784348716,0.0108098159139484
NsiI.TP375218,1, 7321465,96,-0.397212137645818,0.070744784348716,-0.00906057237711369
PstI.TP451905,1, 7339832,96,-0.173102770716836,0.070744784348716,-0.00466773442105088
PstI.TP867155,1, 7342618,96,0.13774894081984,0.070744784348716,0.00318904018171835
PstI.TP1288486,1, 7349710,96,-1.84685996638072,0.070744784348716,-0.0290904630293309
NsiI.TP481176,1, 7350098,96,-2.78183959823214,0.070744784348716,-0.0450930729777485
PstI.TP712786,1, 7449325,96,0.526107980192693,0.070744784348716,0.0123459045275449
PstI.TP1137764,1, 7486769,96,-0.173236806813839,0.070744784348716,-0.00492914717082271
PstI.TP1173447,1, 7571007,96,1.72579272743811,0.070744784348716,0.0482826768811001
NsiI.TP432315,1, 7822652,96,0.922867731593226,0.070744784348716,0.012166140323097
PstI.TP973605,1, 7933170,96,1.73473220691969,0.070744784348716,0.0414524944014154
PstI.TP972953,1, 7984963,96,-1.34657016207387,0.070744784348716,-0.0190437970886082
PstI.TP308053,1, 8330660,96,-2.57973116576181,0.070744784348716,-0.0678990379281585
PstI.TP424566,1, 8533790,96,-0.773778573825642,0.070744784348716,-0.016964640784722
PstI.TP426455,1, 8609159,96,-1.32798249441298,0.070744784348716,-0.0259281687843107
PstI.TP545486,1, 8870035,96,-0.321999778904407,0.070744784348716,-0.00629406411329349
PstI.TP302093,1, 8923298,96,0.754639286944198,0.070744784348716,0.0185275772892069
PstI.TP461927,1, 9014162,96,-1.23375151266638,0.070744784348716,-0.0331731133494118
PstI.TP443245,1, 9039678,96,-0.0171367014195776,0.070744784348716,-0.000487182327035381
PstI.TP978811,1, 9073364,96,0.340261986203448,0.070744784348716,0.0144456257757271
PstI.TP542649,1, 9116308,96,-0.881512853899495,0.070744784348716,-0.0311810775915826
PstI.TP745827,1, 9270379,96,1.02416731007476,0.070744784348716,0.0270715836898162
PstI.TP456141,1, 9284445,96,-1.24280778822163,0.070744784348716,-0.0330323926397267
PstI.TP974726,1, 9504539,96,1.34811761057794,0.070744784348716,0.0359372792241101
PstI.TP701371,1, 9558859,96,-0.502434477256662,0.070744784348716,-0.015560214133284
PstI.TP1174311,1, 9559149,96,0.848262936527911,0.070744784348716,0.0152258848139136
PstI.TP390724,1, 9756005,96,1.14906230245429,0.070744784348716,0.0256165134719133
NsiI.TP727325,1, 9821700,96,0.363157582409292,0.070744784348716,0.0153371313058818
PstI.TP377612,1, 9851429,96,-0.610389394906764,0.070744784348716,-0.0109158877159794
PstI.TP377610,1, 9851445,96,-0.919758326584096,0.070744784348716,-0.029438976242463
PstI.TP120265,1, 9929566,96,-0.892686328336598,0.070744784348716,-0.0221091068137515
PstI.TP498398,1,10010021,96,-0.124370271451992,0.070744784348716,-0.00322435406685034
PstI.TP474486,1,10028947,96,0.0719643952145583,0.070744784348716,0.0016792893577311
PstI.TP1106149,1,10181736,96,0.771781839338482,0.070744784348716,0.0141583613097594
NsiI.TP664565,1,10300447,96,-1.17961280774731,0.070744784348716,-0.0262270025332851
NsiI.TP360999,1,10465743,96,-2.29198181225217,0.070744784348716,-0.0933378724104017
PstI.TP91211,1,10530796,96,0.212867953875789,0.070744784348716,0.0040132312514601
PstI.TP488889,1,10576905,96,-0.695477099105685,0.070744784348716,-0.0173525426326527
PstI.TP948493,1,10639570,96,0.986323550817787,0.070744784348716,0.0262123551640748
PstI.TP980214,1,10687788,96,-0.875552483127204,0.070744784348716,-0.0137573307950768
PstI.TP869093,1,11187262,96,-1.05498615182351,0.070744784348716,-0.0221042299004883
PstI.TP835148,1,11456164,96,-0.519294780216751,0.070744784348716,-0.012863240050745
PstI.TP1045636,1,11697258,96,0.0863821431341026,0.070744784348716,0.00175368473339815
PstI.TP319571,1,11815150,96,-1.69140792767224,0.070744784348716,-0.0262049946831081
PstI.TP1288084,1,11935767,96,-0.874307454171101,0.070744784348716,-0.0183912790478785
PstI.TP181460,1,12172878,96,0.334551063011341,0.070744784348716,0.00645863880691855
PstI.TP308387,1,12249163,96,-0.285426294288943,0.070744784348716,-0.00464007899808182
PstI.TP401102,1,12714512,96,-0.726553958557242,0.070744784348716,-0.0275665103199561
