"","Name","Chromosome","Position","CmDW_g","Cml_cm","CmD_BI_mm","CmD_LI_mm","CmN.","Bcirc_cm","Yld_kg","SDW_kg","CCirc_cm","Lg","GS","FD","SRD","ADD"
"1323","PstI.TP506588",1,80675,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1950","PstI.TP863331",1,161269,0.61240770199973,0.352276064875797,0.87886126042584,0.459196511455487,0.13789297541479,0.417025139611402,0.566887809571381,0.440931198487197,0.0575934256433598,0.0235933675579959,0.703170071827089,0.352506239503435,0.0523103717704611,0.251102691933592
"1194","PstI.TP424788",1,263370,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2082","PstI.TP931820",1,284314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414","PstI.TP1106845",1,416796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1196","PstI.TP425356",1,569039,0.800980868232451,1.05802380750027,0.613426551811371,0.999973581270448,0.610288680339407,0.260926415871681,0.406394237505581,0.162972811259598,0.169064675228527,1.26616725973686,0.392351586484875,1.01839243103121,0.652722429820592,0.222810829851783
"2216","PstI.TP999740",1,569491,0.0272588844621247,0.138960375672131,0.236670171114282,0.0748204210703379,0.0530462661574062,0.0233500006755196,0.378662162352395,0.379343691045019,0.420457429689177,0.00608563673711019,0.27417038274717,0.314351594475155,1.04395985152585,0.103191697813617
"477","PstI.TP1152021",1,865447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1657","PstI.TP716618",1,918921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1082","PstI.TP354591",1,1050082,0.216201626297334,0.141572894036673,0.164370327969442,0.155815518951271,0.207010670642302,1.94938103770631,0.521964310982508,0.552528075600179,0.0519439204757265,0.125567155936711,0.593908145791919,1.19976725566747,0.153264899429089,0.122411761419405
"1938","PstI.TP856852",1,1153760,0.017713702278181,0.144771613660993,0.186292908395365,0.139516956180882,0.0742027417195742,0.738546703448459,0.320517047320782,0.379338291714867,0.43892261135045,0.493983308344035,1.29479363232078,1.21186191856153,0.287465817986966,0.0257098478418348
"1771","PstI.TP775725",1,1175417,0.608656875273311,0.367885373406685,0.690325028510062,0.570986755384417,0.199832625299172,0.0133630147194185,0.345077487197572,0.249070410227279,1.05610291358263,0.282319431681981,0.624262736268184,1.28593742749393,0.886679410206371,0.622832357060971
"2076","PstI.TP929619",1,1952038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1185","PstI.TP417865",1,2030761,0.449606546835503,0.248480193193365,0.8978136171205,0.695009182035955,0.0106441066633754,0.567464939013913,0.111437036483623,0.0841894183876789,0.0436077383056291,0.200028751933154,0.348906644268632,2.82777568167161,0.21319632561978,0.356189785484139
"1999","PstI.TP885267",1,2084430,0.210838949923157,0.145984265063857,0.645227408745823,0.249834233055147,0.0113989407790882,1.34619270068046,0.246725544957613,0.198264832125344,0.253759811391915,0.314004519121335,0.095686441817643,0.949252769098505,0.677017215224333,2.55177406295209
"684","PstI.TP1294018",1,2280325,0.100214550077254,0.0553698125591694,0.00853379016295935,0.289082096069967,0.765215478270771,0.0144481422520508,0.0891531803965148,0.097727158444554,0.316088504235698,0.296002330371987,0.0975661806654115,0.199626540105704,0.079168567427672,0.773655476753408
"1437","PstI.TP56795",1,2315051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2145","PstI.TP966432",1,2596832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1224","PstI.TP441536",1,2816855,0.353282505764883,0.114223984065687,1.0006180048545,0.702010077298489,0.306820733463323,0.28992994747506,0.0456503798081417,0.109157406227384,0.0744529720756521,0.333912086515553,0.450198281717822,0.0550030425191323,0.120421607901019,0.200138002036162
"389","PstI.TP1085601",1,2820903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1353","PstI.TP525202",1,2884119,0.457671909646547,0.48878438886214,0.23943719308838,0.56462350859762,0.0626286181323778,0.463505135810083,0.427276895495069,0.555731898491356,0.164429804512971,0.490362603848858,2.05162932931176,0.223368580139635,0.397696974717314,0.180654287523834
"664","PstI.TP1268585",1,2988383,0.208181022501477,0.00693635180388526,0.252694233780552,0.67985005162969,0.248481035440775,0.0114021298235437,0.458209974978695,0.355950348123713,0.726834379284163,0.549582110007261,0.684301349207783,1.53232060648829,0.0644166439494288,1.73907551591974
"1479","PstI.TP59735",1,3027630,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1926","PstI.TP849876",1,3050119,1.0727463300257,0.47643660485005,0.826241514768417,0.694763349199876,0.61256653152398,0.3727914371887,0.972650961684346,0.464114515737082,0.985467623559976,0.0791643865531425,1.62996963066631,0.0428196539342894,0.665503576511152,0.908554730678991
"819","PstI.TP209693",1,3305106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1515","PstI.TP626124",1,3342723,0.672847309423543,0.439134124567102,0.252070067976774,0.384597052874723,0.67137244490535,0.111937886497347,0.204582062743329,0.208430344383369,0.323067904807475,0.122504062679159,0.0721704506658921,0.74648086875797,0.48474869386784,1.45199355032712
"351","PstI.TP1059573",1,3357749,0.130311276186795,0.539886747367812,0.0107196442870973,0.475307125869343,0.842658790481096,0.756847577357543,0.235908435426759,0.205152778609502,0.135047904648692,0.215418340373047,0.478635075611972,1.63244592431568,0.142084699779631,0.919319754443893
"139","NsiI.TP504485",1,3381640,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"623","PstI.TP1244443",1,3397749,0.578655606889852,0.530136755649979,0.0487002854307898,0.483140850700806,0.364408117599622,0.0961234217896753,0.443260374598674,0.336793350540179,1.04398807450033,0.148051415774441,0.0627696684799944,0.567856799874823,0.453688769832002,0.367426484991104
