"","ID","Method","Trait.name","SNP","Chromosome","Position","P.value"
"1",1,"SUPER","FW_1","PstI.TP856852",1,1153760,0.000022359299102784
"2",2,"SUPER","FW_1","NsiI.TP476261",1,6164220,0.00000491787821114517
"3",3,"SUPER","FW_1","NsiI.TP469911",1,72682614,0.0000101865631840543
"4",4,"SUPER","FW_1","PstI.TP1004938",1,72895372,0.0000173983703541918
"5",5,"SUPER","FW_1","NsiI.TP528762",1,76435180,0.00000278803633335275
"6",6,"SUPER","FW_1","PstI.TP14467",10,3103147,0.00000645241963752167
"7",7,"SUPER","FW_1","PstI.TP195926",10,51681294,0.0000156022854010992
"8",8,"SUPER","FW_1","NsiI.TP652320",10,54138549,0.0000114386976111911
"9",9,"SUPER","FW_1","PstI.TP248137",11,2017,0.0000427924353058906
"10",10,"SUPER","FW_1","PstI.TP685319",11,4739,0.0000220192046091248
"11",11,"SUPER","FW_1","PstI.TP687504",11,4751,0.0000513502807800525
"12",12,"SUPER","FW_1","PstI.TP937371",11,6558,0.0000502454264698514
"13",13,"SUPER","FW_1","PstI.TP989816",11,6875,0.00000735641644827096
"14",14,"SUPER","FW_1","PstI.TP1027140",11,7140,0.00000295327238716413
"15",15,"SUPER","FW_1","PstI.TP1165702",11,8193,0.000000155470870588131
"16",16,"SUPER","FW_1","PstI.TP1204787",11,8502,0.0000132292109988326
"17",17,"SUPER","FW_1","NsiI.TP13900",11,9274,0.0000184397227492696
"18",18,"SUPER","FW_1","NsiI.TP257521",11,12015,0.0000415518547650149
"19",19,"SUPER","FW_1","NsiI.TP288843",11,12324,0.0000124377436340428
"20",20,"SUPER","FW_1","NsiI.TP318460",11,12617,0.0000346485573591712
"21",21,"SUPER","FW_1","NsiI.TP427131",11,13977,0.0000416128187238776
"22",22,"SUPER","FW_1","NsiI.TP491951",11,15090,0.0000308075716924987
"23",23,"SUPER","FW_1","NsiI.TP644167",11,17110,0.0000470051455568741
"24",24,"SUPER","FW_1","NsiI.TP684422",11,17565,0.00000857170395201351
"25",25,"SUPER","FW_1","NsiI.TP689875",11,17622,0.00000150607766200428
"26",26,"SUPER","FW_1","NsiI.TP701971",11,17760,0.0000190041405086458
"27",27,"SUPER","FW_1","NsiI.TP491655",2,61080220,0.0000387000758745045
"28",28,"SUPER","FW_1","PstI.TP875140",2,72930521,0.0000389871493994527
"29",29,"SUPER","FW_1","NsiI.TP152677",3,602439,0.00000818116806920843
"30",30,"SUPER","FW_1","PstI.TP1128716",3,65668248,0.0000474501154453116
"31",31,"SUPER","FW_1","PstI.TP318338",3,67023794,0.0000312686247398339
"32",32,"SUPER","FW_1","NsiI.TP376338",3,73019311,0.0000514480172513038
"33",33,"SUPER","FW_1","PstI.TP1155622",4,12369378,0.000019393001664203
"34",34,"SUPER","FW_1","PstI.TP999900",4,61190544,0.0000290277549341952
"35",35,"SUPER","FW_1","PstI.TP29028",6,45093133,0.0000113505258999251
"36",36,"SUPER","FW_1","PstI.TP6170",6,56702797,0.0000215889654392138
"37",37,"SUPER","FW_1","PstI.TP350264",8,2905610,0.0000285537536782048
"38",38,"SUPER","FW_1","PstI.TP937088",8,59762667,0.0000300460798659425
"39",39,"SUPER","FW_1","NsiI.TP99767",9,51154417,0.000022184106729131
