"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"116","GS","CMLM","PstI.TP613809",11,4324,1.12532475715567e-07
"116","GS","CMLM","PstI.TP977650",10,3236503,3.30460408840986e-07
"116","GS","CMLM","PstI.TP691334",3,4847914,5.78603420443879e-07
"116","GS","CMLM","PstI.TP826133",11,5713,4.39808749212984e-06
"116","GS","CMLM","PstI.TP478050",3,63462498,1.20642668473789e-05
"116","GS","CMLM","PstI.TP839656",4,11496765,4.09304560277188e-06
"116","GS","CMLM","PstI.TP624914",11,4385,1.07303246358252e-05
"116","GS","CMLM","PstI.TP84880",1,63680478,2.08940273555637e-05
"116","GS","CMLM","PstI.TP1226733",11,8645,2.33438666077281e-06
"116","GS","CMLM","PstI.TP782314",5,57125958,2.35401041462629e-05
"116","GS","CMLM","NsiI.TP795133",5,10655601,3.88675855898198e-05
"116","GS","CMLM","PstI.TP746826",5,1609271,3.07761154582104e-06
"116","GS","CMLM","NsiI.TP809217",3,54180993,2.58350340892548e-05
"116","GS","rrBLUP","PstI.TP478050",3,63462498,1.01128124273232e-06
"116","GS","rrBLUP","PstI.TP84880",1,63680478,2.5860635406563e-06
