"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"116","Bcirc_cm","mrMLM","PstI.TP790069",2,699673,0.000127902195674605
"116","Bcirc_cm","FASTmrEMMA","PstI.TP457393",1,60097068,1.09144033644876e-05
"116","Bcirc_cm","ISIS EM-BLASSO","PstI.TP790069",2,699673,3.26663040458069e-06
"116","Bcirc_cm","ISIS EM-BLASSO","PstI.TP838455",2,64681502,0.000130827788444523
"116","Bcirc_cm","ISIS EM-BLASSO","PstI.TP1040729",4,54844080,2.31899600250506e-05
"116","Bcirc_cm","FarmCPU","PstI.TP457393",1,60097068,5.11443884131464e-07
"116","Bcirc_cm","FarmCPU","PstI.TP790069",2,699673,7.87526504290007e-07
"116","Bcirc_cm","FarmCPU","PstI.TP774963",6,1911989,8.01908183589844e-07
"116","Bcirc_cm","FarmCPU","NsiI.TP39740",2,186613,2.27972977726054e-06
"116","Bcirc_cm","FarmCPU","PstI.TP663427",1,70529598,2.3120022661554e-06
