"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"116","CmD_BI_mm","mrMLM","NsiI.TP578256",11,16314,2.86977600491323e-08
"116","CmD_BI_mm","FASTmrMLM","PstI.TP789647",3,69354547,0.000118059244581389
"116","CmD_BI_mm","FASTmrMLM","NsiI.TP578256",11,16314,1.18304155572517e-08
"116","CmD_BI_mm","FASTmrEMMA","PstI.TP789647",3,69354547,1.56242795227649e-05
"116","CmD_BI_mm","FASTmrEMMA","NsiI.TP578256",11,16314,1.20115761793758e-08
"116","CmD_BI_mm","ISIS EM-BLASSO","PstI.TP789647",3,69354547,6.86277878411473e-05
"116","CmD_BI_mm","ISIS EM-BLASSO","PstI.TP411848",11,3188,1.27057410520854e-06
"116","CmD_BI_mm","ISIS EM-BLASSO","NsiI.TP164937",11,10950,1.01601471989976e-05
"116","CmD_BI_mm","ISIS EM-BLASSO","NsiI.TP578256",11,16314,0.0001473329891232
"116","CmD_BI_mm","FarmCPU","PstI.TP843092",5,14746414,3.47171568941601e-08
"116","CmD_BI_mm","FarmCPU","PstI.TP459121",1,78162835,4.51887441548894e-06
"116","CmD_BI_mm","FarmCPU","PstI.TP1246584",1,1015480,1.17797606738828e-05
"116","CmD_BI_mm","FarmCPU","PstI.TP292268",5,3450082,1.38197253904386e-05
