"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"116","GS","mrMLM","PstI.TP84880",1,63680478,3.2883421553329e-05
"116","GS","mrMLM","PstI.TP478050",3,63462498,7.66376183838064e-12
"116","GS","mrMLM","PstI.TP1191619",4,62207517,4.42074027281009e-05
"116","GS","mrMLM","PstI.TP292777",7,64227793,4.63844060660235e-05
"116","GS","mrMLM","PstI.TP613809",11,4324,3.60075854507349e-08
"116","GS","FASTmrMLM","PstI.TP619305",1,79505879,4.66659380314288e-05
"116","GS","FASTmrMLM","PstI.TP478050",3,63462498,3.64669968894226e-07
"116","GS","FASTmrMLM","PstI.TP292777",7,64227793,3.55877064848793e-05
"116","GS","FASTmrMLM","PstI.TP613809",11,4324,1.83780741736415e-11
"116","GS","FASTmrEMMA","PstI.TP706276",6,52495459,3.29913433788864e-05
"116","GS","FASTmrEMMA","PstI.TP524216",11,3915,6.74217467576245e-05
"116","GS","FASTmrEMMA","PstI.TP613809",11,4324,6.95504589239535e-09
"116","GS","FASTmrEMMA","PstI.TP1014210",11,7040,5.86948503947816e-05
"116","GS","ISIS EM-BLASSO","PstI.TP460957",2,63153566,5.85194182378081e-06
"116","GS","ISIS EM-BLASSO","PstI.TP478050",3,63462498,7.504123968558e-05
"116","GS","ISIS EM-BLASSO","PstI.TP613809",11,4324,8.97222177672878e-11
"116","GS","FarmCPU","PstI.TP1191619",4,62207517,2.55149761964624e-26
"116","GS","FarmCPU","NsiI.TP806896",1,78145059,2.46518719251114e-14
"116","GS","FarmCPU","PstI.TP876687",2,71285534,4.4316129095448e-12
"116","GS","FarmCPU","PstI.TP508387",3,54826011,1.61421427321585e-11
"116","GS","FarmCPU","PstI.TP44157",4,67560728,5.52262997175127e-11
"116","GS","FarmCPU","PstI.TP478050",3,63462498,1.08871394221945e-09
"116","GS","FarmCPU","PstI.TP613809",11,4324,6.08134869030736e-09
"116","GS","FarmCPU","PstI.TP135750",8,2838380,1.60291718738254e-07
"116","GS","FarmCPU","PstI.TP1094666",3,66462116,3.00860161214177e-07
"116","GS","FarmCPU","NsiI.TP583360",2,66047191,6.18277852307851e-07
"116","GS","FarmCPU","PstI.TP531549",10,5158579,7.46754559689039e-07
"116","GS","FarmCPU","PstI.TP488378",1,7260223,1.17140634808201e-06
"116","GS","FarmCPU","PstI.TP739746",11,5106,1.96401892651765e-06
"116","GS","FarmCPU","PstI.TP1151415",11,8084,2.79851258223495e-06
"116","GS","FarmCPU","PstI.TP410927",11,3181,5.76657491148387e-06
"116","GS","FarmCPU","PstI.TP1257324",3,65916131,1.24901515332254e-05
"116","GS","FarmCPU","PstI.TP135740",7,59986622,1.25062769968634e-05
"116","GS","FarmCPU","PstI.TP309238",1,27158767,1.45738792405843e-05
"116","GS","FarmCPU","NsiI.TP723406",3,59263477,1.45738792405843e-05
"116","GS","FarmCPU","NsiI.TP430509",2,74026177,1.45738792537018e-05
"116","GS","MLMM","PstI.TP613809",11,4324,1.44877841933164e-24
"116","GS","MLMM","PstI.TP1082413",11,7556,5.94990850050579e-12
"116","GS","MLMM","PstI.TP1071406",6,9087147,1.75747592475568e-12
"116","GS","MLMM","PstI.TP1104438",10,51975768,2.14385082049581e-06
"116","GS","MLMM","NsiI.TP36448",11,9550,9.01726144297786e-06
"116","GS","MLMM","PstI.TP770204",3,67523376,1.28031764800291e-05
"116","GS","MLMM","PstI.TP1241719",6,57149401,1.23947281025491e-05
"116","GS","MLMM","PstI.TP826133",11,5713,1.20849811939536e-05
