"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"106","CmD_LI_mm","mrMLM","PstI.TP117081",2,45986549,3.32365548151228e-06
"106","CmD_LI_mm","mrMLM","PstI.TP476886",2,55394288,5.83712508501241e-08
"106","CmD_LI_mm","FASTmrMLM","PstI.TP513843",3,2577255,2.88403150312661e-05
"106","CmD_LI_mm","FASTmrMLM","PstI.TP852023",4,51121423,8.59409202953282e-07
"106","CmD_LI_mm","FASTmrMLM","PstI.TP737962",11,5096,6.17163168455584e-05
"106","CmD_LI_mm","FASTmrEMMA","PstI.TP290055",8,16103749,6.52980181092871e-05
"106","CmD_LI_mm","FASTmrEMMA","PstI.TP737962",11,5096,0.000170608238900312
"106","CmD_LI_mm","ISIS EM-BLASSO","PstI.TP476886",2,55394288,0.000128439912195265
"106","CmD_LI_mm","ISIS EM-BLASSO","PstI.TP1132955",4,63683010,7.89587019336695e-05
"106","CmD_LI_mm","ISIS EM-BLASSO","PstI.TP310149",11,2456,6.0200486368446e-05
"106","CmD_LI_mm","ISIS EM-BLASSO","PstI.TP737962",11,5096,1.95884467350599e-05
"106","CmD_LI_mm","FarmCPU","PstI.TP290055",8,16103749,2.77568193167447e-08
"106","CmD_LI_mm","FarmCPU","PstI.TP704244",3,50687892,1.93636320647364e-07
