"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"106","Cml_cm","mrMLM","PstI.TP757921",1,26848011,0.000165786437761339
"106","Cml_cm","mrMLM","NsiI.TP447144",3,63530717,3.14006038599008e-10
"106","Cml_cm","mrMLM","PstI.TP745785",6,45615805,1.05627499757893e-05
"106","Cml_cm","FASTmrMLM","NsiI.TP447144",3,63530717,1.03395110098237e-07
"106","Cml_cm","FASTmrMLM","PstI.TP745785",6,45615805,2.06728331753761e-06
"106","Cml_cm","FASTmrMLM","PstI.TP737962",11,5096,5.82773774796369e-05
"106","Cml_cm","FASTmrMLM","NsiI.TP424524",11,13911,4.18697145437062e-06
"106","Cml_cm","FASTmrEMMA","PstI.TP19142",11,155,2.65155109300921e-05
"106","Cml_cm","pLARmEB","PstI.TP459121",1,78162835,0.000122687410463834
"106","Cml_cm","pLARmEB","NsiI.TP447144",3,63530717,5.81299567725388e-08
"106","Cml_cm","pLARmEB","PstI.TP745785",6,45615805,3.34425973533734e-09
"106","Cml_cm","pLARmEB","PstI.TP433679",11,3324,9.24272432730116e-05
"106","Cml_cm","ISIS EM-BLASSO","PstI.TP57846",4,4201581,4.48332270432733e-08
"106","Cml_cm","ISIS EM-BLASSO","PstI.TP290738",7,59825579,7.03396171216247e-05
"106","Cml_cm","ISIS EM-BLASSO","PstI.TP433679",11,3324,7.51622894018206e-06
"106","Cml_cm","ISIS EM-BLASSO","PstI.TP737962",11,5096,1.62742131564223e-09
"106","Cml_cm","FarmCPU","NsiI.TP447144",3,63530717,3.18423054001593e-07
"106","Cml_cm","FarmCPU","PstI.TP737962",11,5096,2.40708612836907e-06
"106","Cml_cm","FarmCPU","PstI.TP57846",4,4201581,4.74237693836121e-06
"106","Cml_cm","FarmCPU","PstI.TP745785",6,45615805,1.03980421028798e-05
