"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"106","GS","mrMLM","PstI.TP841428",1,6731433,4.05581371985855e-05
"106","GS","mrMLM","PstI.TP754866",1,69204551,0.000184056856307142
"106","GS","mrMLM","NsiI.TP422411",3,70832262,4.27309944518402e-08
"106","GS","mrMLM","PstI.TP1191619",4,62207517,3.45132613395578e-07
"106","GS","mrMLM","PstI.TP920685",10,10258102,2.13265693855859e-10
"106","GS","mrMLM","PstI.TP10852",10,58028954,2.30232696493998e-05
"106","GS","FASTmrMLM","PstI.TP754866",1,69204551,2.13501042512723e-05
"106","GS","FASTmrMLM","PstI.TP619305",1,79505879,0.000162742131564223
"106","GS","FASTmrMLM","PstI.TP10852",10,58028954,0.000150244990299891
"106","GS","FASTmrMLM","PstI.TP1079579",11,7537,6.55390285833477e-06
"106","GS","FASTmrEMMA","NsiI.TP350497",1,6933742,5.90201080171844e-05
"106","GS","FASTmrEMMA","NsiI.TP431374",1,64340591,1.35113890706621e-12
"106","GS","FASTmrEMMA","PstI.TP920685",10,10258102,6.23591231762627e-05
"106","GS","FASTmrEMMA","PstI.TP534647",11,3997,0.00012864709980291
"106","GS","pLARmEB","NsiI.TP431374",1,64340591,3.8886602433123e-05
"106","GS","pLARmEB","PstI.TP513006",1,73971974,6.38851619389801e-06
"106","GS","pLARmEB","PstI.TP10852",10,58028954,0.000107398941234125
"106","GS","pLARmEB","PstI.TP1226733",11,8645,0.000111275614173052
"106","GS","ISIS EM-BLASSO","PstI.TP754866",1,69204551,3.6182619073243e-05
"106","GS","ISIS EM-BLASSO","PstI.TP10852",10,58028954,7.2193816293716e-05
"106","GS","ISIS EM-BLASSO","PstI.TP1079579",11,7537,1.47604636638564e-05
"106","GS","FarmCPU","PstI.TP920685",10,10258102,1.37900117408435e-42
"106","GS","FarmCPU","PstI.TP1191619",4,62207517,5.0105823065223e-42
"106","GS","FarmCPU","PstI.TP212672",2,65281161,6.67587298459508e-34
"106","GS","FarmCPU","NsiI.TP260915",11,12050,6.13389068447643e-25
"106","GS","FarmCPU","PstI.TP896979",1,28970255,1.27153997890679e-20
"106","GS","FarmCPU","PstI.TP1018540",2,3850958,5.30379869696444e-16
"106","GS","FarmCPU","NsiI.TP431374",1,64340591,7.91763489595209e-14
"106","GS","FarmCPU","PstI.TP400705",7,1246953,1.29003785770323e-06
"106","GS","FarmCPU","NsiI.TP530878",1,5870812,3.75529432772249e-06
"106","GS","MLMM","PstI.TP1191619",4,62207517,2.17667134968712e-07
"106","GS","MLMM","NsiI.TP431374",1,64340591,1.26846442914174e-12
"106","GS","MLMM","PstI.TP1177969",1,69551175,3.33603154413567e-06
"106","GS","MLMM","NsiI.TP806896",1,78145059,1.66308658260329e-09
"106","GS","MLMM","NsiI.TP523405",11,15589,1.08901490915846e-05
