"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"106","CCirc_cm","mrMLM","PstI.TP392482",1,17611146,1.23586490584999e-05
"106","CCirc_cm","mrMLM","PstI.TP1071296",11,7466,1.56926395719606e-08
"106","CCirc_cm","FASTmrMLM","PstI.TP315072",8,3139123,0.000139733327137754
"106","CCirc_cm","FASTmrMLM","PstI.TP401147",11,3119,0.000111995352238489
"106","CCirc_cm","FASTmrEMMA","PstI.TP392482",1,17611146,9.52576799855461e-05
"106","CCirc_cm","FASTmrEMMA","PstI.TP1071296",11,7466,1.14788927979018e-08
"106","CCirc_cm","ISIS EM-BLASSO","PstI.TP401147",11,3119,0.000175388050184176
"106","CCirc_cm","ISIS EM-BLASSO","PstI.TP1071296",11,7466,2.43893373027891e-09
"106","CCirc_cm","FarmCPU","PstI.TP664921",6,56510699,4.6291285205015e-10
"106","CCirc_cm","FarmCPU","PstI.TP401147",11,3119,9.6579924017334e-10
"106","CCirc_cm","FarmCPU","PstI.TP315072",8,3139123,1.56306254510728e-09
"106","CCirc_cm","FarmCPU","PstI.TP21889",1,3705780,7.01194774874626e-07
"106","CCirc_cm","FarmCPU","PstI.TP219830",2,76708479,1.41453641134079e-06
