"SNP.N","Trait.name","Method","SNP","Chromosome","Position","P.value"
"106","Bcirc_cm","mrMLM","PstI.TP1025634",2,71277610,2.17666703476806e-05
"106","Bcirc_cm","mrMLM","NsiI.TP346008",4,67938088,3.66136478349019e-06
"106","Bcirc_cm","mrMLM","PstI.TP298201",6,1375822,0.000113255942874622
"106","Bcirc_cm","mrMLM","NsiI.TP765320",7,5038310,2.02629186098182e-05
"106","Bcirc_cm","FASTmrMLM","PstI.TP1025634",2,71277610,0.000126299025606994
"106","Bcirc_cm","FASTmrMLM","NsiI.TP346008",4,67938088,4.68489649160013e-05
"106","Bcirc_cm","FASTmrMLM","PstI.TP298201",6,1375822,4.68813382145265e-05
"106","Bcirc_cm","FASTmrMLM","NsiI.TP765320",7,5038310,4.69353434317195e-05
"106","Bcirc_cm","FASTmrEMMA","PstI.TP224188",11,1842,1.44577263387363e-05
"106","Bcirc_cm","pLARmEB","PstI.TP710636",6,45894338,0.000179721485654766
"106","Bcirc_cm","pLARmEB","NsiI.TP765320",7,5038310,8.66762273390039e-07
"106","Bcirc_cm","pLARmEB","PstI.TP224188",11,1842,1.36898913070074e-06
"106","Bcirc_cm","ISIS EM-BLASSO","PstI.TP298201",6,1375822,1.71040910600274e-05
"106","Bcirc_cm","ISIS EM-BLASSO","NsiI.TP765320",7,5038310,3.96095583490634e-06
"106","Bcirc_cm","ISIS EM-BLASSO","PstI.TP224188",11,1842,1.25054694614453e-05
"106","Bcirc_cm","ISIS EM-BLASSO","PstI.TP631928",11,4437,6.30812077907696e-05
"106","Bcirc_cm","FarmCPU","NsiI.TP765320",7,5038310,1.43581659019096e-09
"106","Bcirc_cm","FarmCPU","PstI.TP65527",10,60139620,2.82111531703324e-06
"106","Bcirc_cm","FarmCPU","PstI.TP639375",5,655773,9.38070763345937e-06
